time,AHL,LasR_mRNA,LasR,GFP_mRNA,GFP,LasR.AHL,IPTG_LasR
174.7,1e-09,6.83454045334,385.561519699,7.2388757925e-06,8.85209805125e-05,0.394993463272,-3.0059479513e-06
174.8,1e-09,6.83679906482,385.923495927,7.24149348508e-06,8.85961970715e-05,0.395610651272,-3.01013687619e-06
174.9,1e-09,6.83905636668,386.285564508,7.24410965984e-06,8.86714144603e-05,0.396228418508,-3.01432729001e-06
175.0,1e-09,6.84131235968,386.647725354,7.24672431765e-06,8.87466326515e-05,0.396846765128,-3.01851919183e-06
175.1,1e-09,6.84356704459,387.009978377,7.24933745941e-06,8.88218516174e-05,0.397465691278,-3.0227125807e-06
175.2,1e-09,6.84582042217,387.372323488,7.25194908598e-06,8.88970713306e-05,0.398085197108,-3.02690745571e-06
175.3,1e-09,6.84807249316,387.734760598,7.25455919825e-06,8.89722917636e-05,0.398705282763,-3.03110381593e-06
175.4,1e-09,6.85032325833,388.09728962,7.25716779709e-06,8.90475128889e-05,0.399325948391,-3.03530166043e-06
175.5,1e-09,6.85257271843,388.459910465,7.25977488339e-06,8.91227346791e-05,0.399947194138,-3.03950098827e-06
175.6,1e-09,6.85482087422,388.822623045,7.26238045802e-06,8.91979571068e-05,0.400569020153,-3.04370179854e-06
175.7,1e-09,6.85706772647,389.185427271,7.26498452185e-06,8.92731801447e-05,0.401191426581,-3.0479040903e-06
175.8,1e-09,6.85931327591,389.548323056,7.26758707576e-06,8.93484037654e-05,0.401814413569,-3.05210786263e-06
175.9,1e-09,6.86155752332,389.911310311,7.27018812063e-06,8.94236279416e-05,0.402437981264,-3.0563131146e-06
176.0,1e-09,6.86380046944,390.274388948,7.27278765733e-06,8.94988526461e-05,0.403062129811,-3.06051984528e-06
176.1,1e-09,6.86604211503,390.637558879,7.27538568674e-06,8.95740778517e-05,0.403686859357,-3.06472805376e-06
176.2,1e-09,6.86828246084,391.000820017,7.27798220973e-06,8.96493035311e-05,0.404312170048,-3.06893773911e-06
176.3,1e-09,6.87052150762,391.364172273,7.28057722717e-06,8.97245296572e-05,0.40493806203,-3.0731489004e-06
176.4,1e-09,6.87275925614,391.727615559,7.28317073994e-06,8.97997562029e-05,0.405564535448,-3.0773615367e-06
176.5,1e-09,6.87499570714,392.091149788,7.28576274891e-06,8.9874983141e-05,0.406191590448,-3.08157564711e-06
176.6,1e-09,6.87723086137,392.454774872,7.28835325496e-06,8.99502104446e-05,0.406819227176,-3.08579123068e-06
176.7,1e-09,6.87946471959,392.818490724,7.29094225894e-06,9.00254380865e-05,0.407447445776,-3.09000828651e-06
176.8,1e-09,6.88169728254,393.182297255,7.29352976174e-06,9.01006660398e-05,0.408076246394,-3.09422681366e-06
176.9,1e-09,6.88392855099,393.546194378,7.29611576422e-06,9.01758942774e-05,0.408705629175,-3.09844681122e-06
177.0,1e-09,6.88615852568,393.910182006,7.29870026726e-06,9.02511227726e-05,0.409335594265,-3.10266827827e-06
177.1,1e-09,6.88838720735,394.274260051,7.30128327172e-06,9.03263514982e-05,0.409966141806,-3.10689121389e-06
177.2,1e-09,6.89061459676,394.638428426,7.30386477847e-06,9.04015804276e-05,0.410597271945,-3.11111561715e-06
177.3,1e-09,6.89284069467,395.002687044,7.30644478839e-06,9.04768095338e-05,0.411228984825,-3.11534148713e-06
177.4,1e-09,6.89506550181,395.367035816,7.30902330233e-06,9.055203879e-05,0.411861280591,-3.11956882293e-06
177.5,1e-09,6.89728901893,395.731474657,7.31160032117e-06,9.06272681694e-05,0.412494159388,-3.12379762361e-06
177.6,1e-09,6.8995112468,396.096003479,7.31417584577e-06,9.07024976453e-05,0.413127621358,-3.12802788827e-06
177.7,1e-09,6.90173218614,396.460622194,7.316749877e-06,9.07777271911e-05,0.413761666647,-3.13225961597e-06
177.8,1e-09,6.90395183771,396.825330715,7.31932241573e-06,9.08529567799e-05,0.414396295397,-3.13649280582e-06
177.9,1e-09,6.90617020225,397.190128957,7.32189346282e-06,9.09281863852e-05,0.415031507753,-3.14072745688e-06
178.0,1e-09,6.90838728052,397.55501683,7.32446301913e-06,9.10034159803e-05,0.415667303858,-3.14496356825e-06
178.1,1e-09,6.91060307326,397.91999425,7.32703108553e-06,9.10786455386e-05,0.416303683855,-3.149201139e-06
178.2,1e-09,6.91281758121,398.285061129,7.32959766289e-06,9.11538750336e-05,0.416940647887,-3.15344016823e-06
178.3,1e-09,6.91503080511,398.650217379,7.33216275207e-06,9.12291044388e-05,0.417578196098,-3.15768065501e-06
178.4,1e-09,6.91724274572,399.015462915,7.33472635392e-06,9.13043337276e-05,0.41821632863,-3.16192259844e-06
178.5,1e-09,6.91945340378,399.38079765,7.33728846932e-06,9.13795628736e-05,0.418855045627,-3.1661659976e-06
178.6,1e-09,6.92166278002,399.746221496,7.33984909912e-06,9.14547918505e-05,0.41949434723,-3.17041085157e-06
178.7,1e-09,6.9238708752,400.111734368,7.34240824419e-06,9.15300206316e-05,0.420134233583,-3.17465715944e-06
178.8,1e-09,6.92607769005,400.477336179,7.34496590539e-06,9.16052491908e-05,0.420774704828,-3.17890492031e-06
178.9,1e-09,6.92828322532,400.843026843,7.34752208357e-06,9.16804775017e-05,0.421415761106,-3.18315413325e-06
179.0,1e-09,6.93048748176,401.208806272,7.3500767796e-06,9.17557055379e-05,0.422057402561,-3.18740479736e-06
179.1,1e-09,6.93269046009,401.574674381,7.35262999434e-06,9.18309332732e-05,0.422699629334,-3.19165691173e-06
179.2,1e-09,6.93489216107,401.940631083,7.35518172864e-06,9.19061606813e-05,0.423342441566,-3.19591047544e-06
179.3,1e-09,6.93709258543,402.306676293,7.35773198337e-06,9.19813877361e-05,0.4239858394,-3.20016548759e-06
179.4,1e-09,6.93929173392,402.672809924,7.36028075938e-06,9.20566144114e-05,0.424629822978,-3.20442194726e-06
179.5,1e-09,6.94148960727,403.039031889,7.36282805753e-06,9.2131840681e-05,0.425274392439,-3.20867985355e-06
179.6,1e-09,6.94368620622,403.405342103,7.36537387867e-06,9.22070665187e-05,0.425919547927,-3.21293920555e-06
179.7,1e-09,6.94588153152,403.771740479,7.36791822367e-06,9.22822918986e-05,0.426565289581,-3.21720000234e-06
179.8,1e-09,6.94807558389,404.138226932,7.37046109337e-06,9.23575167945e-05,0.427211617543,-3.22146224303e-06
179.9,1e-09,6.95026836408,404.504801376,7.37300248864e-06,9.24327411805e-05,0.427858531954,-3.22572592669e-06
180.0,1e-09,6.95245987283,404.871463725,7.37554241033e-06,9.25079650305e-05,0.428506032954,-3.22999105244e-06
180.1,1e-09,6.95465011088,405.238213893,7.37808085929e-06,9.25831883185e-05,0.429154120685,-3.23425761936e-06
180.2,1e-09,6.95683907895,405.605051794,7.38061783638e-06,9.26584110187e-05,0.429802795286,-3.23852562654e-06
180.3,1e-09,6.95902677779,405.971977343,7.38315334245e-06,9.27336331052e-05,0.430452056897,-3.24279507308e-06
180.4,1e-09,6.96121320813,406.338990454,7.38568737835e-06,9.28088545521e-05,0.43110190566,-3.24706595807e-06
180.5,1e-09,6.96339837071,406.70609104,7.38821994494e-06,9.28840753335e-05,0.431752341713,-3.25133828061e-06
180.6,1e-09,6.96558226627,407.073279018,7.39075104306e-06,9.29592954236e-05,0.432403365198,-3.2556120398e-06
180.7,1e-09,6.96776489553,407.440554301,7.39328067358e-06,9.30345147967e-05,0.433054976253,-3.25988723473e-06
180.8,1e-09,6.96994625923,407.807916804,7.39580883733e-06,9.3109733427e-05,0.433707175018,-3.2641638645e-06
180.9,1e-09,6.97212635811,408.175366441,7.39833553518e-06,9.31849512888e-05,0.434359961633,-3.2684419282e-06
181.0,1e-09,6.9743051929,408.542903127,7.40086076797e-06,9.32601683565e-05,0.435013336237,-3.27272142494e-06
181.1,1e-09,6.97648276433,408.910526777,7.40338453654e-06,9.33353846043e-05,0.435667298969,-3.2770023538e-06
181.2,1e-09,6.97865907314,409.278237305,7.40590684176e-06,9.34106000067e-05,0.436321849969,-3.2812847139e-06
181.3,1e-09,6.98083412005,409.646034627,7.40842768447e-06,9.3485814538e-05,0.436976989375,-3.28556850432e-06
181.4,1e-09,6.98300790581,410.013918657,7.41094706551e-06,9.35610281728e-05,0.437632717326,-3.28985372418e-06
181.5,1e-09,6.98518043113,410.38188931,7.41346498573e-06,9.36362408854e-05,0.438289033961,-3.29414037256e-06
181.6,1e-09,6.98735169675,410.749946502,7.41598144598e-06,9.37114526504e-05,0.438945939418,-3.29842844857e-06
181.7,1e-09,6.9895217034,411.118090146,7.41849644711e-06,9.37866634423e-05,0.439603433836,-3.30271795131e-06
181.8,1e-09,6.99169045182,411.486320159,7.42100998997e-06,9.38618732357e-05,0.440261517353,-3.30700887988e-06
181.9,1e-09,6.99385794272,411.854636455,7.42352207539e-06,9.39370820051e-05,0.440920190106,-3.31130123338e-06
182.0,1e-09,6.99602417685,412.22303895,7.42603270423e-06,9.40122897253e-05,0.441579452235,-3.31559501092e-06
182.1,1e-09,6.99818915492,412.591527559,7.42854187732e-06,9.40874963708e-05,0.442239303877,-3.3198902116e-06
182.2,1e-09,7.00035287767,412.960102197,7.43104959552e-06,9.41627019163e-05,0.442899745169,-3.32418683452e-06
182.3,1e-09,7.00251534582,413.32876278,7.43355585966e-06,9.42379063366e-05,0.44356077625,-3.32848487878e-06
182.4,1e-09,7.00467656011,413.697509222,7.43606067059e-06,9.43131096063e-05,0.444222397256,-3.33278434349e-06
182.5,1e-09,7.00683652126,414.06634144,7.43856402915e-06,9.43883117004e-05,0.444884608325,-3.33708522775e-06
182.6,1e-09,7.00899522999,414.435259349,7.44106593619e-06,9.44635125935e-05,0.445547409594,-3.34138753068e-06
182.7,1e-09,7.01115268703,414.804262864,7.44356639254e-06,9.45387122606e-05,0.446210801201,-3.34569125136e-06
182.8,1e-09,7.01330889311,415.173351901,7.44606539905e-06,9.46139106764e-05,0.446874783281,-3.34999638892e-06
182.9,1e-09,7.01546384896,415.542526377,7.44856295655e-06,9.46891078159e-05,0.447539355972,-3.35430294245e-06
183.0,1e-09,7.01761755529,415.911786205,7.45105906589e-06,9.47643036541e-05,0.448204519411,-3.35861091106e-06
183.1,1e-09,7.01977001283,416.281131303,7.45355372791e-06,9.48394981658e-05,0.448870273734,-3.36292029387e-06
183.2,1e-09,7.02192122232,416.650561586,7.45604694345e-06,9.4914691326e-05,0.449536619077,-3.36723108997e-06
183.3,1e-09,7.02407118446,417.02007697,7.45853871334e-06,9.49898831099e-05,0.450203555576,-3.37154329847e-06
183.4,1e-09,7.02621989998,417.389677371,7.46102903842e-06,9.50650734924e-05,0.450871083368,-3.3758569185e-06
183.5,1e-09,7.02836736961,417.759362705,7.46351791953e-06,9.51402624486e-05,0.451539202589,-3.38017194914e-06
183.6,1e-09,7.03051359407,418.129132888,7.46600535752e-06,9.52154499537e-05,0.452207913374,-3.38448838952e-06
183.7,1e-09,7.03265857409,418.498987836,7.4684913532e-06,9.52906359827e-05,0.45287721586,-3.38880623874e-06
183.8,1e-09,7.03480231037,418.868927465,7.47097590743e-06,9.53658205108e-05,0.45354711018,-3.39312549592e-06
183.9,1e-09,7.03694480365,419.238951692,7.47345902103e-06,9.54410035133e-05,0.454217596473,-3.39744616016e-06
184.0,1e-09,7.03908605464,419.609060432,7.47594069485e-06,9.55161849653e-05,0.454888674871,-3.40176823057e-06
184.1,1e-09,7.04122606406,419.979253603,7.47842092972e-06,9.55913648422e-05,0.455560345511,-3.40609170627e-06
184.2,1e-09,7.04336483264,420.349531119,7.48089972646e-06,9.56665431192e-05,0.456232608527,-3.41041658638e-06
184.3,1e-09,7.0455023611,420.719892899,7.48337708592e-06,9.57417197716e-05,0.456905464055,-3.41474286999e-06
184.4,1e-09,7.04763865014,421.090338857,7.48585300893e-06,9.58168947748e-05,0.45757891223,-3.41907055623e-06
184.5,1e-09,7.0497737005,421.460868912,7.48832749632e-06,9.58920681042e-05,0.458252953185,-3.42339964421e-06
184.6,1e-09,7.05190751289,421.831482978,7.49080054893e-06,9.59672397351e-05,0.458927587055,-3.42773013305e-06
184.7,1e-09,7.05404008803,422.202180974,7.49327216758e-06,9.60424096431e-05,0.459602813975,-3.43206202185e-06
184.8,1e-09,7.05617142663,422.572962815,7.49574235311e-06,9.61175778036e-05,0.460278634079,-3.43639530973e-06
184.9,1e-09,7.05830152941,422.943828418,7.49821110635e-06,9.6192744192e-05,0.460955047501,-3.44072999581e-06
185.0,1e-09,7.06043039709,423.314777701,7.50067842812e-06,9.6267908784e-05,0.461632054374,-3.44506607921e-06
185.1,1e-09,7.06255803039,423.68581058,7.50314431927e-06,9.63430715551e-05,0.462309654834,-3.44940355903e-06
185.2,1e-09,7.06468443001,424.056926971,7.50560878061e-06,9.64182324808e-05,0.462987849013,-3.4537424344e-06
185.3,1e-09,7.06680959669,424.428126792,7.50807181298e-06,9.64933915368e-05,0.463666637045,-3.45808270444e-06
185.4,1e-09,7.06893353112,424.79940996,7.51053341721e-06,9.65685486987e-05,0.464346019063,-3.46242436826e-06
185.5,1e-09,7.07105623403,425.170776391,7.51299359412e-06,9.66437039423e-05,0.465025995201,-3.46676742498e-06
185.6,1e-09,7.07317770613,425.542226004,7.51545234454e-06,9.67188572431e-05,0.465706565592,-3.47111187371e-06
185.7,1e-09,7.07529794813,425.913758714,7.5179096693e-06,9.6794008577e-05,0.466387730368,-3.47545771359e-06
185.8,1e-09,7.07741696075,426.28537444,7.52036556923e-06,9.68691579198e-05,0.467069489664,-3.47980494372e-06
185.9,1e-09,7.07953474469,426.657073098,7.52282004514e-06,9.69443052471e-05,0.467751843611,-3.48415356323e-06
186.0,1e-09,7.08165130068,427.028854606,7.52527309788e-06,9.70194505349e-05,0.468434792342,-3.48850357123e-06
186.1,1e-09,7.08376662942,427.400718881,7.52772472826e-06,9.7094593759e-05,0.46911833599,-3.49285496685e-06
186.2,1e-09,7.08588073163,427.772665841,7.5301749371e-06,9.71697348953e-05,0.469802474687,-3.49720774921e-06
186.3,1e-09,7.08799360801,428.144695402,7.53262372524e-06,9.72448739197e-05,0.470487208565,-3.50156191743e-06
186.4,1e-09,7.09010525928,428.516807483,7.53507109349e-06,9.73200108081e-05,0.471172537756,-3.50591747064e-06
186.5,1e-09,7.09221568614,428.889002001,7.53751704268e-06,9.73951455365e-05,0.471858462392,-3.51027440795e-06
186.6,1e-09,7.09432488932,429.261278874,7.53996157363e-06,9.7470278081e-05,0.472544982606,-3.51463272848e-06
186.7,1e-09,7.09643286951,429.633638019,7.54240468717e-06,9.75454084175e-05,0.473232098529,-3.51899243137e-06
186.8,1e-09,7.09853962743,430.006079354,7.54484638411e-06,9.76205365221e-05,0.473919810292,-3.52335351574e-06
186.9,1e-09,7.10064516378,430.378602797,7.54728666527e-06,9.76956623709e-05,0.474608118026,-3.5277159807e-06
187.0,1e-09,7.10274947927,430.751208265,7.54972553149e-06,9.777078594e-05,0.475297021864,-3.53207982539e-06
187.1,1e-09,7.10485257462,431.123895677,7.55216298357e-06,9.78459072055e-05,0.475986521937,-3.53644504893e-06
187.2,1e-09,7.10695445052,431.496664951,7.55459902234e-06,9.79210261438e-05,0.476676618374,-3.54081165044e-06
187.3,1e-09,7.10905510769,431.869516003,7.55703364862e-06,9.79961427308e-05,0.477367311308,-3.54517962906e-06
187.4,1e-09,7.11115454683,432.242448753,7.55946686323e-06,9.8071256943e-05,0.478058600869,-3.5495489839e-06
187.5,1e-09,7.11325276865,432.615463119,7.56189866698e-06,9.81463687565e-05,0.478750487188,-3.5539197141e-06
187.6,1e-09,7.11534977386,432.988559018,7.5643290607e-06,9.82214781476e-05,0.479442970394,-3.55829181878e-06
187.7,1e-09,7.11744556315,433.361736369,7.56675804519e-06,9.82965850927e-05,0.48013605062,-3.56266529707e-06
187.8,1e-09,7.11954013724,433.73499509,7.56918562129e-06,9.83716895681e-05,0.480829727994,-3.5670401481e-06
187.9,1e-09,7.12163349682,434.108335099,7.57161178979e-06,9.84467915502e-05,0.481524002648,-3.57141637099e-06
188.0,1e-09,7.12372564262,434.481756315,7.57403655153e-06,9.85218910155e-05,0.48221887471,-3.57579396489e-06
188.1,1e-09,7.12581657531,434.855258656,7.57645990732e-06,9.85969879402e-05,0.482914344311,-3.58017292891e-06
188.2,1e-09,7.12790629562,435.228842041,7.57888185796e-06,9.8672082301e-05,0.483610411581,-3.58455326218e-06
188.3,1e-09,7.12999480424,435.602506387,7.58130240429e-06,9.87471740743e-05,0.484307076649,-3.58893496384e-06
188.4,1e-09,7.13208210188,435.976251614,7.5837215471e-06,9.88222632367e-05,0.485004339644,-3.59331803302e-06
188.5,1e-09,7.13416818924,436.350077639,7.58613928722e-06,9.88973497646e-05,0.485702200697,-3.59770246885e-06
188.6,1e-09,7.13625306702,436.723984383,7.58855562546e-06,9.89724336347e-05,0.486400659936,-3.60208827046e-06
188.7,1e-09,7.13833673592,437.097971763,7.59097056262e-06,9.90475148236e-05,0.48709971749,-3.60647543698e-06
188.8,1e-09,7.14041919664,437.472039698,7.59338409953e-06,9.91225933079e-05,0.487799373488,-3.61086396755e-06
188.9,1e-09,7.14250044988,437.846188107,7.595796237e-06,9.91976690644e-05,0.48849962806,-3.6152538613e-06
189.0,1e-09,7.14458049635,438.220416909,7.59820697583e-06,9.92727420696e-05,0.489200481333,-3.61964511736e-06
189.1,1e-09,7.14665933674,438.594726022,7.60061631684e-06,9.93478123003e-05,0.489901933437,-3.62403773486e-06
189.2,1e-09,7.14873697175,438.969115367,7.60302426084e-06,9.94228797333e-05,0.490603984499,-3.62843171295e-06
189.3,1e-09,7.15081340208,439.34358486,7.60543080863e-06,9.94979443454e-05,0.491306634649,-3.63282705075e-06
189.4,1e-09,7.15288862844,439.718134423,7.60783596103e-06,9.95730061134e-05,0.492009884014,-3.63722374741e-06
189.5,1e-09,7.15496265151,440.092763973,7.61023971885e-06,9.96480650141e-05,0.492713732722,-3.64162180205e-06
189.6,1e-09,7.15703547199,440.46747343,7.6126420829e-06,9.97231210243e-05,0.493418180901,-3.64602121381e-06
189.7,1e-09,7.15910709059,440.842262713,7.61504305397e-06,9.97981741211e-05,0.494123228679,-3.65042198183e-06
189.8,1e-09,7.161177508,441.217131742,7.61744263289e-06,9.98732242812e-05,0.494828876184,-3.65482410526e-06
189.9,1e-09,7.16324672492,441.592080435,7.61984082046e-06,9.99482714818e-05,0.495535123543,-3.65922758321e-06
190.0,1e-09,7.16531474203,441.967108713,7.62223761748e-06,0.0001000233157,0.496241970884,-3.66363241484e-06
190.1,1e-09,7.16738156005,442.342216494,7.62463302476e-06,0.000100098356912,0.496949418334,-3.66803859928e-06
190.2,1e-09,7.16944717965,442.717403697,7.62702704311e-06,0.000100173395096,0.497657466019,-3.67244613566e-06
190.3,1e-09,7.17151160155,443.092670243,7.62941967333e-06,0.000100248430228,0.498366114068,-3.67685502314e-06
190.4,1e-09,7.17357482643,443.468016052,7.63181091623e-06,0.000100323462285,0.499075362606,-3.68126526085e-06
190.5,1e-09,7.17563685498,443.843441041,7.63420077261e-06,0.000100398491246,0.499785211761,-3.68567684792e-06
190.6,1e-09,7.17769768791,444.218945132,7.63658924328e-06,0.000100473517086,0.50049566166,-3.6900897835e-06
190.7,1e-09,7.1797573259,444.594528244,7.63897632904e-06,0.000100548539783,0.501206712428,-3.69450406674e-06
190.8,1e-09,7.18181576964,444.970190297,7.64136203068e-06,0.000100623559315,0.501918364192,-3.69891969676e-06
190.9,1e-09,7.18387301983,445.34593121,7.64374634903e-06,0.000100698575658,0.502630617079,-3.70333667272e-06
191.0,1e-09,7.18592907717,445.721750903,7.64612928487e-06,0.00010077358879,0.503343471214,-3.70775499375e-06
191.1,1e-09,7.18798394234,446.097649297,7.648510839e-06,0.000100848598687,0.504056926724,-3.71217465901e-06
191.2,1e-09,7.19003761603,446.473626311,7.65089101224e-06,0.000100923605329,0.504770983734,-3.71659566762e-06
191.3,1e-09,7.19209009893,446.849681865,7.65326980538e-06,0.000100998608691,0.50548564237,-3.72101801874e-06
191.4,1e-09,7.19414139174,447.22581588,7.65564721922e-06,0.000101073608751,0.506200902758,-3.72544171151e-06
191.5,1e-09,7.19619149515,447.602028275,7.65802325456e-06,0.000101148605486,0.506916765022,-3.72986674508e-06
191.6,1e-09,7.19824040984,447.978318971,7.66039791219e-06,0.000101223598875,0.50763322929,-3.73429311858e-06
191.7,1e-09,7.2002881365,448.354687887,7.66277119293e-06,0.000101298588893,0.508350295685,-3.73872083116e-06
191.8,1e-09,7.20233467583,448.731134945,7.66514309756e-06,0.00010137357552,0.509067964333,-3.74314988198e-06
191.9,1e-09,7.20438002851,449.107660064,7.66751362689e-06,0.000101448558732,0.509786235358,-3.74758027017e-06
192.0,1e-09,7.20642419522,449.484263165,7.66988278171e-06,0.000101523538508,0.510505108886,-3.75201199489e-06
192.1,1e-09,7.20846717667,449.860944168,7.67225056282e-06,0.000101598514823,0.511224585042,-3.75644505527e-06
192.2,1e-09,7.21050897353,450.237702993,7.67461697101e-06,0.000101673487657,0.511944663949,-3.76087945047e-06
192.3,1e-09,7.21254958649,450.614539562,7.67698200709e-06,0.000101748456987,0.512665345733,-3.76531517964e-06
192.4,1e-09,7.21458901624,450.991453794,7.67934567184e-06,0.00010182342279,0.513386630517,-3.76975224192e-06
192.5,1e-09,7.21662726346,451.368445611,7.68170796607e-06,0.000101898385044,0.514108518427,-3.77419063646e-06
192.6,1e-09,7.21866432884,451.745514933,7.68406889056e-06,0.000101973343727,0.514831009585,-3.77863036241e-06
192.7,1e-09,7.22070021306,452.12266168,7.68642844612e-06,0.000102048298817,0.515554104116,-3.78307141893e-06
192.8,1e-09,7.22273491682,452.499885774,7.68878663352e-06,0.000102123250291,0.516277802143,-3.78751380515e-06
192.9,1e-09,7.22476844079,452.877187136,7.69114345358e-06,0.000102198198127,0.517002103791,-3.79195752024e-06
193.0,1e-09,7.22680078566,453.254565685,7.69349890708e-06,0.000102273142303,0.517727009183,-3.79640256334e-06
193.1,1e-09,7.22883195211,453.632021343,7.69585299481e-06,0.000102348082797,0.518452518443,-3.8008489336e-06
193.2,1e-09,7.23086194082,454.009554032,7.69820571757e-06,0.000102423019586,0.519178631693,-3.80529663018e-06
193.3,1e-09,7.23289075248,454.387163672,7.70055707614e-06,0.000102497952649,0.519905349057,-3.80974565223e-06
193.4,1e-09,7.23491838777,454.764850183,7.70290707132e-06,0.000102572881964,0.520632670657,-3.8141959989e-06
193.5,1e-09,7.23694484738,455.142613488,7.7052557039e-06,0.000102647807509,0.521360596618,-3.81864766934e-06
193.6,1e-09,7.23897013198,455.520453507,7.70760297467e-06,0.00010272272926,0.522089127061,-3.82310066271e-06
193.7,1e-09,7.24099424225,455.898370162,7.70994888442e-06,0.000102797647198,0.52281826211,-3.82755497816e-06
193.8,1e-09,7.24301717888,456.276363374,7.71229343393e-06,0.000102872561299,0.523548001887,-3.83201061484e-06
193.9,1e-09,7.24503894255,456.654433064,7.714636624e-06,0.000102947471541,0.524278346514,-3.83646757191e-06
194.0,1e-09,7.24705953394,457.032579154,7.71697845542e-06,0.000103022377904,0.525009296113,-3.84092584853e-06
194.1,1e-09,7.24907895372,457.410801564,7.71931892897e-06,0.000103097280364,0.525740850808,-3.84538544385e-06
194.2,1e-09,7.25109720258,457.789100217,7.72165804543e-06,0.0001031721789,0.526473010719,-3.84984635703e-06
194.3,1e-09,7.25311428119,458.167475034,7.7239958056e-06,0.000103247073491,0.527205775969,-3.85430858722e-06
194.4,1e-09,7.25513019024,458.545925936,7.72633221027e-06,0.000103321964113,0.52793914668,-3.85877213358e-06
194.5,1e-09,7.2571449304,458.924452846,7.72866726021e-06,0.000103396850747,0.528673122973,-3.86323699527e-06
194.6,1e-09,7.25915850234,459.303055684,7.73100095622e-06,0.000103471733369,0.529407704969,-3.86770317145e-06
194.7,1e-09,7.26117090676,459.681734372,7.73333329908e-06,0.000103546611959,0.530142892791,-3.87217066127e-06
194.8,1e-09,7.26318214432,460.060488833,7.73566428957e-06,0.000103621486494,0.53087868656,-3.87663946389e-06
194.9,1e-09,7.2651922157,460.439318988,7.73799392847e-06,0.000103696356954,0.531615086396,-3.88110957847e-06
195.0,1e-09,7.26720112157,460.818224759,7.74032221658e-06,0.000103771223315,0.532352092421,-3.88558100417e-06
195.1,1e-09,7.26920886262,461.197206067,7.74264915468e-06,0.000103846085557,0.533089704755,-3.89005374015e-06
195.2,1e-09,7.27121543952,461.576262836,7.74497474354e-06,0.000103920943658,0.53382792352,-3.89452778557e-06
195.3,1e-09,7.27322085294,461.955394986,7.74729898395e-06,0.000103995797597,0.534566748837,-3.8990031396e-06
195.4,1e-09,7.27522510355,462.334602439,7.7496218767e-06,0.000104070647352,0.535306180825,-3.90347980138e-06
195.5,1e-09,7.27722819204,462.713885119,7.75194342255e-06,0.000104145492901,0.536046219605,-3.9079577701e-06
195.6,1e-09,7.27923011908,463.093242947,7.7542636223e-06,0.000104220334223,0.536786865297,-3.91243704489e-06
195.7,1e-09,7.28123088533,463.472675845,7.75658247673e-06,0.000104295171297,0.537528118022,-3.91691762494e-06
195.8,1e-09,7.28323049147,463.852183736,7.75889998661e-06,0.000104370004102,0.5382699779,-3.9213995094e-06
195.9,1e-09,7.28522893818,464.231766541,7.76121615273e-06,0.000104444832615,0.53901244505,-3.92588269743e-06
196.0,1e-09,7.28722622613,464.611424184,7.76353097586e-06,0.000104519656815,0.539755519593,-3.9303671882e-06
196.1,1e-09,7.28922235598,464.991156586,7.76584445678e-06,0.000104594476682,0.540499201647,-3.93485298087e-06
196.2,1e-09,7.29121732842,465.37096367,7.76815659627e-06,0.000104669292194,0.541243491333,-3.93934007461e-06
196.3,1e-09,7.29321114411,465.750845358,7.77046739511e-06,0.000104744103329,0.541988388771,-3.94382846858e-06
196.4,1e-09,7.29520380372,466.130801574,7.77277685407e-06,0.000104818910067,0.542733894078,-3.94831816195e-06
196.5,1e-09,7.29719530792,466.510832239,7.77508497394e-06,0.000104893712386,0.543480007376,-3.95280915389e-06
196.6,1e-09,7.29918565738,466.890937277,7.77739175549e-06,0.000104968510264,0.544226728781,-3.95730144355e-06
196.7,1e-09,7.30117485278,467.271116609,7.77969719949e-06,0.000105043303682,0.544974058414,-3.9617950301e-06
196.8,1e-09,7.30316289478,467.65137016,7.78200130672e-06,0.000105118092617,0.545721996394,-3.96628991272e-06
196.9,1e-09,7.30514978404,468.03169785,7.78430407796e-06,0.000105192877048,0.546470542838,-3.97078609057e-06
197.0,1e-09,7.30713552125,468.412099604,7.78660551398e-06,0.000105267656955,0.547219697867,-3.97528356282e-06
197.1,1e-09,7.30912010706,468.792575344,7.78890561555e-06,0.000105342432317,0.547969461597,-3.97978232864e-06
197.2,1e-09,7.31110354215,469.173124994,7.79120438346e-06,0.000105417203111,0.548719834147,-3.98428238719e-06
197.3,1e-09,7.31308582717,469.553748475,7.79350181846e-06,0.000105491969318,0.549470815636,-3.98878373764e-06
197.4,1e-09,7.31506696281,469.934445712,7.79579792134e-06,0.000105566730917,0.550222406182,-3.99328637917e-06
197.5,1e-09,7.31704694972,470.315216627,7.79809269286e-06,0.000105641487885,0.550974605902,-3.99779031094e-06
197.6,1e-09,7.31902578857,470.696061143,7.8003861338e-06,0.000105716240204,0.551727414914,-4.00229553213e-06
197.7,1e-09,7.32100348003,471.076979184,7.80267824494e-06,0.00010579098785,0.552480833336,-4.0068020419e-06
197.8,1e-09,7.32298002475,471.457970672,7.80496902703e-06,0.000105865730805,0.553234861287,-4.01130983942e-06
197.9,1e-09,7.32495542342,471.839035532,7.80725848086e-06,0.000105940469046,0.553989498882,-4.01581892388e-06
198.0,1e-09,7.32692967668,472.220173686,7.80954660719e-06,0.000106015202553,0.554744746239,-4.02032929443e-06
198.1,1e-09,7.32890278522,472.601385058,7.81183340679e-06,0.000106089931306,0.555500603477,-4.02484095026e-06
