time,hexokinase,glucose,glucose6phosphate,,glucose6phosphate_normal
839.3,5.00E-09,1.00E-06,4.19E-15,,8.38E-16
839.4,5.00E-09,1.00E-06,4.19E-15,,8.39E-16
839.5,5.00E-09,1.00E-06,4.19E-15,,8.39E-16
839.6,5.00E-09,1.00E-06,4.19E-15,,8.39E-16
839.7,5.00E-09,1.00E-06,4.19E-15,,8.39E-16
839.8,5.00E-09,1.00E-06,4.19E-15,,8.39E-16
839.9,5.00E-09,1.00E-06,4.20E-15,,8.39E-16
840,5.00E-09,1.00E-06,4.20E-15,,8.39E-16
840.1,5.00E-09,1.00E-06,4.20E-15,,8.39E-16
840.2,5.00E-09,1.00E-06,4.20E-15,,8.39E-16
840.3,5.00E-09,1.00E-06,4.20E-15,,8.39E-16
840.4,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
840.5,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
840.6,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
840.7,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
840.8,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
840.9,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
841,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
841.1,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
841.2,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
841.3,5.00E-09,1.00E-06,4.20E-15,,8.40E-16
841.4,5.00E-09,1.00E-06,4.20E-15,,8.41E-16
841.5,5.00E-09,1.00E-06,4.20E-15,,8.41E-16
841.6,5.00E-09,1.00E-06,4.20E-15,,8.41E-16
841.7,5.00E-09,1.00E-06,4.20E-15,,8.41E-16
841.8,5.00E-09,1.00E-06,4.20E-15,,8.41E-16
841.9,5.00E-09,1.00E-06,4.21E-15,,8.41E-16
842,5.00E-09,1.00E-06,4.21E-15,,8.41E-16
842.1,5.00E-09,1.00E-06,4.21E-15,,8.41E-16
842.2,5.00E-09,1.00E-06,4.21E-15,,8.41E-16
842.3,5.00E-09,1.00E-06,4.21E-15,,8.41E-16
842.4,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
842.5,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
842.6,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
842.7,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
842.8,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
842.9,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
843,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
843.1,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
843.2,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
843.3,5.00E-09,1.00E-06,4.21E-15,,8.42E-16
843.4,5.00E-09,1.00E-06,4.21E-15,,8.43E-16
843.5,5.00E-09,1.00E-06,4.21E-15,,8.43E-16
843.6,5.00E-09,1.00E-06,4.21E-15,,8.43E-16
843.7,5.00E-09,1.00E-06,4.21E-15,,8.43E-16
843.8,5.00E-09,1.00E-06,4.21E-15,,8.43E-16
843.9,5.00E-09,1.00E-06,4.22E-15,,8.43E-16
844,5.00E-09,1.00E-06,4.22E-15,,8.43E-16
844.1,5.00E-09,1.00E-06,4.22E-15,,8.43E-16
844.2,5.00E-09,1.00E-06,4.22E-15,,8.43E-16
844.3,5.00E-09,1.00E-06,4.22E-15,,8.43E-16
844.4,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
844.5,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
844.6,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
844.7,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
844.8,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
844.9,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
845,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
845.1,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
845.2,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
845.3,5.00E-09,1.00E-06,4.22E-15,,8.44E-16
845.4,5.00E-09,1.00E-06,4.22E-15,,8.45E-16
845.5,5.00E-09,1.00E-06,4.22E-15,,8.45E-16
845.6,5.00E-09,1.00E-06,4.22E-15,,8.45E-16
845.7,5.00E-09,1.00E-06,4.22E-15,,8.45E-16
845.8,5.00E-09,1.00E-06,4.22E-15,,8.45E-16
845.9,5.00E-09,1.00E-06,4.23E-15,,8.45E-16
846,5.00E-09,1.00E-06,4.23E-15,,8.45E-16
846.1,5.00E-09,1.00E-06,4.23E-15,,8.45E-16
846.2,5.00E-09,1.00E-06,4.23E-15,,8.45E-16
846.3,5.00E-09,1.00E-06,4.23E-15,,8.45E-16
846.4,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
846.5,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
846.6,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
846.7,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
846.8,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
846.9,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
847,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
847.1,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
847.2,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
847.3,5.00E-09,1.00E-06,4.23E-15,,8.46E-16
847.4,5.00E-09,1.00E-06,4.23E-15,,8.47E-16
847.5,5.00E-09,1.00E-06,4.23E-15,,8.47E-16
847.6,5.00E-09,1.00E-06,4.23E-15,,8.47E-16
847.7,5.00E-09,1.00E-06,4.23E-15,,8.47E-16
847.8,5.00E-09,1.00E-06,4.23E-15,,8.47E-16
847.9,5.00E-09,1.00E-06,4.24E-15,,8.47E-16
848,5.00E-09,1.00E-06,4.24E-15,,8.47E-16
848.1,5.00E-09,1.00E-06,4.24E-15,,8.47E-16
848.2,5.00E-09,1.00E-06,4.24E-15,,8.47E-16
848.3,5.00E-09,1.00E-06,4.24E-15,,8.47E-16
848.4,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
848.5,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
848.6,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
848.7,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
848.8,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
848.9,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
849,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
849.1,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
849.2,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
849.3,5.00E-09,1.00E-06,4.24E-15,,8.48E-16
849.4,5.00E-09,1.00E-06,4.24E-15,,8.49E-16
849.5,5.00E-09,1.00E-06,4.24E-15,,8.49E-16
849.6,5.00E-09,1.00E-06,4.24E-15,,8.49E-16
849.7,5.00E-09,1.00E-06,4.24E-15,,8.49E-16
849.8,5.00E-09,1.00E-06,4.24E-15,,8.49E-16
849.9,5.00E-09,1.00E-06,4.25E-15,,8.49E-16
850,5.00E-09,1.00E-06,4.25E-15,,8.49E-16
850.1,5.00E-09,1.00E-06,4.25E-15,,8.49E-16
850.2,5.00E-09,1.00E-06,4.25E-15,,8.49E-16
850.3,5.00E-09,1.00E-06,4.25E-15,,8.49E-16
850.4,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
850.5,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
850.6,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
850.7,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
850.8,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
850.9,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
851,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
851.1,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
851.2,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
851.3,5.00E-09,1.00E-06,4.25E-15,,8.50E-16
851.4,5.00E-09,1.00E-06,4.25E-15,,8.51E-16
851.5,5.00E-09,1.00E-06,4.25E-15,,8.51E-16
851.6,5.00E-09,1.00E-06,4.25E-15,,8.51E-16
851.7,5.00E-09,1.00E-06,4.25E-15,,8.51E-16
851.8,5.00E-09,1.00E-06,4.25E-15,,8.51E-16
851.9,5.00E-09,1.00E-06,4.26E-15,,8.51E-16
852,5.00E-09,1.00E-06,4.26E-15,,8.51E-16
852.1,5.00E-09,1.00E-06,4.26E-15,,8.51E-16
852.2,5.00E-09,1.00E-06,4.26E-15,,8.51E-16
852.3,5.00E-09,1.00E-06,4.26E-15,,8.51E-16
852.4,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
852.5,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
852.6,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
852.7,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
852.8,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
852.9,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
853,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
853.1,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
853.2,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
853.3,5.00E-09,1.00E-06,4.26E-15,,8.52E-16
853.4,5.00E-09,1.00E-06,4.26E-15,,8.53E-16
853.5,5.00E-09,1.00E-06,4.26E-15,,8.53E-16
853.6,5.00E-09,1.00E-06,4.26E-15,,8.53E-16
853.7,5.00E-09,1.00E-06,4.26E-15,,8.53E-16
853.8,5.00E-09,1.00E-06,4.26E-15,,8.53E-16
853.9,5.00E-09,1.00E-06,4.27E-15,,8.53E-16
854,5.00E-09,1.00E-06,4.27E-15,,8.53E-16
854.1,5.00E-09,1.00E-06,4.27E-15,,8.53E-16
854.2,5.00E-09,1.00E-06,4.27E-15,,8.53E-16
854.3,5.00E-09,1.00E-06,4.27E-15,,8.53E-16
854.4,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
854.5,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
854.6,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
854.7,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
854.8,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
854.9,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
855,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
855.1,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
855.2,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
855.3,5.00E-09,1.00E-06,4.27E-15,,8.54E-16
855.4,5.00E-09,1.00E-06,4.27E-15,,8.55E-16
855.5,5.00E-09,1.00E-06,4.27E-15,,8.55E-16
855.6,5.00E-09,1.00E-06,4.27E-15,,8.55E-16
855.7,5.00E-09,1.00E-06,4.27E-15,,8.55E-16
855.8,5.00E-09,1.00E-06,4.27E-15,,8.55E-16
855.9,5.00E-09,1.00E-06,4.28E-15,,8.55E-16
856,5.00E-09,1.00E-06,4.28E-15,,8.55E-16
856.1,5.00E-09,1.00E-06,4.28E-15,,8.55E-16
856.2,5.00E-09,1.00E-06,4.28E-15,,8.55E-16
856.3,5.00E-09,1.00E-06,4.28E-15,,8.55E-16
856.4,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
856.5,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
856.6,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
856.7,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
856.8,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
856.9,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
857,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
857.1,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
857.2,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
857.3,5.00E-09,1.00E-06,4.28E-15,,8.56E-16
857.4,5.00E-09,1.00E-06,4.28E-15,,8.57E-16
857.5,5.00E-09,1.00E-06,4.28E-15,,8.57E-16
857.6,5.00E-09,1.00E-06,4.28E-15,,8.57E-16
857.7,5.00E-09,1.00E-06,4.28E-15,,8.57E-16
857.8,5.00E-09,1.00E-06,4.28E-15,,8.57E-16
857.9,5.00E-09,1.00E-06,4.29E-15,,8.57E-16
858,5.00E-09,1.00E-06,4.29E-15,,8.57E-16
858.1,5.00E-09,1.00E-06,4.29E-15,,8.57E-16
858.2,5.00E-09,1.00E-06,4.29E-15,,8.57E-16
858.3,5.00E-09,1.00E-06,4.29E-15,,8.57E-16
858.4,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
858.5,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
858.6,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
858.7,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
858.8,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
858.9,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
859,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
859.1,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
859.2,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
859.3,5.00E-09,1.00E-06,4.29E-15,,8.58E-16
859.4,5.00E-09,1.00E-06,4.29E-15,,8.59E-16
859.5,5.00E-09,1.00E-06,4.29E-15,,8.59E-16
859.6,5.00E-09,1.00E-06,4.29E-15,,8.59E-16
859.7,5.00E-09,1.00E-06,4.29E-15,,8.59E-16
859.8,5.00E-09,1.00E-06,4.29E-15,,8.59E-16
859.9,5.00E-09,1.00E-06,4.30E-15,,8.59E-16
860,5.00E-09,1.00E-06,4.30E-15,,8.59E-16
860.1,5.00E-09,1.00E-06,4.30E-15,,8.59E-16
860.2,5.00E-09,1.00E-06,4.30E-15,,8.59E-16
860.3,5.00E-09,1.00E-06,4.30E-15,,8.59E-16
860.4,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
860.5,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
860.6,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
860.7,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
860.8,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
860.9,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
861,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
861.1,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
861.2,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
861.3,5.00E-09,1.00E-06,4.30E-15,,8.60E-16
861.4,5.00E-09,1.00E-06,4.30E-15,,8.61E-16
861.5,5.00E-09,1.00E-06,4.30E-15,,8.61E-16
861.6,5.00E-09,1.00E-06,4.30E-15,,8.61E-16
861.7,5.00E-09,1.00E-06,4.30E-15,,8.61E-16
861.8,5.00E-09,1.00E-06,4.30E-15,,8.61E-16
861.9,5.00E-09,1.00E-06,4.31E-15,,8.61E-16
862,5.00E-09,1.00E-06,4.31E-15,,8.61E-16
862.1,5.00E-09,1.00E-06,4.31E-15,,8.61E-16
862.2,5.00E-09,1.00E-06,4.31E-15,,8.61E-16
862.3,5.00E-09,1.00E-06,4.31E-15,,8.61E-16
862.4,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
862.5,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
862.6,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
862.7,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
862.8,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
862.9,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
863,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
863.1,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
863.2,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
863.3,5.00E-09,1.00E-06,4.31E-15,,8.62E-16
863.4,5.00E-09,1.00E-06,4.31E-15,,8.63E-16
863.5,5.00E-09,1.00E-06,4.31E-15,,8.63E-16
863.6,5.00E-09,1.00E-06,4.31E-15,,8.63E-16
863.7,5.00E-09,1.00E-06,4.31E-15,,8.63E-16
863.8,5.00E-09,1.00E-06,4.31E-15,,8.63E-16
863.9,5.00E-09,1.00E-06,4.32E-15,,8.63E-16
864,5.00E-09,1.00E-06,4.32E-15,,8.63E-16
864.1,5.00E-09,1.00E-06,4.32E-15,,8.63E-16
864.2,5.00E-09,1.00E-06,4.32E-15,,8.63E-16
864.3,5.00E-09,1.00E-06,4.32E-15,,8.63E-16
864.4,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
864.5,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
864.6,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
864.7,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
864.8,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
864.9,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
865,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
865.1,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
865.2,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
865.3,5.00E-09,1.00E-06,4.32E-15,,8.64E-16
865.4,5.00E-09,1.00E-06,4.32E-15,,8.65E-16
865.5,5.00E-09,1.00E-06,4.32E-15,,8.65E-16
865.6,5.00E-09,1.00E-06,4.32E-15,,8.65E-16
865.7,5.00E-09,1.00E-06,4.32E-15,,8.65E-16
865.8,5.00E-09,1.00E-06,4.32E-15,,8.65E-16
865.9,5.00E-09,1.00E-06,4.33E-15,,8.65E-16
866,5.00E-09,1.00E-06,4.33E-15,,8.65E-16
866.1,5.00E-09,1.00E-06,4.33E-15,,8.65E-16
866.2,5.00E-09,1.00E-06,4.33E-15,,8.65E-16
866.3,5.00E-09,1.00E-06,4.33E-15,,8.65E-16
866.4,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
866.5,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
866.6,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
866.7,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
866.8,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
866.9,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
867,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
867.1,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
867.2,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
867.3,5.00E-09,1.00E-06,4.33E-15,,8.66E-16
867.4,5.00E-09,1.00E-06,4.33E-15,,8.67E-16
867.5,5.00E-09,1.00E-06,4.33E-15,,8.67E-16
867.6,5.00E-09,1.00E-06,4.33E-15,,8.67E-16
867.7,5.00E-09,1.00E-06,4.33E-15,,8.67E-16
867.8,5.00E-09,1.00E-06,4.33E-15,,8.67E-16
867.9,5.00E-09,1.00E-06,4.34E-15,,8.67E-16
868,5.00E-09,1.00E-06,4.34E-15,,8.67E-16
868.1,5.00E-09,1.00E-06,4.34E-15,,8.67E-16
868.2,5.00E-09,1.00E-06,4.34E-15,,8.67E-16
868.3,5.00E-09,1.00E-06,4.34E-15,,8.67E-16
868.4,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
868.5,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
868.6,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
868.7,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
868.8,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
868.9,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
869,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
869.1,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
869.2,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
869.3,5.00E-09,1.00E-06,4.34E-15,,8.68E-16
869.4,5.00E-09,1.00E-06,4.34E-15,,8.69E-16
869.5,5.00E-09,1.00E-06,4.34E-15,,8.69E-16
869.6,5.00E-09,1.00E-06,4.34E-15,,8.69E-16
869.7,5.00E-09,1.00E-06,4.34E-15,,8.69E-16
869.8,5.00E-09,1.00E-06,4.34E-15,,8.69E-16
869.9,5.00E-09,1.00E-06,4.35E-15,,8.69E-16
870,5.00E-09,1.00E-06,4.35E-15,,8.69E-16
870.1,5.00E-09,1.00E-06,4.35E-15,,8.69E-16
870.2,5.00E-09,1.00E-06,4.35E-15,,8.69E-16
870.3,5.00E-09,1.00E-06,4.35E-15,,8.69E-16
870.4,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
870.5,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
870.6,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
870.7,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
870.8,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
870.9,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
871,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
871.1,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
871.2,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
871.3,5.00E-09,1.00E-06,4.35E-15,,8.70E-16
871.4,5.00E-09,1.00E-06,4.35E-15,,8.71E-16
871.5,5.00E-09,1.00E-06,4.35E-15,,8.71E-16
871.6,5.00E-09,1.00E-06,4.35E-15,,8.71E-16
871.7,5.00E-09,1.00E-06,4.35E-15,,8.71E-16
871.8,5.00E-09,1.00E-06,4.35E-15,,8.71E-16
871.9,5.00E-09,1.00E-06,4.36E-15,,8.71E-16
872,5.00E-09,1.00E-06,4.36E-15,,8.71E-16
872.1,5.00E-09,1.00E-06,4.36E-15,,8.71E-16
872.2,5.00E-09,1.00E-06,4.36E-15,,8.71E-16
872.3,5.00E-09,1.00E-06,4.36E-15,,8.71E-16
872.4,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
872.5,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
872.6,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
872.7,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
872.8,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
872.9,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
873,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
873.1,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
873.2,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
873.3,5.00E-09,1.00E-06,4.36E-15,,8.72E-16
873.4,5.00E-09,1.00E-06,4.36E-15,,8.73E-16
873.5,5.00E-09,1.00E-06,4.36E-15,,8.73E-16
873.6,5.00E-09,1.00E-06,4.36E-15,,8.73E-16
873.7,5.00E-09,1.00E-06,4.36E-15,,8.73E-16
873.8,5.00E-09,1.00E-06,4.36E-15,,8.73E-16
873.9,5.00E-09,1.00E-06,4.37E-15,,8.73E-16
874,5.00E-09,1.00E-06,4.37E-15,,8.73E-16
874.1,5.00E-09,1.00E-06,4.37E-15,,8.73E-16
874.2,5.00E-09,1.00E-06,4.37E-15,,8.73E-16
874.3,5.00E-09,1.00E-06,4.37E-15,,8.73E-16
874.4,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
874.5,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
874.6,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
874.7,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
874.8,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
874.9,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
875,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
875.1,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
875.2,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
875.3,5.00E-09,1.00E-06,4.37E-15,,8.74E-16
875.4,5.00E-09,1.00E-06,4.37E-15,,8.75E-16
875.5,5.00E-09,1.00E-06,4.37E-15,,8.75E-16
875.6,5.00E-09,1.00E-06,4.37E-15,,8.75E-16
875.7,5.00E-09,1.00E-06,4.37E-15,,8.75E-16
875.8,5.00E-09,1.00E-06,4.37E-15,,8.75E-16
875.9,5.00E-09,1.00E-06,4.38E-15,,8.75E-16
876,5.00E-09,1.00E-06,4.38E-15,,8.75E-16
876.1,5.00E-09,1.00E-06,4.38E-15,,8.75E-16
876.2,5.00E-09,1.00E-06,4.38E-15,,8.75E-16
876.3,5.00E-09,1.00E-06,4.38E-15,,8.75E-16
876.4,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
876.5,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
876.6,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
876.7,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
876.8,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
876.9,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
877,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
877.1,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
877.2,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
877.3,5.00E-09,1.00E-06,4.38E-15,,8.76E-16
877.4,5.00E-09,1.00E-06,4.38E-15,,8.77E-16
877.5,5.00E-09,1.00E-06,4.38E-15,,8.77E-16
877.6,5.00E-09,1.00E-06,4.38E-15,,8.77E-16
877.7,5.00E-09,1.00E-06,4.38E-15,,8.77E-16
877.8,5.00E-09,1.00E-06,4.38E-15,,8.77E-16
877.9,5.00E-09,1.00E-06,4.39E-15,,8.77E-16
878,5.00E-09,1.00E-06,4.39E-15,,8.77E-16
878.1,5.00E-09,1.00E-06,4.39E-15,,8.77E-16
878.2,5.00E-09,1.00E-06,4.39E-15,,8.77E-16
878.3,5.00E-09,1.00E-06,4.39E-15,,8.77E-16
878.4,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
878.5,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
878.6,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
878.7,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
878.8,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
878.9,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
879,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
879.1,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
879.2,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
879.3,5.00E-09,1.00E-06,4.39E-15,,8.78E-16
879.4,5.00E-09,1.00E-06,4.39E-15,,8.79E-16
879.5,5.00E-09,1.00E-06,4.39E-15,,8.79E-16
879.6,5.00E-09,1.00E-06,4.39E-15,,8.79E-16
879.7,5.00E-09,1.00E-06,4.39E-15,,8.79E-16
879.8,5.00E-09,1.00E-06,4.39E-15,,8.79E-16
879.9,5.00E-09,1.00E-06,4.40E-15,,8.79E-16
880,5.00E-09,1.00E-06,4.40E-15,,8.79E-16
880.1,5.00E-09,1.00E-06,4.40E-15,,8.79E-16
880.2,5.00E-09,1.00E-06,4.40E-15,,8.79E-16
880.3,5.00E-09,1.00E-06,4.40E-15,,8.79E-16
880.4,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
880.5,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
880.6,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
880.7,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
880.8,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
880.9,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
881,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
881.1,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
881.2,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
881.3,5.00E-09,1.00E-06,4.40E-15,,8.80E-16
881.4,5.00E-09,1.00E-06,4.40E-15,,8.81E-16
881.5,5.00E-09,1.00E-06,4.40E-15,,8.81E-16
881.6,5.00E-09,1.00E-06,4.40E-15,,8.81E-16
881.7,5.00E-09,1.00E-06,4.40E-15,,8.81E-16
