time,hexokinase,glucose,glucose6phosphate,,glucose6phosphate_normal
0,5.00E-09,1.00E-06,0,,0
0.1,5.00E-09,1.00E-06,5.00E-19,,9.99E-20
0.2,5.00E-09,1.00E-06,9.99E-19,,2.00E-19
0.3,5.00E-09,1.00E-06,1.50E-18,,3.00E-19
0.4,5.00E-09,1.00E-06,2.00E-18,,4.00E-19
0.5,5.00E-09,1.00E-06,2.50E-18,,5.00E-19
0.6,5.00E-09,1.00E-06,3.00E-18,,5.99E-19
0.7,5.00E-09,1.00E-06,3.50E-18,,6.99E-19
0.8,5.00E-09,1.00E-06,4.00E-18,,7.99E-19
0.9,5.00E-09,1.00E-06,4.50E-18,,8.99E-19
1,5.00E-09,1.00E-06,5.00E-18,,9.99E-19
1.1,5.00E-09,1.00E-06,5.49E-18,,1.10E-18
1.2,5.00E-09,1.00E-06,5.99E-18,,1.20E-18
1.3,5.00E-09,1.00E-06,6.49E-18,,1.30E-18
1.4,5.00E-09,1.00E-06,6.99E-18,,1.40E-18
1.5,5.00E-09,1.00E-06,7.49E-18,,1.50E-18
1.6,5.00E-09,1.00E-06,7.99E-18,,1.60E-18
1.7,5.00E-09,1.00E-06,8.49E-18,,1.70E-18
1.8,5.00E-09,1.00E-06,8.99E-18,,1.80E-18
1.9,5.00E-09,1.00E-06,9.49E-18,,1.90E-18
2,5.00E-09,1.00E-06,9.99E-18,,2.00E-18
2.1,5.00E-09,1.00E-06,1.05E-17,,2.10E-18
2.2,5.00E-09,1.00E-06,1.10E-17,,2.20E-18
2.3,5.00E-09,1.00E-06,1.15E-17,,2.30E-18
2.4,5.00E-09,1.00E-06,1.20E-17,,2.40E-18
2.5,5.00E-09,1.00E-06,1.25E-17,,2.50E-18
2.6,5.00E-09,1.00E-06,1.30E-17,,2.60E-18
2.7,5.00E-09,1.00E-06,1.35E-17,,2.70E-18
2.8,5.00E-09,1.00E-06,1.40E-17,,2.80E-18
2.9,5.00E-09,1.00E-06,1.45E-17,,2.90E-18
3,5.00E-09,1.00E-06,1.50E-17,,3.00E-18
3.1,5.00E-09,1.00E-06,1.55E-17,,3.10E-18
3.2,5.00E-09,1.00E-06,1.60E-17,,3.20E-18
3.3,5.00E-09,1.00E-06,1.65E-17,,3.30E-18
3.4,5.00E-09,1.00E-06,1.70E-17,,3.40E-18
3.5,5.00E-09,1.00E-06,1.75E-17,,3.50E-18
3.6,5.00E-09,1.00E-06,1.80E-17,,3.60E-18
3.7,5.00E-09,1.00E-06,1.85E-17,,3.70E-18
3.8,5.00E-09,1.00E-06,1.90E-17,,3.80E-18
3.9,5.00E-09,1.00E-06,1.95E-17,,3.90E-18
4,5.00E-09,1.00E-06,2.00E-17,,4.00E-18
4.1,5.00E-09,1.00E-06,2.05E-17,,4.10E-18
4.2,5.00E-09,1.00E-06,2.10E-17,,4.20E-18
4.3,5.00E-09,1.00E-06,2.15E-17,,4.30E-18
4.4,5.00E-09,1.00E-06,2.20E-17,,4.40E-18
4.5,5.00E-09,1.00E-06,2.25E-17,,4.50E-18
4.6,5.00E-09,1.00E-06,2.30E-17,,4.60E-18
4.7,5.00E-09,1.00E-06,2.35E-17,,4.70E-18
4.8,5.00E-09,1.00E-06,2.40E-17,,4.80E-18
4.9,5.00E-09,1.00E-06,2.45E-17,,4.90E-18
5,5.00E-09,1.00E-06,2.50E-17,,5.00E-18
5.1,5.00E-09,1.00E-06,2.55E-17,,5.09E-18
5.2,5.00E-09,1.00E-06,2.60E-17,,5.19E-18
5.3,5.00E-09,1.00E-06,2.65E-17,,5.29E-18
5.4,5.00E-09,1.00E-06,2.70E-17,,5.39E-18
5.5,5.00E-09,1.00E-06,2.75E-17,,5.49E-18
5.6,5.00E-09,1.00E-06,2.80E-17,,5.59E-18
5.7,5.00E-09,1.00E-06,2.85E-17,,5.69E-18
5.8,5.00E-09,1.00E-06,2.90E-17,,5.79E-18
5.9,5.00E-09,1.00E-06,2.95E-17,,5.89E-18
6,5.00E-09,1.00E-06,3.00E-17,,5.99E-18
6.1,5.00E-09,1.00E-06,3.05E-17,,6.09E-18
6.2,5.00E-09,1.00E-06,3.10E-17,,6.19E-18
6.3,5.00E-09,1.00E-06,3.15E-17,,6.29E-18
6.4,5.00E-09,1.00E-06,3.20E-17,,6.39E-18
6.5,5.00E-09,1.00E-06,3.25E-17,,6.49E-18
6.6,5.00E-09,1.00E-06,3.30E-17,,6.59E-18
6.7,5.00E-09,1.00E-06,3.35E-17,,6.69E-18
6.8,5.00E-09,1.00E-06,3.40E-17,,6.79E-18
6.9,5.00E-09,1.00E-06,3.45E-17,,6.89E-18
7,5.00E-09,1.00E-06,3.50E-17,,6.99E-18
7.1,5.00E-09,1.00E-06,3.55E-17,,7.09E-18
7.2,5.00E-09,1.00E-06,3.60E-17,,7.19E-18
7.3,5.00E-09,1.00E-06,3.65E-17,,7.29E-18
7.4,5.00E-09,1.00E-06,3.70E-17,,7.39E-18
7.5,5.00E-09,1.00E-06,3.75E-17,,7.49E-18
7.6,5.00E-09,1.00E-06,3.80E-17,,7.59E-18
7.7,5.00E-09,1.00E-06,3.85E-17,,7.69E-18
7.8,5.00E-09,1.00E-06,3.90E-17,,7.79E-18
7.9,5.00E-09,1.00E-06,3.95E-17,,7.89E-18
8,5.00E-09,1.00E-06,4.00E-17,,7.99E-18
8.1,5.00E-09,1.00E-06,4.05E-17,,8.09E-18
8.2,5.00E-09,1.00E-06,4.10E-17,,8.19E-18
8.3,5.00E-09,1.00E-06,4.15E-17,,8.29E-18
8.4,5.00E-09,1.00E-06,4.20E-17,,8.39E-18
8.5,5.00E-09,1.00E-06,4.25E-17,,8.49E-18
8.6,5.00E-09,1.00E-06,4.30E-17,,8.59E-18
8.7,5.00E-09,1.00E-06,4.35E-17,,8.69E-18
8.8,5.00E-09,1.00E-06,4.40E-17,,8.79E-18
8.9,5.00E-09,1.00E-06,4.45E-17,,8.89E-18
9,5.00E-09,1.00E-06,4.50E-17,,8.99E-18
9.1,5.00E-09,1.00E-06,4.55E-17,,9.09E-18
9.2,5.00E-09,1.00E-06,4.60E-17,,9.19E-18
9.3,5.00E-09,1.00E-06,4.65E-17,,9.29E-18
9.4,5.00E-09,1.00E-06,4.70E-17,,9.39E-18
9.5,5.00E-09,1.00E-06,4.75E-17,,9.49E-18
9.6,5.00E-09,1.00E-06,4.80E-17,,9.59E-18
9.7,5.00E-09,1.00E-06,4.85E-17,,9.69E-18
9.8,5.00E-09,1.00E-06,4.90E-17,,9.79E-18
9.9,5.00E-09,1.00E-06,4.95E-17,,9.89E-18
10,5.00E-09,1.00E-06,5.00E-17,,9.99E-18
10.1,5.00E-09,1.00E-06,5.04E-17,,1.01E-17
10.2,5.00E-09,1.00E-06,5.09E-17,,1.02E-17
10.3,5.00E-09,1.00E-06,5.14E-17,,1.03E-17
10.4,5.00E-09,1.00E-06,5.19E-17,,1.04E-17
10.5,5.00E-09,1.00E-06,5.24E-17,,1.05E-17
10.6,5.00E-09,1.00E-06,5.29E-17,,1.06E-17
10.7,5.00E-09,1.00E-06,5.34E-17,,1.07E-17
10.8,5.00E-09,1.00E-06,5.39E-17,,1.08E-17
10.9,5.00E-09,1.00E-06,5.44E-17,,1.09E-17
11,5.00E-09,1.00E-06,5.49E-17,,1.10E-17
11.1,5.00E-09,1.00E-06,5.54E-17,,1.11E-17
11.2,5.00E-09,1.00E-06,5.59E-17,,1.12E-17
11.3,5.00E-09,1.00E-06,5.64E-17,,1.13E-17
11.4,5.00E-09,1.00E-06,5.69E-17,,1.14E-17
11.5,5.00E-09,1.00E-06,5.74E-17,,1.15E-17
11.6,5.00E-09,1.00E-06,5.79E-17,,1.16E-17
11.7,5.00E-09,1.00E-06,5.84E-17,,1.17E-17
11.8,5.00E-09,1.00E-06,5.89E-17,,1.18E-17
11.9,5.00E-09,1.00E-06,5.94E-17,,1.19E-17
12,5.00E-09,1.00E-06,5.99E-17,,1.20E-17
12.1,5.00E-09,1.00E-06,6.04E-17,,1.21E-17
12.2,5.00E-09,1.00E-06,6.09E-17,,1.22E-17
12.3,5.00E-09,1.00E-06,6.14E-17,,1.23E-17
12.4,5.00E-09,1.00E-06,6.19E-17,,1.24E-17
12.5,5.00E-09,1.00E-06,6.24E-17,,1.25E-17
12.6,5.00E-09,1.00E-06,6.29E-17,,1.26E-17
12.7,5.00E-09,1.00E-06,6.34E-17,,1.27E-17
12.8,5.00E-09,1.00E-06,6.39E-17,,1.28E-17
12.9,5.00E-09,1.00E-06,6.44E-17,,1.29E-17
13,5.00E-09,1.00E-06,6.49E-17,,1.30E-17
13.1,5.00E-09,1.00E-06,6.54E-17,,1.31E-17
13.2,5.00E-09,1.00E-06,6.59E-17,,1.32E-17
13.3,5.00E-09,1.00E-06,6.64E-17,,1.33E-17
13.4,5.00E-09,1.00E-06,6.69E-17,,1.34E-17
13.5,5.00E-09,1.00E-06,6.74E-17,,1.35E-17
13.6,5.00E-09,1.00E-06,6.79E-17,,1.36E-17
13.7,5.00E-09,1.00E-06,6.84E-17,,1.37E-17
13.8,5.00E-09,1.00E-06,6.89E-17,,1.38E-17
13.9,5.00E-09,1.00E-06,6.94E-17,,1.39E-17
14,5.00E-09,1.00E-06,6.99E-17,,1.40E-17
14.1,5.00E-09,1.00E-06,7.04E-17,,1.41E-17
14.2,5.00E-09,1.00E-06,7.09E-17,,1.42E-17
14.3,5.00E-09,1.00E-06,7.14E-17,,1.43E-17
14.4,5.00E-09,1.00E-06,7.19E-17,,1.44E-17
14.5,5.00E-09,1.00E-06,7.24E-17,,1.45E-17
14.6,5.00E-09,1.00E-06,7.29E-17,,1.46E-17
14.7,5.00E-09,1.00E-06,7.34E-17,,1.47E-17
14.8,5.00E-09,1.00E-06,7.39E-17,,1.48E-17
14.9,5.00E-09,1.00E-06,7.44E-17,,1.49E-17
15,5.00E-09,1.00E-06,7.49E-17,,1.50E-17
15.1,5.00E-09,1.00E-06,7.54E-17,,1.51E-17
15.2,5.00E-09,1.00E-06,7.59E-17,,1.52E-17
15.3,5.00E-09,1.00E-06,7.64E-17,,1.53E-17
15.4,5.00E-09,1.00E-06,7.69E-17,,1.54E-17
15.5,5.00E-09,1.00E-06,7.74E-17,,1.55E-17
15.6,5.00E-09,1.00E-06,7.79E-17,,1.56E-17
15.7,5.00E-09,1.00E-06,7.84E-17,,1.57E-17
15.8,5.00E-09,1.00E-06,7.89E-17,,1.58E-17
15.9,5.00E-09,1.00E-06,7.94E-17,,1.59E-17
16,5.00E-09,1.00E-06,7.99E-17,,1.60E-17
16.1,5.00E-09,1.00E-06,8.04E-17,,1.61E-17
16.2,5.00E-09,1.00E-06,8.09E-17,,1.62E-17
16.3,5.00E-09,1.00E-06,8.14E-17,,1.63E-17
16.4,5.00E-09,1.00E-06,8.19E-17,,1.64E-17
16.5,5.00E-09,1.00E-06,8.24E-17,,1.65E-17
16.6,5.00E-09,1.00E-06,8.29E-17,,1.66E-17
16.7,5.00E-09,1.00E-06,8.34E-17,,1.67E-17
16.8,5.00E-09,1.00E-06,8.39E-17,,1.68E-17
16.9,5.00E-09,1.00E-06,8.44E-17,,1.69E-17
17,5.00E-09,1.00E-06,8.49E-17,,1.70E-17
17.1,5.00E-09,1.00E-06,8.54E-17,,1.71E-17
17.2,5.00E-09,1.00E-06,8.59E-17,,1.72E-17
17.3,5.00E-09,1.00E-06,8.64E-17,,1.73E-17
17.4,5.00E-09,1.00E-06,8.69E-17,,1.74E-17
17.5,5.00E-09,1.00E-06,8.74E-17,,1.75E-17
17.6,5.00E-09,1.00E-06,8.79E-17,,1.76E-17
17.7,5.00E-09,1.00E-06,8.84E-17,,1.77E-17
17.8,5.00E-09,1.00E-06,8.89E-17,,1.78E-17
17.9,5.00E-09,1.00E-06,8.94E-17,,1.79E-17
18,5.00E-09,1.00E-06,8.99E-17,,1.80E-17
18.1,5.00E-09,1.00E-06,9.04E-17,,1.81E-17
18.2,5.00E-09,1.00E-06,9.09E-17,,1.82E-17
18.3,5.00E-09,1.00E-06,9.14E-17,,1.83E-17
18.4,5.00E-09,1.00E-06,9.19E-17,,1.84E-17
18.5,5.00E-09,1.00E-06,9.24E-17,,1.85E-17
18.6,5.00E-09,1.00E-06,9.29E-17,,1.86E-17
18.7,5.00E-09,1.00E-06,9.34E-17,,1.87E-17
18.8,5.00E-09,1.00E-06,9.39E-17,,1.88E-17
18.9,5.00E-09,1.00E-06,9.44E-17,,1.89E-17
19,5.00E-09,1.00E-06,9.49E-17,,1.90E-17
19.1,5.00E-09,1.00E-06,9.54E-17,,1.91E-17
19.2,5.00E-09,1.00E-06,9.59E-17,,1.92E-17
19.3,5.00E-09,1.00E-06,9.64E-17,,1.93E-17
19.4,5.00E-09,1.00E-06,9.69E-17,,1.94E-17
19.5,5.00E-09,1.00E-06,9.74E-17,,1.95E-17
19.6,5.00E-09,1.00E-06,9.79E-17,,1.96E-17
19.7,5.00E-09,1.00E-06,9.84E-17,,1.97E-17
19.8,5.00E-09,1.00E-06,9.89E-17,,1.98E-17
19.9,5.00E-09,1.00E-06,9.94E-17,,1.99E-17
20,5.00E-09,1.00E-06,9.99E-17,,2.00E-17
20.1,5.00E-09,1.00E-06,1.00E-16,,2.01E-17
20.2,5.00E-09,1.00E-06,1.01E-16,,2.02E-17
20.3,5.00E-09,1.00E-06,1.01E-16,,2.03E-17
20.4,5.00E-09,1.00E-06,1.02E-16,,2.04E-17
20.5,5.00E-09,1.00E-06,1.02E-16,,2.05E-17
20.6,5.00E-09,1.00E-06,1.03E-16,,2.06E-17
20.7,5.00E-09,1.00E-06,1.03E-16,,2.07E-17
20.8,5.00E-09,1.00E-06,1.04E-16,,2.08E-17
20.9,5.00E-09,1.00E-06,1.04E-16,,2.09E-17
21,5.00E-09,1.00E-06,1.05E-16,,2.10E-17
21.1,5.00E-09,1.00E-06,1.05E-16,,2.11E-17
21.2,5.00E-09,1.00E-06,1.06E-16,,2.12E-17
21.3,5.00E-09,1.00E-06,1.06E-16,,2.13E-17
21.4,5.00E-09,1.00E-06,1.07E-16,,2.14E-17
21.5,5.00E-09,1.00E-06,1.07E-16,,2.15E-17
21.6,5.00E-09,1.00E-06,1.08E-16,,2.16E-17
21.7,5.00E-09,1.00E-06,1.08E-16,,2.17E-17
21.8,5.00E-09,1.00E-06,1.09E-16,,2.18E-17
21.9,5.00E-09,1.00E-06,1.09E-16,,2.19E-17
22,5.00E-09,1.00E-06,1.10E-16,,2.20E-17
22.1,5.00E-09,1.00E-06,1.10E-16,,2.21E-17
22.2,5.00E-09,1.00E-06,1.11E-16,,2.22E-17
22.3,5.00E-09,1.00E-06,1.11E-16,,2.23E-17
22.4,5.00E-09,1.00E-06,1.12E-16,,2.24E-17
22.5,5.00E-09,1.00E-06,1.12E-16,,2.25E-17
22.6,5.00E-09,1.00E-06,1.13E-16,,2.26E-17
22.7,5.00E-09,1.00E-06,1.13E-16,,2.27E-17
22.8,5.00E-09,1.00E-06,1.14E-16,,2.28E-17
22.9,5.00E-09,1.00E-06,1.14E-16,,2.29E-17
23,5.00E-09,1.00E-06,1.15E-16,,2.30E-17
23.1,5.00E-09,1.00E-06,1.15E-16,,2.31E-17
23.2,5.00E-09,1.00E-06,1.16E-16,,2.32E-17
23.3,5.00E-09,1.00E-06,1.16E-16,,2.33E-17
23.4,5.00E-09,1.00E-06,1.17E-16,,2.34E-17
23.5,5.00E-09,1.00E-06,1.17E-16,,2.35E-17
23.6,5.00E-09,1.00E-06,1.18E-16,,2.36E-17
23.7,5.00E-09,1.00E-06,1.18E-16,,2.37E-17
23.8,5.00E-09,1.00E-06,1.19E-16,,2.38E-17
23.9,5.00E-09,1.00E-06,1.19E-16,,2.39E-17
24,5.00E-09,1.00E-06,1.20E-16,,2.40E-17
24.1,5.00E-09,1.00E-06,1.20E-16,,2.41E-17
24.2,5.00E-09,1.00E-06,1.21E-16,,2.42E-17
24.3,5.00E-09,1.00E-06,1.21E-16,,2.43E-17
24.4,5.00E-09,1.00E-06,1.22E-16,,2.44E-17
24.5,5.00E-09,1.00E-06,1.22E-16,,2.45E-17
24.6,5.00E-09,1.00E-06,1.23E-16,,2.46E-17
24.7,5.00E-09,1.00E-06,1.23E-16,,2.47E-17
24.8,5.00E-09,1.00E-06,1.24E-16,,2.48E-17
24.9,5.00E-09,1.00E-06,1.24E-16,,2.49E-17
25,5.00E-09,1.00E-06,1.25E-16,,2.50E-17
25.1,5.00E-09,1.00E-06,1.25E-16,,2.51E-17
25.2,5.00E-09,1.00E-06,1.26E-16,,2.52E-17
25.3,5.00E-09,1.00E-06,1.26E-16,,2.53E-17
25.4,5.00E-09,1.00E-06,1.27E-16,,2.54E-17
25.5,5.00E-09,1.00E-06,1.27E-16,,2.55E-17
25.6,5.00E-09,1.00E-06,1.28E-16,,2.56E-17
25.7,5.00E-09,1.00E-06,1.28E-16,,2.57E-17
25.8,5.00E-09,1.00E-06,1.29E-16,,2.58E-17
25.9,5.00E-09,1.00E-06,1.29E-16,,2.59E-17
26,5.00E-09,1.00E-06,1.30E-16,,2.60E-17
26.1,5.00E-09,1.00E-06,1.30E-16,,2.61E-17
26.2,5.00E-09,1.00E-06,1.31E-16,,2.62E-17
26.3,5.00E-09,1.00E-06,1.31E-16,,2.63E-17
26.4,5.00E-09,1.00E-06,1.32E-16,,2.64E-17
26.5,5.00E-09,1.00E-06,1.32E-16,,2.65E-17
26.6,5.00E-09,1.00E-06,1.33E-16,,2.66E-17
26.7,5.00E-09,1.00E-06,1.33E-16,,2.67E-17
26.8,5.00E-09,1.00E-06,1.34E-16,,2.68E-17
26.9,5.00E-09,1.00E-06,1.34E-16,,2.69E-17
27,5.00E-09,1.00E-06,1.35E-16,,2.70E-17
27.1,5.00E-09,1.00E-06,1.35E-16,,2.71E-17
27.2,5.00E-09,1.00E-06,1.36E-16,,2.72E-17
27.3,5.00E-09,1.00E-06,1.36E-16,,2.73E-17
27.4,5.00E-09,1.00E-06,1.37E-16,,2.74E-17
27.5,5.00E-09,1.00E-06,1.37E-16,,2.75E-17
27.6,5.00E-09,1.00E-06,1.38E-16,,2.76E-17
27.7,5.00E-09,1.00E-06,1.38E-16,,2.77E-17
27.8,5.00E-09,1.00E-06,1.39E-16,,2.78E-17
27.9,5.00E-09,1.00E-06,1.39E-16,,2.79E-17
28,5.00E-09,1.00E-06,1.40E-16,,2.80E-17
28.1,5.00E-09,1.00E-06,1.40E-16,,2.81E-17
28.2,5.00E-09,1.00E-06,1.41E-16,,2.82E-17
28.3,5.00E-09,1.00E-06,1.41E-16,,2.83E-17
28.4,5.00E-09,1.00E-06,1.42E-16,,2.84E-17
28.5,5.00E-09,1.00E-06,1.42E-16,,2.85E-17
28.6,5.00E-09,1.00E-06,1.43E-16,,2.86E-17
28.7,5.00E-09,1.00E-06,1.43E-16,,2.87E-17
28.8,5.00E-09,1.00E-06,1.44E-16,,2.88E-17
28.9,5.00E-09,1.00E-06,1.44E-16,,2.89E-17
29,5.00E-09,1.00E-06,1.45E-16,,2.90E-17
29.1,5.00E-09,1.00E-06,1.45E-16,,2.91E-17
29.2,5.00E-09,1.00E-06,1.46E-16,,2.92E-17
29.3,5.00E-09,1.00E-06,1.46E-16,,2.93E-17
29.4,5.00E-09,1.00E-06,1.47E-16,,2.94E-17
29.5,5.00E-09,1.00E-06,1.47E-16,,2.95E-17
29.6,5.00E-09,1.00E-06,1.48E-16,,2.96E-17
29.7,5.00E-09,1.00E-06,1.48E-16,,2.97E-17
29.8,5.00E-09,1.00E-06,1.49E-16,,2.98E-17
29.9,5.00E-09,1.00E-06,1.49E-16,,2.99E-17
30,5.00E-09,1.00E-06,1.50E-16,,3.00E-17
30.1,5.00E-09,1.00E-06,1.50E-16,,3.01E-17
30.2,5.00E-09,1.00E-06,1.51E-16,,3.02E-17
30.3,5.00E-09,1.00E-06,1.51E-16,,3.03E-17
30.4,5.00E-09,1.00E-06,1.52E-16,,3.04E-17
30.5,5.00E-09,1.00E-06,1.52E-16,,3.05E-17
30.6,5.00E-09,1.00E-06,1.53E-16,,3.06E-17
30.7,5.00E-09,1.00E-06,1.53E-16,,3.07E-17
30.8,5.00E-09,1.00E-06,1.54E-16,,3.08E-17
30.9,5.00E-09,1.00E-06,1.54E-16,,3.09E-17
31,5.00E-09,1.00E-06,1.55E-16,,3.10E-17
31.1,5.00E-09,1.00E-06,1.55E-16,,3.11E-17
31.2,5.00E-09,1.00E-06,1.56E-16,,3.12E-17
31.3,5.00E-09,1.00E-06,1.56E-16,,3.13E-17
31.4,5.00E-09,1.00E-06,1.57E-16,,3.14E-17
31.5,5.00E-09,1.00E-06,1.57E-16,,3.15E-17
31.6,5.00E-09,1.00E-06,1.58E-16,,3.16E-17
31.7,5.00E-09,1.00E-06,1.58E-16,,3.17E-17
31.8,5.00E-09,1.00E-06,1.59E-16,,3.18E-17
31.9,5.00E-09,1.00E-06,1.59E-16,,3.19E-17
32,5.00E-09,1.00E-06,1.60E-16,,3.20E-17
32.1,5.00E-09,1.00E-06,1.60E-16,,3.21E-17
32.2,5.00E-09,1.00E-06,1.61E-16,,3.22E-17
32.3,5.00E-09,1.00E-06,1.61E-16,,3.23E-17
32.4,5.00E-09,1.00E-06,1.62E-16,,3.24E-17
32.5,5.00E-09,1.00E-06,1.62E-16,,3.25E-17
32.6,5.00E-09,1.00E-06,1.63E-16,,3.26E-17
32.7,5.00E-09,1.00E-06,1.63E-16,,3.27E-17
32.8,5.00E-09,1.00E-06,1.64E-16,,3.28E-17
32.9,5.00E-09,1.00E-06,1.64E-16,,3.29E-17
33,5.00E-09,1.00E-06,1.65E-16,,3.30E-17
33.1,5.00E-09,1.00E-06,1.65E-16,,3.31E-17
33.2,5.00E-09,1.00E-06,1.66E-16,,3.32E-17
33.3,5.00E-09,1.00E-06,1.66E-16,,3.33E-17
33.4,5.00E-09,1.00E-06,1.67E-16,,3.34E-17
33.5,5.00E-09,1.00E-06,1.67E-16,,3.35E-17
33.6,5.00E-09,1.00E-06,1.68E-16,,3.36E-17
33.7,5.00E-09,1.00E-06,1.68E-16,,3.37E-17
33.8,5.00E-09,1.00E-06,1.69E-16,,3.38E-17
33.9,5.00E-09,1.00E-06,1.69E-16,,3.39E-17
34,5.00E-09,1.00E-06,1.70E-16,,3.40E-17
34.1,5.00E-09,1.00E-06,1.70E-16,,3.41E-17
34.2,5.00E-09,1.00E-06,1.71E-16,,3.42E-17
34.3,5.00E-09,1.00E-06,1.71E-16,,3.43E-17
34.4,5.00E-09,1.00E-06,1.72E-16,,3.44E-17
34.5,5.00E-09,1.00E-06,1.72E-16,,3.45E-17
34.6,5.00E-09,1.00E-06,1.73E-16,,3.46E-17
34.7,5.00E-09,1.00E-06,1.73E-16,,3.47E-17
34.8,5.00E-09,1.00E-06,1.74E-16,,3.48E-17
34.9,5.00E-09,1.00E-06,1.74E-16,,3.49E-17
35,5.00E-09,1.00E-06,1.75E-16,,3.50E-17
35.1,5.00E-09,1.00E-06,1.75E-16,,3.51E-17
35.2,5.00E-09,1.00E-06,1.76E-16,,3.52E-17
35.3,5.00E-09,1.00E-06,1.76E-16,,3.53E-17
35.4,5.00E-09,1.00E-06,1.77E-16,,3.54E-17
35.5,5.00E-09,1.00E-06,1.77E-16,,3.55E-17
35.6,5.00E-09,1.00E-06,1.78E-16,,3.56E-17
35.7,5.00E-09,1.00E-06,1.78E-16,,3.57E-17
35.8,5.00E-09,1.00E-06,1.79E-16,,3.58E-17
35.9,5.00E-09,1.00E-06,1.79E-16,,3.59E-17
36,5.00E-09,1.00E-06,1.80E-16,,3.60E-17
36.1,5.00E-09,1.00E-06,1.80E-16,,3.61E-17
36.2,5.00E-09,1.00E-06,1.81E-16,,3.62E-17
36.3,5.00E-09,1.00E-06,1.81E-16,,3.63E-17
36.4,5.00E-09,1.00E-06,1.82E-16,,3.64E-17
36.5,5.00E-09,1.00E-06,1.82E-16,,3.65E-17
36.6,5.00E-09,1.00E-06,1.83E-16,,3.66E-17
36.7,5.00E-09,1.00E-06,1.83E-16,,3.67E-17
36.8,5.00E-09,1.00E-06,1.84E-16,,3.68E-17
36.9,5.00E-09,1.00E-06,1.84E-16,,3.69E-17
37,5.00E-09,1.00E-06,1.85E-16,,3.70E-17
37.1,5.00E-09,1.00E-06,1.85E-16,,3.71E-17
37.2,5.00E-09,1.00E-06,1.86E-16,,3.72E-17
37.3,5.00E-09,1.00E-06,1.86E-16,,3.73E-17
37.4,5.00E-09,1.00E-06,1.87E-16,,3.74E-17
37.5,5.00E-09,1.00E-06,1.87E-16,,3.75E-17
37.6,5.00E-09,1.00E-06,1.88E-16,,3.76E-17
37.7,5.00E-09,1.00E-06,1.88E-16,,3.77E-17
37.8,5.00E-09,1.00E-06,1.89E-16,,3.78E-17
37.9,5.00E-09,1.00E-06,1.89E-16,,3.79E-17
38,5.00E-09,1.00E-06,1.90E-16,,3.80E-17
38.1,5.00E-09,1.00E-06,1.90E-16,,3.81E-17
38.2,5.00E-09,1.00E-06,1.91E-16,,3.82E-17
38.3,5.00E-09,1.00E-06,1.91E-16,,3.83E-17
38.4,5.00E-09,1.00E-06,1.92E-16,,3.84E-17
38.5,5.00E-09,1.00E-06,1.92E-16,,3.85E-17
38.6,5.00E-09,1.00E-06,1.93E-16,,3.86E-17
38.7,5.00E-09,1.00E-06,1.93E-16,,3.87E-17
38.8,5.00E-09,1.00E-06,1.94E-16,,3.88E-17
38.9,5.00E-09,1.00E-06,1.94E-16,,3.89E-17
39,5.00E-09,1.00E-06,1.95E-16,,3.90E-17
39.1,5.00E-09,1.00E-06,1.95E-16,,3.91E-17
39.2,5.00E-09,1.00E-06,1.96E-16,,3.92E-17
39.3,5.00E-09,1.00E-06,1.96E-16,,3.93E-17
39.4,5.00E-09,1.00E-06,1.97E-16,,3.94E-17
39.5,5.00E-09,1.00E-06,1.97E-16,,3.95E-17
39.6,5.00E-09,1.00E-06,1.98E-16,,3.96E-17
39.7,5.00E-09,1.00E-06,1.98E-16,,3.97E-17
39.8,5.00E-09,1.00E-06,1.99E-16,,3.98E-17
39.9,5.00E-09,1.00E-06,1.99E-16,,3.99E-17
40,5.00E-09,1.00E-06,2.00E-16,,4.00E-17
40.1,5.00E-09,1.00E-06,2.00E-16,,4.01E-17
40.2,5.00E-09,1.00E-06,2.01E-16,,4.02E-17
40.3,5.00E-09,1.00E-06,2.01E-16,,4.03E-17
40.4,5.00E-09,1.00E-06,2.02E-16,,4.04E-17
40.5,5.00E-09,1.00E-06,2.02E-16,,4.05E-17
40.6,5.00E-09,1.00E-06,2.03E-16,,4.06E-17
40.7,5.00E-09,1.00E-06,2.03E-16,,4.07E-17
40.8,5.00E-09,1.00E-06,2.04E-16,,4.08E-17
40.9,5.00E-09,1.00E-06,2.04E-16,,4.09E-17
41,5.00E-09,1.00E-06,2.05E-16,,4.10E-17
41.1,5.00E-09,1.00E-06,2.05E-16,,4.11E-17
41.2,5.00E-09,1.00E-06,2.06E-16,,4.12E-17
41.3,5.00E-09,1.00E-06,2.06E-16,,4.13E-17
41.4,5.00E-09,1.00E-06,2.07E-16,,4.14E-17
41.5,5.00E-09,1.00E-06,2.07E-16,,4.15E-17
41.6,5.00E-09,1.00E-06,2.08E-16,,4.16E-17
41.7,5.00E-09,1.00E-06,2.08E-16,,4.17E-17
41.8,5.00E-09,1.00E-06,2.09E-16,,4.18E-17
41.9,5.00E-09,1.00E-06,2.09E-16,,4.19E-17
42,5.00E-09,1.00E-06,2.10E-16,,4.20E-17
42.1,5.00E-09,1.00E-06,2.10E-16,,4.21E-17
42.2,5.00E-09,1.00E-06,2.11E-16,,4.22E-17
42.3,5.00E-09,1.00E-06,2.11E-16,,4.23E-17
42.4,5.00E-09,1.00E-06,2.12E-16,,4.24E-17
42.5,5.00E-09,1.00E-06,2.12E-16,,4.25E-17
