time,ribA,ribD1,ribD2,E1,ribH,ribE,E2,GTP,C01304,C01268,C04454,C04732,C04332,riboflavin,FMN
320.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999968e-07,3.20179768871e-16,5.13087942688e-23,5.48148966716e-30,4.39204366605e-37,2.81530001996e-44,1.50383943878e-51,6.88543660273e-59
320.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999968e-07,3.20279668939e-16,5.13408172253e-23,5.4866221471e-30,4.39752772125e-37,2.81969480494e-44,1.50665693558e-51,6.90048908094e-59
320.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.20379569007e-16,5.13728501718e-23,5.49175782984e-30,4.40301691054e-37,2.82409507655e-44,1.50947882992e-51,6.9155697561e-59
320.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.20479469075e-16,5.14048931083e-23,5.49689671637e-30,4.4085112371e-37,2.82850083991e-44,1.51230512727e-51,6.93067867222e-59
320.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.20579369142e-16,5.14369460348e-23,5.5020388077e-30,4.41401070415e-37,2.83291210017e-44,1.51513583313e-51,6.94581587334e-59
321.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.2067926921e-16,5.14690089513e-23,5.50718410481e-30,4.4195153149e-37,2.83732886247e-44,1.517970953e-51,6.96098140359e-59
321.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.20779169278e-16,5.15010818578e-23,5.51233260872e-30,4.42502507255e-37,2.84175113195e-44,1.52081049238e-51,6.97617530713e-59
321.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.20879069346e-16,5.15331647543e-23,5.51748432041e-30,4.4305399803e-37,2.84617891376e-44,1.52365445679e-51,6.99139762819e-59
321.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.20978969414e-16,5.15652576408e-23,5.5226392409e-30,4.43606004137e-37,2.85061221306e-44,1.52650285175e-51,7.00664841104e-59
321.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.21078869482e-16,5.15973605172e-23,5.52779737117e-30,4.44158525897e-37,2.85505103499e-44,1.52935568276e-51,7.02192770001e-59
321.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.21178769549e-16,5.16294733837e-23,5.53295871223e-30,4.4471156363e-37,2.85949538472e-44,1.53221295535e-51,7.0372355395e-59
321.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999679e-07,3.21278669617e-16,5.16615962402e-23,5.53812326507e-30,4.45265117657e-37,2.86394526741e-44,1.53507467506e-51,7.05257197394e-59
321.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.21378569685e-16,5.16937290867e-23,5.5432910307e-30,4.45819188301e-37,2.86840068823e-44,1.53794084743e-51,7.06793704784e-59
321.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.21478469753e-16,5.17258719231e-23,5.54846201011e-30,4.46373775882e-37,2.87286165233e-44,1.54081147798e-51,7.08333080575e-59
321.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.2157836982e-16,5.17580247496e-23,5.55363620431e-30,4.46928880721e-37,2.87732816489e-44,1.54368657227e-51,7.09875329228e-59
322.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.21678269888e-16,5.17901875661e-23,5.55881361429e-30,4.4748450314e-37,2.88180023109e-44,1.54656613585e-51,7.11420455209e-59
322.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.21778169956e-16,5.18223603725e-23,5.56399424104e-30,4.48040643461e-37,2.88627785611e-44,1.54945017428e-51,7.12968462991e-59
322.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.21878070024e-16,5.1854543169e-23,5.56917808558e-30,4.48597302006e-37,2.89076104511e-44,1.55233869311e-51,7.14519357051e-59
322.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.21977970091e-16,5.18867359554e-23,5.5743651489e-30,4.49154479096e-37,2.8952498033e-44,1.55523169791e-51,7.16073141873e-59
322.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.22077870159e-16,5.19189387319e-23,5.57955543199e-30,4.49712175053e-37,2.89974413584e-44,1.55812919426e-51,7.17629821944e-59
322.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.22177770227e-16,5.19511514983e-23,5.58474893586e-30,4.502703902e-37,2.90424404795e-44,1.56103118773e-51,7.1918940176e-59
322.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999678e-07,3.22277670294e-16,5.19833742548e-23,5.58994566151e-30,4.50829124858e-37,2.9087495448e-44,1.56393768391e-51,7.20751885821e-59
322.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.22377570362e-16,5.20156070012e-23,5.59514560993e-30,4.51388379349e-37,2.9132606316e-44,1.56684868837e-51,7.22317278631e-59
322.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.2247747043e-16,5.20478497377e-23,5.60034878212e-30,4.51948153997e-37,2.91777731354e-44,1.56976420672e-51,7.23885584702e-59
322.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.22577370497e-16,5.20801024641e-23,5.60555517909e-30,4.52508449123e-37,2.92229959583e-44,1.57268424455e-51,7.25456808551e-59
323.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.22677270565e-16,5.21123651805e-23,5.61076480183e-30,4.5306926505e-37,2.92682748367e-44,1.57560880747e-51,7.270309547e-59
323.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.22777170633e-16,5.2144637887e-23,5.61597765133e-30,4.536306021e-37,2.93136098228e-44,1.57853790108e-51,7.28608027676e-59
323.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.228770707e-16,5.21769205834e-23,5.62119372861e-30,4.54192460597e-37,2.93590009687e-44,1.58147153099e-51,7.30188032014e-59
323.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.22976970768e-16,5.22092132698e-23,5.62641303466e-30,4.54754840863e-37,2.94044483264e-44,1.58440970283e-51,7.31770972252e-59
323.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.23076870835e-16,5.22415159462e-23,5.63163557047e-30,4.55317743221e-37,2.94499519483e-44,1.58735242221e-51,7.33356852935e-59
323.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.23176770903e-16,5.22738286127e-23,5.63686133706e-30,4.55881167993e-37,2.94955118866e-44,1.59029969478e-51,7.34945678614e-59
323.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999677e-07,3.23276670971e-16,5.23061512691e-23,5.6420903354e-30,4.56445115505e-37,2.95411281935e-44,1.59325152615e-51,7.36537453845e-59
323.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23376571038e-16,5.23384839155e-23,5.64732256651e-30,4.57009586077e-37,2.95868009212e-44,1.59620792198e-51,7.38132183188e-59
323.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23476471106e-16,5.23708265519e-23,5.65255803139e-30,4.57574580034e-37,2.96325301222e-44,1.5991688879e-51,7.39729871212e-59
323.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23576371173e-16,5.24031791783e-23,5.65779673103e-30,4.581400977e-37,2.96783158488e-44,1.60213442957e-51,7.41330522489e-59
324.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23676271241e-16,5.24355417947e-23,5.66303866643e-30,4.58706139397e-37,2.97241581533e-44,1.60510455263e-51,7.42934141598e-59
324.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23776171308e-16,5.24679144011e-23,5.66828383859e-30,4.59272705449e-37,2.97700570882e-44,1.60807926276e-51,7.44540733123e-59
324.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23876071376e-16,5.25002969975e-23,5.67353224851e-30,4.5983979618e-37,2.98160127059e-44,1.61105856562e-51,7.46150301655e-59
324.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.23975971443e-16,5.25326895839e-23,5.67878389718e-30,4.60407411915e-37,2.9862025059e-44,1.61404246687e-51,7.47762851787e-59
324.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.24075871511e-16,5.25650921603e-23,5.68403878562e-30,4.60975552976e-37,2.99080941998e-44,1.6170309722e-51,7.49378388123e-59
324.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.24175771578e-16,5.25975047267e-23,5.68929691481e-30,4.61544219688e-37,2.99542201811e-44,1.62002408729e-51,7.50996915268e-59
324.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999676e-07,3.24275671646e-16,5.26299272831e-23,5.69455828576e-30,4.62113412375e-37,3.00004030553e-44,1.62302181781e-51,7.52618437836e-59
324.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.24375571713e-16,5.26623598295e-23,5.69982289946e-30,4.62683131361e-37,3.00466428751e-44,1.62602416947e-51,7.54242960444e-59
324.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.24475471781e-16,5.26948023659e-23,5.70509075692e-30,4.6325337697e-37,3.00929396931e-44,1.62903114796e-51,7.55870487717e-59
324.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.24575371848e-16,5.27272548922e-23,5.71036185913e-30,4.63824149527e-37,3.0139293562e-44,1.63204275898e-51,7.57501024284e-59
325.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.24675271916e-16,5.27597174086e-23,5.71563620709e-30,4.64395449357e-37,3.01857045346e-44,1.63505900825e-51,7.59134574781e-59
325.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.24775171983e-16,5.2792189915e-23,5.7209138018e-30,4.64967276784e-37,3.02321726635e-44,1.63807990147e-51,7.60771143849e-59
325.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.2487507205e-16,5.28246724114e-23,5.72619464426e-30,4.65539632133e-37,3.02786980015e-44,1.64110544436e-51,7.62410736134e-59
325.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.24974972118e-16,5.28571648977e-23,5.73147873547e-30,4.66112515728e-37,3.03252806014e-44,1.64413564265e-51,7.64053356289e-59
325.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.25074872185e-16,5.28896673741e-23,5.73676607643e-30,4.66685927895e-37,3.03719205162e-44,1.64717050206e-51,7.65699008973e-59
325.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.25174772253e-16,5.29221798404e-23,5.74205666813e-30,4.67259868959e-37,3.04186177986e-44,1.65021002834e-51,7.67347698849e-59
325.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999675e-07,3.2527467232e-16,5.29547022968e-23,5.74735051158e-30,4.67834339244e-37,3.04653725015e-44,1.65325422721e-51,7.68999430587e-59
325.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25374572387e-16,5.29872347432e-23,5.75264760777e-30,4.68409339076e-37,3.0512184678e-44,1.65630310442e-51,7.70654208863e-59
325.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25474472455e-16,5.30197771795e-23,5.75794795771e-30,4.6898486878e-37,3.05590543809e-44,1.65935666573e-51,7.72312038358e-59
325.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25574372522e-16,5.30523296059e-23,5.76325156239e-30,4.69560928682e-37,3.06059816633e-44,1.66241491689e-51,7.73972923758e-59
326.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25674272589e-16,5.30848920222e-23,5.76855842281e-30,4.70137519107e-37,3.06529665782e-44,1.66547786365e-51,7.75636869757e-59
326.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25774172657e-16,5.31174644285e-23,5.77386853997e-30,4.70714640381e-37,3.07000091787e-44,1.66854551179e-51,7.77303881052e-59
326.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25874072724e-16,5.31500468249e-23,5.77918191488e-30,4.7129229283e-37,3.07471095179e-44,1.67161786708e-51,7.78973962349e-59
326.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.25973972791e-16,5.31826392112e-23,5.78449854852e-30,4.71870476778e-37,3.07942676488e-44,1.67469493529e-51,7.80647118357e-59
326.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.26073872859e-16,5.32152415876e-23,5.78981844189e-30,4.72449192554e-37,3.08414836248e-44,1.6777767222e-51,7.82323353793e-59
326.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.26173772926e-16,5.32478539539e-23,5.79514159601e-30,4.73028440481e-37,3.08887574989e-44,1.68086323361e-51,7.84002673377e-59
326.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999674e-07,3.26273672993e-16,5.32804763102e-23,5.80046801186e-30,4.73608220887e-37,3.09360893244e-44,1.6839544753e-51,7.85685081837e-59
326.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.2637357306e-16,5.33131086565e-23,5.80579769044e-30,4.74188534097e-37,3.09834791547e-44,1.68705045307e-51,7.87370583906e-59
326.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.26473473128e-16,5.33457509929e-23,5.81113063276e-30,4.74769380439e-37,3.10309270428e-44,1.69015117272e-51,7.89059184323e-59
326.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.26573373195e-16,5.33784033192e-23,5.81646683981e-30,4.75350760238e-37,3.10784330423e-44,1.69325664008e-51,7.90750887834e-59
327.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.26673273262e-16,5.34110656355e-23,5.8218063126e-30,4.75932673821e-37,3.11259972065e-44,1.69636686093e-51,7.92445699188e-59
327.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.26773173329e-16,5.34437379418e-23,5.82714905211e-30,4.76515121514e-37,3.11736195887e-44,1.69948184112e-51,7.94143623142e-59
327.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.26873073397e-16,5.34764202381e-23,5.83249505935e-30,4.77098103645e-37,3.12213002423e-44,1.70260158645e-51,7.95844664459e-59
327.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.26972973464e-16,5.35091125244e-23,5.83784433532e-30,4.77681620539e-37,3.1269039221e-44,1.70572610277e-51,7.97548827905e-59
327.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.27072873531e-16,5.35418148007e-23,5.84319688102e-30,4.78265672525e-37,3.1316836578e-44,1.7088553959e-51,7.99256118256e-59
327.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.27172773598e-16,5.3574527067e-23,5.84855269745e-30,4.78850259929e-37,3.13646923671e-44,1.71198947169e-51,8.00966540291e-59
327.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999673e-07,3.27272673665e-16,5.36072493233e-23,5.8539117856e-30,4.79435383078e-37,3.14126066416e-44,1.71512833598e-51,8.02680098796e-59
327.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.27372573733e-16,5.36399815696e-23,5.85927414647e-30,4.80021042299e-37,3.14605794553e-44,1.71827199463e-51,8.04396798562e-59
327.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.274724738e-16,5.36727238059e-23,5.86463978107e-30,4.8060723792e-37,3.15086108617e-44,1.72142045348e-51,8.06116644385e-59
327.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.27572373867e-16,5.37054760322e-23,5.8700086904e-30,4.81193970269e-37,3.15567009144e-44,1.72457371841e-51,8.07839641071e-59
328.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.27672273934e-16,5.37382382485e-23,5.87538087544e-30,4.81781239671e-37,3.16048496673e-44,1.72773179528e-51,8.09565793426e-59
328.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.27772174001e-16,5.37710104548e-23,5.8807563372e-30,4.82369046457e-37,3.1653057174e-44,1.73089468996e-51,8.11295106267e-59
328.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.27872074068e-16,5.3803792651e-23,5.88613507669e-30,4.82957390952e-37,3.17013234882e-44,1.73406240833e-51,8.13027584414e-59
328.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.27971974135e-16,5.38365848373e-23,5.89151709489e-30,4.83546273485e-37,3.17496486637e-44,1.73723495627e-51,8.14763232694e-59
328.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.28071874202e-16,5.38693870136e-23,5.89690239281e-30,4.84135694383e-37,3.17980327545e-44,1.74041233968e-51,8.16502055938e-59
328.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.2817177427e-16,5.39021991798e-23,5.90229097145e-30,4.84725653976e-37,3.18464758142e-44,1.74359456444e-51,8.18244058987e-59
328.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999672e-07,3.28271674337e-16,5.39350213361e-23,5.9076828318e-30,4.8531615259e-37,3.18949778969e-44,1.74678163646e-51,8.19989246683e-59
328.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28371574404e-16,5.39678534824e-23,5.91307797486e-30,4.85907190554e-37,3.19435390563e-44,1.74997356164e-51,8.21737623877e-59
328.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28471474471e-16,5.40006956186e-23,5.91847640164e-30,4.86498768197e-37,3.19921593466e-44,1.75317034589e-51,8.23489195426e-59
328.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28571374538e-16,5.40335477449e-23,5.92387811314e-30,4.87090885847e-37,3.20408388216e-44,1.75637199513e-51,8.25243966191e-59
329.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28671274605e-16,5.40664098611e-23,5.92928311034e-30,4.87683543832e-37,3.20895775354e-44,1.75957851528e-51,8.2700194104e-59
329.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28771174672e-16,5.40992819674e-23,5.93469139426e-30,4.88276742481e-37,3.2138375542e-44,1.76278991226e-51,8.28763124847e-59
329.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28871074739e-16,5.41321640636e-23,5.94010296588e-30,4.88870482123e-37,3.21872328955e-44,1.76600619201e-51,8.30527522492e-59
329.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.28970974806e-16,5.41650561499e-23,5.94551782621e-30,4.89464763086e-37,3.223614965e-44,1.76922736047e-51,8.32295138861e-59
329.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.29070874873e-16,5.41979582261e-23,5.95093597625e-30,4.900595857e-37,3.22851258597e-44,1.77245342357e-51,8.34065978844e-59
329.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.2917077494e-16,5.42308702924e-23,5.956357417e-30,4.90654950293e-37,3.23341615787e-44,1.77568438727e-51,8.35840047341e-59
329.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999671e-07,3.29270675007e-16,5.42637923486e-23,5.96178214945e-30,4.91250857195e-37,3.23832568614e-44,1.77892025752e-51,8.37617349254e-59
329.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29370575074e-16,5.42967243948e-23,5.96721017461e-30,4.91847306734e-37,3.24324117618e-44,1.78216104027e-51,8.39397889494e-59
329.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29470475141e-16,5.43296664311e-23,5.97264149347e-30,4.92444299241e-37,3.24816263343e-44,1.7854067415e-51,8.41181672974e-59
329.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29570375208e-16,5.43626184573e-23,5.97807610704e-30,4.93041835044e-37,3.25309006332e-44,1.78865736717e-51,8.42968704618e-59
330.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29670275275e-16,5.43955804735e-23,5.9835140163e-30,4.93639914474e-37,3.25802347129e-44,1.79191292326e-51,8.44758989352e-59
330.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29770175342e-16,5.44285524797e-23,5.98895522227e-30,4.94238537859e-37,3.26296286278e-44,1.79517341575e-51,8.4655253211e-59
330.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29870075409e-16,5.44615344759e-23,5.99439972593e-30,4.94837705529e-37,3.26790824321e-44,1.79843885063e-51,8.48349337831e-59
330.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.29969975475e-16,5.44945264621e-23,5.9998475283e-30,4.95437417815e-37,3.27285961805e-44,1.80170923388e-51,8.50149411461e-59
330.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.30069875542e-16,5.45275284384e-23,6.00529863036e-30,4.96037675046e-37,3.27781699273e-44,1.8049845715e-51,8.5195275795e-59
330.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.30169775609e-16,5.45605404046e-23,6.01075303312e-30,4.96638477552e-37,3.28278037271e-44,1.8082648695e-51,8.53759382257e-59
330.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.9999999967e-07,3.30269675676e-16,5.45935623608e-23,6.01621073757e-30,4.97239825663e-37,3.28774976344e-44,1.81155013389e-51,8.55569289345e-59
330.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.30369575743e-16,5.4626594307e-23,6.02167174472e-30,4.9784171971e-37,3.29272517039e-44,1.81484037067e-51,8.57382484183e-59
330.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.3046947581e-16,5.46596362432e-23,6.02713605556e-30,4.98444160023e-37,3.297706599e-44,1.81813558587e-51,8.59198971746e-59
330.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.30569375877e-16,5.46926881693e-23,6.0326036711e-30,4.99047146932e-37,3.30269405475e-44,1.82143578552e-51,8.61018757016e-59
331.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.30669275944e-16,5.47257500855e-23,6.03807459232e-30,4.99650680767e-37,3.3076875431e-44,1.82474097563e-51,8.6284184498e-59
331.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.3076917601e-16,5.47588219917e-23,6.04354882024e-30,5.0025476186e-37,3.31268706953e-44,1.82805116225e-51,8.64668240633e-59
331.2,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.30869076077e-16,5.47919038879e-23,6.04902635584e-30,5.00859390542e-37,3.3176926395e-44,1.83136635142e-51,8.66497948972e-59
331.3,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.30968976144e-16,5.48249957741e-23,6.05450720014e-30,5.01464567142e-37,3.3227042585e-44,1.83468654918e-51,8.68330975005e-59
331.4,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.31068876211e-16,5.48580976503e-23,6.05999135412e-30,5.02070291992e-37,3.32772193201e-44,1.83801176159e-51,8.70167323742e-59
331.5,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.31168776278e-16,5.48912095164e-23,6.06547881879e-30,5.02676565422e-37,3.3327456655e-44,1.8413419947e-51,8.72007000202e-59
331.6,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999669e-07,3.31268676344e-16,5.49243313726e-23,6.07096959514e-30,5.03283387765e-37,3.33777546448e-44,1.84467725457e-51,8.73850009407e-59
331.7,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999668e-07,3.31368576411e-16,5.49574632188e-23,6.07646368418e-30,5.03890759351e-37,3.34281133442e-44,1.84801754728e-51,8.75696356388e-59
331.8,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999668e-07,3.31468476478e-16,5.49906050549e-23,6.08196108691e-30,5.04498680512e-37,3.34785328083e-44,1.85136287889e-51,8.77546046181e-59
331.9,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999668e-07,3.31568376545e-16,5.50237568811e-23,6.08746180431e-30,5.05107151578e-37,3.3529013092e-44,1.8547132555e-51,8.79399083828e-59
332.0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999668e-07,3.31668276611e-16,5.50569186972e-23,6.0929658374e-30,5.05716172882e-37,3.35795542502e-44,1.85806868317e-51,8.81255474376e-59
332.1,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,9.99999999668e-07,3.31768176678e-16,5.50900905034e-23,6.09847318716e-30,5.06325744755e-37,3.36301563382e-44,1.86142916801e-51,8.8311522288e-59
