time,hexokinase,glucose,glucose6phosphate,phosphoglucoisomerase,fructose6phosphate,phosphoglucoisomerase2,glucose6phosphatereversible
366.2,1e-09,9.99999999634e-07,3.65834165834e-16,1e-06,6.69760436351e-20,1e-06,8.17579237547e-24
366.3,1e-09,9.99999999634e-07,3.65934065934e-16,1e-06,6.70126253339e-20,1e-06,8.18249180884e-24
366.4,1e-09,9.99999999634e-07,3.66033966034e-16,1e-06,6.7049217019e-20,1e-06,8.18919490087e-24
366.5,1e-09,9.99999999634e-07,3.66133866134e-16,1e-06,6.70858186904e-20,1e-06,8.19590165257e-24
366.6,1e-09,9.99999999634e-07,3.66233766234e-16,1e-06,6.71224303482e-20,1e-06,8.20261206494e-24
366.7,1e-09,9.99999999633e-07,3.66333666334e-16,1e-06,6.71590519924e-20,1e-06,8.20932613897e-24
366.8,1e-09,9.99999999633e-07,3.66433566434e-16,1e-06,6.71956836229e-20,1e-06,8.21604387567e-24
366.9,1e-09,9.99999999633e-07,3.66533466533e-16,1e-06,6.72323252397e-20,1e-06,8.22276527603e-24
367.0,1e-09,9.99999999633e-07,3.66633366633e-16,1e-06,6.72689768428e-20,1e-06,8.22949034105e-24
367.1,1e-09,9.99999999633e-07,3.66733266733e-16,1e-06,6.73056384323e-20,1e-06,8.23621907173e-24
367.2,1e-09,9.99999999633e-07,3.66833166833e-16,1e-06,6.73423100081e-20,1e-06,8.24295146907e-24
367.3,1e-09,9.99999999633e-07,3.66933066933e-16,1e-06,6.73789915703e-20,1e-06,8.24968753407e-24
367.4,1e-09,9.99999999633e-07,3.67032967033e-16,1e-06,6.74156831188e-20,1e-06,8.25642726772e-24
367.5,1e-09,9.99999999633e-07,3.67132867133e-16,1e-06,6.74523846536e-20,1e-06,8.26317067102e-24
367.6,1e-09,9.99999999633e-07,3.67232767233e-16,1e-06,6.74890961748e-20,1e-06,8.26991774498e-24
367.7,1e-09,9.99999999632e-07,3.67332667333e-16,1e-06,6.75258176823e-20,1e-06,8.27666849059e-24
367.8,1e-09,9.99999999632e-07,3.67432567433e-16,1e-06,6.75625491761e-20,1e-06,8.28342290885e-24
367.9,1e-09,9.99999999632e-07,3.67532467532e-16,1e-06,6.75992906563e-20,1e-06,8.29018100075e-24
368.0,1e-09,9.99999999632e-07,3.67632367632e-16,1e-06,6.76360421227e-20,1e-06,8.29694276731e-24
368.1,1e-09,9.99999999632e-07,3.67732267732e-16,1e-06,6.76728035756e-20,1e-06,8.30370820951e-24
368.2,1e-09,9.99999999632e-07,3.67832167832e-16,1e-06,6.77095750147e-20,1e-06,8.31047732836e-24
368.3,1e-09,9.99999999632e-07,3.67932067932e-16,1e-06,6.77463564401e-20,1e-06,8.31725012485e-24
368.4,1e-09,9.99999999632e-07,3.68031968032e-16,1e-06,6.77831478519e-20,1e-06,8.32402659998e-24
368.5,1e-09,9.99999999632e-07,3.68131868132e-16,1e-06,6.781994925e-20,1e-06,8.33080675475e-24
368.6,1e-09,9.99999999632e-07,3.68231768232e-16,1e-06,6.78567606345e-20,1e-06,8.33759059016e-24
368.7,1e-09,9.99999999631e-07,3.68331668332e-16,1e-06,6.78935820052e-20,1e-06,8.34437810721e-24
368.8,1e-09,9.99999999631e-07,3.68431568432e-16,1e-06,6.79304133623e-20,1e-06,8.35116930689e-24
368.9,1e-09,9.99999999631e-07,3.68531468531e-16,1e-06,6.79672547057e-20,1e-06,8.35796419021e-24
369.0,1e-09,9.99999999631e-07,3.68631368631e-16,1e-06,6.80041060354e-20,1e-06,8.36476275817e-24
369.1,1e-09,9.99999999631e-07,3.68731268731e-16,1e-06,6.80409673514e-20,1e-06,8.37156501175e-24
369.2,1e-09,9.99999999631e-07,3.68831168831e-16,1e-06,6.80778386537e-20,1e-06,8.37837095197e-24
369.3,1e-09,9.99999999631e-07,3.68931068931e-16,1e-06,6.81147199424e-20,1e-06,8.38518057981e-24
369.4,1e-09,9.99999999631e-07,3.69030969031e-16,1e-06,6.81516112173e-20,1e-06,8.39199389629e-24
369.5,1e-09,9.99999999631e-07,3.69130869131e-16,1e-06,6.81885124786e-20,1e-06,8.39881090239e-24
369.6,1e-09,9.99999999631e-07,3.69230769231e-16,1e-06,6.82254237262e-20,1e-06,8.40563159912e-24
369.7,1e-09,9.9999999963e-07,3.69330669331e-16,1e-06,6.82623449601e-20,1e-06,8.41245598747e-24
369.8,1e-09,9.9999999963e-07,3.69430569431e-16,1e-06,6.82992761803e-20,1e-06,8.41928406844e-24
369.9,1e-09,9.9999999963e-07,3.6953046953e-16,1e-06,6.83362173869e-20,1e-06,8.42611584303e-24
370.0,1e-09,9.9999999963e-07,3.6963036963e-16,1e-06,6.83731685797e-20,1e-06,8.43295131225e-24
370.1,1e-09,9.9999999963e-07,3.6973026973e-16,1e-06,6.84101297588e-20,1e-06,8.43979047708e-24
370.2,1e-09,9.9999999963e-07,3.6983016983e-16,1e-06,6.84471009243e-20,1e-06,8.44663333853e-24
370.3,1e-09,9.9999999963e-07,3.6993006993e-16,1e-06,6.8484082076e-20,1e-06,8.4534798976e-24
370.4,1e-09,9.9999999963e-07,3.7002997003e-16,1e-06,6.85210732141e-20,1e-06,8.46033015528e-24
370.5,1e-09,9.9999999963e-07,3.7012987013e-16,1e-06,6.85580743384e-20,1e-06,8.46718411257e-24
370.6,1e-09,9.9999999963e-07,3.7022977023e-16,1e-06,6.85950854491e-20,1e-06,8.47404177048e-24
370.7,1e-09,9.99999999629e-07,3.7032967033e-16,1e-06,6.8632106546e-20,1e-06,8.48090313e-24
370.8,1e-09,9.99999999629e-07,3.7042957043e-16,1e-06,6.86691376293e-20,1e-06,8.48776819212e-24
370.9,1e-09,9.99999999629e-07,3.70529470529e-16,1e-06,6.87061786989e-20,1e-06,8.49463695785e-24
371.0,1e-09,9.99999999629e-07,3.70629370629e-16,1e-06,6.87432297547e-20,1e-06,8.50150942819e-24
371.1,1e-09,9.99999999629e-07,3.70729270729e-16,1e-06,6.87802907969e-20,1e-06,8.50838560414e-24
371.2,1e-09,9.99999999629e-07,3.70829170829e-16,1e-06,6.88173618253e-20,1e-06,8.51526548668e-24
371.3,1e-09,9.99999999629e-07,3.70929070929e-16,1e-06,6.885444284e-20,1e-06,8.52214907683e-24
371.4,1e-09,9.99999999629e-07,3.71028971029e-16,1e-06,6.88915338411e-20,1e-06,8.52903637558e-24
371.5,1e-09,9.99999999629e-07,3.71128871129e-16,1e-06,6.89286348284e-20,1e-06,8.53592738393e-24
371.6,1e-09,9.99999999629e-07,3.71228771229e-16,1e-06,6.8965745802e-20,1e-06,8.54282210288e-24
371.7,1e-09,9.99999999628e-07,3.71328671329e-16,1e-06,6.90028667619e-20,1e-06,8.54972053343e-24
371.8,1e-09,9.99999999628e-07,3.71428571429e-16,1e-06,6.90399977081e-20,1e-06,8.55662267657e-24
371.9,1e-09,9.99999999628e-07,3.71528471528e-16,1e-06,6.90771386406e-20,1e-06,8.5635285333e-24
372.0,1e-09,9.99999999628e-07,3.71628371628e-16,1e-06,6.91142895594e-20,1e-06,8.57043810463e-24
372.1,1e-09,9.99999999628e-07,3.71728271728e-16,1e-06,6.91514504645e-20,1e-06,8.57735139154e-24
372.2,1e-09,9.99999999628e-07,3.71828171828e-16,1e-06,6.91886213558e-20,1e-06,8.58426839505e-24
372.3,1e-09,9.99999999628e-07,3.71928071928e-16,1e-06,6.92258022335e-20,1e-06,8.59118911615e-24
372.4,1e-09,9.99999999628e-07,3.72027972028e-16,1e-06,6.92629930974e-20,1e-06,8.59811355583e-24
372.5,1e-09,9.99999999628e-07,3.72127872128e-16,1e-06,6.93001939476e-20,1e-06,8.6050417151e-24
372.6,1e-09,9.99999999628e-07,3.72227772228e-16,1e-06,6.93374047841e-20,1e-06,8.61197359495e-24
372.7,1e-09,9.99999999627e-07,3.72327672328e-16,1e-06,6.93746256069e-20,1e-06,8.61890919639e-24
372.8,1e-09,9.99999999627e-07,3.72427572428e-16,1e-06,6.94118564159e-20,1e-06,8.6258485204e-24
372.9,1e-09,9.99999999627e-07,3.72527472527e-16,1e-06,6.94490972112e-20,1e-06,8.632791568e-24
373.0,1e-09,9.99999999627e-07,3.72627372627e-16,1e-06,6.94863479928e-20,1e-06,8.63973834018e-24
373.1,1e-09,9.99999999627e-07,3.72727272727e-16,1e-06,6.95236087607e-20,1e-06,8.64668883793e-24
373.2,1e-09,9.99999999627e-07,3.72827172827e-16,1e-06,6.95608795149e-20,1e-06,8.65364306226e-24
373.3,1e-09,9.99999999627e-07,3.72927072927e-16,1e-06,6.95981602553e-20,1e-06,8.66060101417e-24
373.4,1e-09,9.99999999627e-07,3.73026973027e-16,1e-06,6.9635450982e-20,1e-06,8.66756269464e-24
373.5,1e-09,9.99999999627e-07,3.73126873127e-16,1e-06,6.9672751695e-20,1e-06,8.67452810469e-24
373.6,1e-09,9.99999999627e-07,3.73226773227e-16,1e-06,6.97100623942e-20,1e-06,8.68149724532e-24
373.7,1e-09,9.99999999626e-07,3.73326673327e-16,1e-06,6.97473830798e-20,1e-06,8.68847011751e-24
373.8,1e-09,9.99999999626e-07,3.73426573427e-16,1e-06,6.97847137516e-20,1e-06,8.69544672226e-24
373.9,1e-09,9.99999999626e-07,3.73526473526e-16,1e-06,6.98220544096e-20,1e-06,8.70242706059e-24
374.0,1e-09,9.99999999626e-07,3.73626373626e-16,1e-06,6.98594050539e-20,1e-06,8.70941113348e-24
374.1,1e-09,9.99999999626e-07,3.73726273726e-16,1e-06,6.98967656845e-20,1e-06,8.71639894193e-24
374.2,1e-09,9.99999999626e-07,3.73826173826e-16,1e-06,6.99341363014e-20,1e-06,8.72339048695e-24
374.3,1e-09,9.99999999626e-07,3.73926073926e-16,1e-06,6.99715169045e-20,1e-06,8.73038576952e-24
374.4,1e-09,9.99999999626e-07,3.74025974026e-16,1e-06,7.00089074939e-20,1e-06,8.73738479066e-24
374.5,1e-09,9.99999999626e-07,3.74125874126e-16,1e-06,7.00463080696e-20,1e-06,8.74438755135e-24
374.6,1e-09,9.99999999626e-07,3.74225774226e-16,1e-06,7.00837186315e-20,1e-06,8.7513940526e-24
374.7,1e-09,9.99999999625e-07,3.74325674326e-16,1e-06,7.01211391797e-20,1e-06,8.75840429541e-24
374.8,1e-09,9.99999999625e-07,3.74425574426e-16,1e-06,7.01585697141e-20,1e-06,8.76541828077e-24
374.9,1e-09,9.99999999625e-07,3.74525474525e-16,1e-06,7.01960102348e-20,1e-06,8.77243600969e-24
375.0,1e-09,9.99999999625e-07,3.74625374625e-16,1e-06,7.02334607417e-20,1e-06,8.77945748315e-24
375.1,1e-09,9.99999999625e-07,3.74725274725e-16,1e-06,7.0270921235e-20,1e-06,8.78648270217e-24
375.2,1e-09,9.99999999625e-07,3.74825174825e-16,1e-06,7.03083917144e-20,1e-06,8.79351166773e-24
375.3,1e-09,9.99999999625e-07,3.74925074925e-16,1e-06,7.03458721801e-20,1e-06,8.80054438084e-24
375.4,1e-09,9.99999999625e-07,3.75024975025e-16,1e-06,7.03833626321e-20,1e-06,8.8075808425e-24
375.5,1e-09,9.99999999625e-07,3.75124875125e-16,1e-06,7.04208630704e-20,1e-06,8.8146210537e-24
375.6,1e-09,9.99999999625e-07,3.75224775225e-16,1e-06,7.04583734948e-20,1e-06,8.82166501544e-24
375.7,1e-09,9.99999999624e-07,3.75324675325e-16,1e-06,7.04958939056e-20,1e-06,8.82871272873e-24
375.8,1e-09,9.99999999624e-07,3.75424575425e-16,1e-06,7.05334243025e-20,1e-06,8.83576419456e-24
375.9,1e-09,9.99999999624e-07,3.75524475524e-16,1e-06,7.05709646858e-20,1e-06,8.84281941392e-24
376.0,1e-09,9.99999999624e-07,3.75624375624e-16,1e-06,7.06085150553e-20,1e-06,8.84987838783e-24
376.1,1e-09,9.99999999624e-07,3.75724275724e-16,1e-06,7.0646075411e-20,1e-06,8.85694111727e-24
376.2,1e-09,9.99999999624e-07,3.75824175824e-16,1e-06,7.06836457529e-20,1e-06,8.86400760324e-24
376.3,1e-09,9.99999999624e-07,3.75924075924e-16,1e-06,7.07212260812e-20,1e-06,8.87107784675e-24
376.4,1e-09,9.99999999624e-07,3.76023976024e-16,1e-06,7.07588163956e-20,1e-06,8.87815184879e-24
376.5,1e-09,9.99999999624e-07,3.76123876124e-16,1e-06,7.07964166963e-20,1e-06,8.88522961036e-24
376.6,1e-09,9.99999999624e-07,3.76223776224e-16,1e-06,7.08340269833e-20,1e-06,8.89231113246e-24
376.7,1e-09,9.99999999623e-07,3.76323676324e-16,1e-06,7.08716472565e-20,1e-06,8.89939641609e-24
376.8,1e-09,9.99999999623e-07,3.76423576424e-16,1e-06,7.09092775159e-20,1e-06,8.90648546224e-24
376.9,1e-09,9.99999999623e-07,3.76523476523e-16,1e-06,7.09469177615e-20,1e-06,8.91357827192e-24
377.0,1e-09,9.99999999623e-07,3.76623376623e-16,1e-06,7.09845679934e-20,1e-06,8.92067484613e-24
377.1,1e-09,9.99999999623e-07,3.76723276723e-16,1e-06,7.10222282116e-20,1e-06,8.92777518585e-24
377.2,1e-09,9.99999999623e-07,3.76823176823e-16,1e-06,7.1059898416e-20,1e-06,8.9348792921e-24
377.3,1e-09,9.99999999623e-07,3.76923076923e-16,1e-06,7.10975786066e-20,1e-06,8.94198716587e-24
377.4,1e-09,9.99999999623e-07,3.77022977023e-16,1e-06,7.11352687834e-20,1e-06,8.94909880815e-24
377.5,1e-09,9.99999999623e-07,3.77122877123e-16,1e-06,7.11729689465e-20,1e-06,8.95621421996e-24
377.6,1e-09,9.99999999623e-07,3.77222777223e-16,1e-06,7.12106790958e-20,1e-06,8.96333340228e-24
377.7,1e-09,9.99999999622e-07,3.77322677323e-16,1e-06,7.12483992313e-20,1e-06,8.97045635611e-24
377.8,1e-09,9.99999999622e-07,3.77422577423e-16,1e-06,7.12861293531e-20,1e-06,8.97758308245e-24
377.9,1e-09,9.99999999622e-07,3.77522477522e-16,1e-06,7.13238694611e-20,1e-06,8.98471358231e-24
378.0,1e-09,9.99999999622e-07,3.77622377622e-16,1e-06,7.13616195553e-20,1e-06,8.99184785668e-24
378.1,1e-09,9.99999999622e-07,3.77722277722e-16,1e-06,7.13993796358e-20,1e-06,8.99898590655e-24
378.2,1e-09,9.99999999622e-07,3.77822177822e-16,1e-06,7.14371497025e-20,1e-06,9.00612773294e-24
378.3,1e-09,9.99999999622e-07,3.77922077922e-16,1e-06,7.14749297554e-20,1e-06,9.01327333683e-24
378.4,1e-09,9.99999999622e-07,3.78021978022e-16,1e-06,7.15127197945e-20,1e-06,9.02042271922e-24
378.5,1e-09,9.99999999622e-07,3.78121878122e-16,1e-06,7.15505198199e-20,1e-06,9.02757588112e-24
378.6,1e-09,9.99999999622e-07,3.78221778222e-16,1e-06,7.15883298314e-20,1e-06,9.03473282352e-24
378.7,1e-09,9.99999999621e-07,3.78321678322e-16,1e-06,7.16261498292e-20,1e-06,9.04189354741e-24
378.8,1e-09,9.99999999621e-07,3.78421578422e-16,1e-06,7.16639798132e-20,1e-06,9.04905805381e-24
378.9,1e-09,9.99999999621e-07,3.78521478521e-16,1e-06,7.17018197835e-20,1e-06,9.05622634371e-24
379.0,1e-09,9.99999999621e-07,3.78621378621e-16,1e-06,7.17396697399e-20,1e-06,9.0633984181e-24
379.1,1e-09,9.99999999621e-07,3.78721278721e-16,1e-06,7.17775296826e-20,1e-06,9.07057427799e-24
379.2,1e-09,9.99999999621e-07,3.78821178821e-16,1e-06,7.18153996115e-20,1e-06,9.07775392437e-24
379.3,1e-09,9.99999999621e-07,3.78921078921e-16,1e-06,7.18532795266e-20,1e-06,9.08493735824e-24
379.4,1e-09,9.99999999621e-07,3.79020979021e-16,1e-06,7.18911694279e-20,1e-06,9.09212458061e-24
379.5,1e-09,9.99999999621e-07,3.79120879121e-16,1e-06,7.19290693154e-20,1e-06,9.09931559246e-24
379.6,1e-09,9.99999999621e-07,3.79220779221e-16,1e-06,7.19669791891e-20,1e-06,9.1065103948e-24
379.7,1e-09,9.9999999962e-07,3.79320679321e-16,1e-06,7.20048990491e-20,1e-06,9.11370898863e-24
379.8,1e-09,9.9999999962e-07,3.79420579421e-16,1e-06,7.20428288953e-20,1e-06,9.12091137494e-24
379.9,1e-09,9.9999999962e-07,3.7952047952e-16,1e-06,7.20807687276e-20,1e-06,9.12811755474e-24
380.0,1e-09,9.9999999962e-07,3.7962037962e-16,1e-06,7.21187185462e-20,1e-06,9.13532752902e-24
380.1,1e-09,9.9999999962e-07,3.7972027972e-16,1e-06,7.2156678351e-20,1e-06,9.14254129878e-24
380.2,1e-09,9.9999999962e-07,3.7982017982e-16,1e-06,7.2194648142e-20,1e-06,9.14975886502e-24
380.3,1e-09,9.9999999962e-07,3.7992007992e-16,1e-06,7.22326279192e-20,1e-06,9.15698022874e-24
380.4,1e-09,9.9999999962e-07,3.8001998002e-16,1e-06,7.22706176826e-20,1e-06,9.16420539094e-24
380.5,1e-09,9.9999999962e-07,3.8011988012e-16,1e-06,7.23086174322e-20,1e-06,9.17143435261e-24
380.6,1e-09,9.9999999962e-07,3.8021978022e-16,1e-06,7.2346627168e-20,1e-06,9.17866711476e-24
380.7,1e-09,9.99999999619e-07,3.8031968032e-16,1e-06,7.238464689e-20,1e-06,9.18590367838e-24
380.8,1e-09,9.99999999619e-07,3.8041958042e-16,1e-06,7.24226765982e-20,1e-06,9.19314404447e-24
380.9,1e-09,9.99999999619e-07,3.80519480519e-16,1e-06,7.24607162926e-20,1e-06,9.20038821403e-24
381.0,1e-09,9.99999999619e-07,3.80619380619e-16,1e-06,7.24987659732e-20,1e-06,9.20763618806e-24
381.1,1e-09,9.99999999619e-07,3.80719280719e-16,1e-06,7.253682564e-20,1e-06,9.21488796755e-24
381.2,1e-09,9.99999999619e-07,3.80819180819e-16,1e-06,7.2574895293e-20,1e-06,9.22214355352e-24
381.3,1e-09,9.99999999619e-07,3.80919080919e-16,1e-06,7.26129749321e-20,1e-06,9.22940294694e-24
381.4,1e-09,9.99999999619e-07,3.81018981019e-16,1e-06,7.26510645575e-20,1e-06,9.23666614884e-24
381.5,1e-09,9.99999999619e-07,3.81118881119e-16,1e-06,7.26891641691e-20,1e-06,9.24393316019e-24
381.6,1e-09,9.99999999619e-07,3.81218781219e-16,1e-06,7.27272737669e-20,1e-06,9.251203982e-24
381.7,1e-09,9.99999999618e-07,3.81318681319e-16,1e-06,7.27653933508e-20,1e-06,9.25847861527e-24
381.8,1e-09,9.99999999618e-07,3.81418581419e-16,1e-06,7.2803522921e-20,1e-06,9.265757061e-24
381.9,1e-09,9.99999999618e-07,3.81518481518e-16,1e-06,7.28416624773e-20,1e-06,9.27303932019e-24
382.0,1e-09,9.99999999618e-07,3.81618381618e-16,1e-06,7.28798120198e-20,1e-06,9.28032539383e-24
382.1,1e-09,9.99999999618e-07,3.81718281718e-16,1e-06,7.29179715485e-20,1e-06,9.28761528292e-24
382.2,1e-09,9.99999999618e-07,3.81818181818e-16,1e-06,7.29561410634e-20,1e-06,9.29490898847e-24
382.3,1e-09,9.99999999618e-07,3.81918081918e-16,1e-06,7.29943205645e-20,1e-06,9.30220651147e-24
382.4,1e-09,9.99999999618e-07,3.82017982018e-16,1e-06,7.30325100518e-20,1e-06,9.30950785292e-24
382.5,1e-09,9.99999999618e-07,3.82117882118e-16,1e-06,7.30707095252e-20,1e-06,9.31681301381e-24
382.6,1e-09,9.99999999618e-07,3.82217782218e-16,1e-06,7.31089189849e-20,1e-06,9.32412199515e-24
382.7,1e-09,9.99999999617e-07,3.82317682318e-16,1e-06,7.31471384307e-20,1e-06,9.33143479794e-24
382.8,1e-09,9.99999999617e-07,3.82417582418e-16,1e-06,7.31853678627e-20,1e-06,9.33875142317e-24
382.9,1e-09,9.99999999617e-07,3.82517482517e-16,1e-06,7.32236072808e-20,1e-06,9.34607187184e-24
383.0,1e-09,9.99999999617e-07,3.82617382617e-16,1e-06,7.32618566852e-20,1e-06,9.35339614496e-24
383.1,1e-09,9.99999999617e-07,3.82717282717e-16,1e-06,7.33001160757e-20,1e-06,9.36072424351e-24
383.2,1e-09,9.99999999617e-07,3.82817182817e-16,1e-06,7.33383854524e-20,1e-06,9.36805616851e-24
383.3,1e-09,9.99999999617e-07,3.82917082917e-16,1e-06,7.33766648153e-20,1e-06,9.37539192094e-24
383.4,1e-09,9.99999999617e-07,3.83016983017e-16,1e-06,7.34149541643e-20,1e-06,9.3827315018e-24
383.5,1e-09,9.99999999617e-07,3.83116883117e-16,1e-06,7.34532534996e-20,1e-06,9.3900749121e-24
383.6,1e-09,9.99999999617e-07,3.83216783217e-16,1e-06,7.34915628209e-20,1e-06,9.39742215283e-24
383.7,1e-09,9.99999999616e-07,3.83316683317e-16,1e-06,7.35298821285e-20,1e-06,9.404773225e-24
383.8,1e-09,9.99999999616e-07,3.83416583417e-16,1e-06,7.35682114222e-20,1e-06,9.41212812959e-24
383.9,1e-09,9.99999999616e-07,3.83516483516e-16,1e-06,7.36065507022e-20,1e-06,9.41948686761e-24
384.0,1e-09,9.99999999616e-07,3.83616383616e-16,1e-06,7.36448999682e-20,1e-06,9.42684944006e-24
384.1,1e-09,9.99999999616e-07,3.83716283716e-16,1e-06,7.36832592205e-20,1e-06,9.43421584794e-24
384.2,1e-09,9.99999999616e-07,3.83816183816e-16,1e-06,7.37216284589e-20,1e-06,9.44158609224e-24
384.3,1e-09,9.99999999616e-07,3.83916083916e-16,1e-06,7.37600076834e-20,1e-06,9.44896017396e-24
384.4,1e-09,9.99999999616e-07,3.84015984016e-16,1e-06,7.37983968942e-20,1e-06,9.45633809411e-24
384.5,1e-09,9.99999999616e-07,3.84115884116e-16,1e-06,7.38367960911e-20,1e-06,9.46371985367e-24
384.6,1e-09,9.99999999616e-07,3.84215784216e-16,1e-06,7.38752052741e-20,1e-06,9.47110545366e-24
384.7,1e-09,9.99999999615e-07,3.84315684316e-16,1e-06,7.39136244433e-20,1e-06,9.47849489506e-24
384.8,1e-09,9.99999999615e-07,3.84415584416e-16,1e-06,7.39520535987e-20,1e-06,9.48588817888e-24
384.9,1e-09,9.99999999615e-07,3.84515484515e-16,1e-06,7.39904927403e-20,1e-06,9.49328530611e-24
385.0,1e-09,9.99999999615e-07,3.84615384615e-16,1e-06,7.4028941868e-20,1e-06,9.50068627776e-24
385.1,1e-09,9.99999999615e-07,3.84715284715e-16,1e-06,7.40674009818e-20,1e-06,9.50809109482e-24
385.2,1e-09,9.99999999615e-07,3.84815184815e-16,1e-06,7.41058700818e-20,1e-06,9.51549975829e-24
385.3,1e-09,9.99999999615e-07,3.84915084915e-16,1e-06,7.4144349168e-20,1e-06,9.52291226916e-24
385.4,1e-09,9.99999999615e-07,3.85014985015e-16,1e-06,7.41828382403e-20,1e-06,9.53032862845e-24
385.5,1e-09,9.99999999615e-07,3.85114885115e-16,1e-06,7.42213372988e-20,1e-06,9.53774883714e-24
385.6,1e-09,9.99999999615e-07,3.85214785215e-16,1e-06,7.42598463434e-20,1e-06,9.54517289624e-24
385.7,1e-09,9.99999999614e-07,3.85314685315e-16,1e-06,7.42983653742e-20,1e-06,9.55260080674e-24
385.8,1e-09,9.99999999614e-07,3.85414585415e-16,1e-06,7.43368943911e-20,1e-06,9.56003256965e-24
385.9,1e-09,9.99999999614e-07,3.85514485514e-16,1e-06,7.43754333942e-20,1e-06,9.56746818595e-24
386.0,1e-09,9.99999999614e-07,3.85614385614e-16,1e-06,7.44139823834e-20,1e-06,9.57490765666e-24
386.1,1e-09,9.99999999614e-07,3.85714285714e-16,1e-06,7.44525413587e-20,1e-06,9.58235098276e-24
386.2,1e-09,9.99999999614e-07,3.85814185814e-16,1e-06,7.44911103203e-20,1e-06,9.58979816526e-24
386.3,1e-09,9.99999999614e-07,3.85914085914e-16,1e-06,7.45296892679e-20,1e-06,9.59724920516e-24
386.4,1e-09,9.99999999614e-07,3.86013986014e-16,1e-06,7.45682782017e-20,1e-06,9.60470410345e-24
386.5,1e-09,9.99999999614e-07,3.86113886114e-16,1e-06,7.46068771217e-20,1e-06,9.61216286113e-24
386.6,1e-09,9.99999999614e-07,3.86213786214e-16,1e-06,7.46454860277e-20,1e-06,9.6196254792e-24
386.7,1e-09,9.99999999613e-07,3.86313686314e-16,1e-06,7.468410492e-20,1e-06,9.62709195867e-24
386.8,1e-09,9.99999999613e-07,3.86413586414e-16,1e-06,7.47227337983e-20,1e-06,9.63456230052e-24
386.9,1e-09,9.99999999613e-07,3.86513486513e-16,1e-06,7.47613726628e-20,1e-06,9.64203650576e-24
387.0,1e-09,9.99999999613e-07,3.86613386613e-16,1e-06,7.48000215135e-20,1e-06,9.64951457538e-24
387.1,1e-09,9.99999999613e-07,3.86713286713e-16,1e-06,7.48386803503e-20,1e-06,9.65699651039e-24
387.2,1e-09,9.99999999613e-07,3.86813186813e-16,1e-06,7.48773491732e-20,1e-06,9.66448231179e-24
387.3,1e-09,9.99999999613e-07,3.86913086913e-16,1e-06,7.49160279822e-20,1e-06,9.67197198056e-24
387.4,1e-09,9.99999999613e-07,3.87012987013e-16,1e-06,7.49547167774e-20,1e-06,9.67946551771e-24
387.5,1e-09,9.99999999613e-07,3.87112887113e-16,1e-06,7.49934155587e-20,1e-06,9.68696292425e-24
387.6,1e-09,9.99999999613e-07,3.87212787213e-16,1e-06,7.50321243262e-20,1e-06,9.69446420116e-24
387.7,1e-09,9.99999999612e-07,3.87312687313e-16,1e-06,7.50708430798e-20,1e-06,9.70196934944e-24
387.8,1e-09,9.99999999612e-07,3.87412587413e-16,1e-06,7.51095718195e-20,1e-06,9.70947837011e-24
387.9,1e-09,9.99999999612e-07,3.87512487512e-16,1e-06,7.51483105453e-20,1e-06,9.71699126414e-24
388.0,1e-09,9.99999999612e-07,3.87612387612e-16,1e-06,7.51870592573e-20,1e-06,9.72450803255e-24
388.1,1e-09,9.99999999612e-07,3.87712287712e-16,1e-06,7.52258179554e-20,1e-06,9.73202867632e-24
388.2,1e-09,9.99999999612e-07,3.87812187812e-16,1e-06,7.52645866396e-20,1e-06,9.73955319647e-24
388.3,1e-09,9.99999999612e-07,3.87912087912e-16,1e-06,7.530336531e-20,1e-06,9.74708159398e-24
388.4,1e-09,9.99999999612e-07,3.88011988012e-16,1e-06,7.53421539664e-20,1e-06,9.75461386986e-24
388.5,1e-09,9.99999999612e-07,3.88111888112e-16,1e-06,7.5380952609e-20,1e-06,9.76215002511e-24
388.6,1e-09,9.99999999612e-07,3.88211788212e-16,1e-06,7.54197612377e-20,1e-06,9.76969006072e-24
388.7,1e-09,9.99999999611e-07,3.88311688312e-16,1e-06,7.54585798526e-20,1e-06,9.77723397769e-24
388.8,1e-09,9.99999999611e-07,3.88411588412e-16,1e-06,7.54974084535e-20,1e-06,9.78478177702e-24
388.9,1e-09,9.99999999611e-07,3.88511488511e-16,1e-06,7.55362470406e-20,1e-06,9.79233345971e-24
389.0,1e-09,9.99999999611e-07,3.88611388611e-16,1e-06,7.55750956138e-20,1e-06,9.79988902676e-24
389.1,1e-09,9.99999999611e-07,3.88711288711e-16,1e-06,7.56139541731e-20,1e-06,9.80744847916e-24
389.2,1e-09,9.99999999611e-07,3.88811188811e-16,1e-06,7.56528227185e-20,1e-06,9.81501181792e-24
389.3,1e-09,9.99999999611e-07,3.88911088911e-16,1e-06,7.569170125e-20,1e-06,9.82257904404e-24
389.4,1e-09,9.99999999611e-07,3.89010989011e-16,1e-06,7.57305897677e-20,1e-06,9.83015015851e-24
389.5,1e-09,9.99999999611e-07,3.89110889111e-16,1e-06,7.57694882715e-20,1e-06,9.83772516232e-24
389.6,1e-09,9.99999999611e-07,3.89210789211e-16,1e-06,7.58083967613e-20,1e-06,9.84530405649e-24
389.7,1e-09,9.9999999961e-07,3.89310689311e-16,1e-06,7.58473152373e-20,1e-06,9.85288684201e-24
