time,glucose,hexokinase,glucose6phosphate,phosphoglucoisomerase,fructose6phosphate,phosphoglucoisomerase2,glucose6phosphatereversible,phosphofructokinase,fructose16biphosphate
540.0,4e-09,9.99999997842e-07,2.15725964615e-15,1e-06,5.82406831107e-19,1e-06,1.04842703601e-22,1e-06,1.04856859662e-22
540.1,4e-09,9.99999997842e-07,2.15765903081e-15,1e-06,5.82622518314e-19,1e-06,1.04900955068e-22,1e-06,1.04915121618e-22
540.2,4e-09,9.99999997841e-07,2.15805841542e-15,1e-06,5.82838245437e-19,1e-06,1.04959228106e-22,1e-06,1.0497340515e-22
540.3,4e-09,9.99999997841e-07,2.15845779999e-15,1e-06,5.83054012477e-19,1e-06,1.05017522718e-22,1e-06,1.05031710263e-22
540.4,4e-09,9.99999997841e-07,2.15885718453e-15,1e-06,5.83269819433e-19,1e-06,1.0507583891e-22,1e-06,1.0509003696e-22
540.5,4e-09,9.9999999784e-07,2.15925656902e-15,1e-06,5.83485666307e-19,1e-06,1.05134176684e-22,1e-06,1.05148385246e-22
540.6,4e-09,9.9999999784e-07,2.15965595348e-15,1e-06,5.83701553097e-19,1e-06,1.05192536044e-22,1e-06,1.05206755125e-22
540.7,4e-09,9.99999997839e-07,2.16005533789e-15,1e-06,5.83917479803e-19,1e-06,1.05250916995e-22,1e-06,1.05265146599e-22
540.8,4e-09,9.99999997839e-07,2.16045472227e-15,1e-06,5.84133446426e-19,1e-06,1.05309319541e-22,1e-06,1.05323559675e-22
540.9,4e-09,9.99999997839e-07,2.1608541066e-15,1e-06,5.84349452966e-19,1e-06,1.05367743686e-22,1e-06,1.05381994355e-22
541.0,4e-09,9.99999997838e-07,2.1612534909e-15,1e-06,5.84565499423e-19,1e-06,1.05426189433e-22,1e-06,1.05440450643e-22
541.1,4e-09,9.99999997838e-07,2.16165287515e-15,1e-06,5.84781585796e-19,1e-06,1.05484656787e-22,1e-06,1.05498928544e-22
541.2,4e-09,9.99999997837e-07,2.16205225937e-15,1e-06,5.84997712086e-19,1e-06,1.05543145752e-22,1e-06,1.05557428061e-22
541.3,4e-09,9.99999997837e-07,2.16245164354e-15,1e-06,5.85213878292e-19,1e-06,1.05601656331e-22,1e-06,1.05615949199e-22
541.4,4e-09,9.99999997837e-07,2.16285102768e-15,1e-06,5.85430084416e-19,1e-06,1.05660188529e-22,1e-06,1.05674491961e-22
541.5,4e-09,9.99999997836e-07,2.16325041177e-15,1e-06,5.85646330455e-19,1e-06,1.05718742349e-22,1e-06,1.05733056352e-22
541.6,4e-09,9.99999997836e-07,2.16364979583e-15,1e-06,5.85862616412e-19,1e-06,1.05777317796e-22,1e-06,1.05791642375e-22
541.7,4e-09,9.99999997835e-07,2.16404917984e-15,1e-06,5.86078942284e-19,1e-06,1.05835914874e-22,1e-06,1.05850250035e-22
541.8,4e-09,9.99999997835e-07,2.16444856382e-15,1e-06,5.86295308074e-19,1e-06,1.05894533586e-22,1e-06,1.05908879335e-22
541.9,4e-09,9.99999997835e-07,2.16484794775e-15,1e-06,5.8651171378e-19,1e-06,1.05953173936e-22,1e-06,1.0596753028e-22
542.0,4e-09,9.99999997834e-07,2.16524733165e-15,1e-06,5.86728159403e-19,1e-06,1.0601183593e-22,1e-06,1.06026202873e-22
542.1,4e-09,9.99999997834e-07,2.1656467155e-15,1e-06,5.86944644942e-19,1e-06,1.0607051957e-22,1e-06,1.06084897118e-22
542.2,4e-09,9.99999997833e-07,2.16604609932e-15,1e-06,5.87161170398e-19,1e-06,1.0612922486e-22,1e-06,1.0614361302e-22
542.3,4e-09,9.99999997833e-07,2.16644548309e-15,1e-06,5.8737773577e-19,1e-06,1.06187951805e-22,1e-06,1.06202350582e-22
542.4,4e-09,9.99999997833e-07,2.16684486683e-15,1e-06,5.87594341059e-19,1e-06,1.06246700408e-22,1e-06,1.06261109809e-22
542.5,4e-09,9.99999997832e-07,2.16724425052e-15,1e-06,5.87810986264e-19,1e-06,1.06305470674e-22,1e-06,1.06319890704e-22
542.6,4e-09,9.99999997832e-07,2.16764363418e-15,1e-06,5.88027671386e-19,1e-06,1.06364262607e-22,1e-06,1.06378693271e-22
542.7,4e-09,9.99999997831e-07,2.1680430178e-15,1e-06,5.88244396424e-19,1e-06,1.0642307621e-22,1e-06,1.06437517515e-22
542.8,4e-09,9.99999997831e-07,2.16844240137e-15,1e-06,5.88461161379e-19,1e-06,1.06481911487e-22,1e-06,1.06496363439e-22
542.9,4e-09,9.99999997831e-07,2.16884178491e-15,1e-06,5.88677966251e-19,1e-06,1.06540768443e-22,1e-06,1.06555231048e-22
543.0,4e-09,9.9999999783e-07,2.1692411684e-15,1e-06,5.88894811039e-19,1e-06,1.06599647082e-22,1e-06,1.06614120345e-22
543.1,4e-09,9.9999999783e-07,2.16964055186e-15,1e-06,5.89111695743e-19,1e-06,1.06658547407e-22,1e-06,1.06673031334e-22
543.2,4e-09,9.99999997829e-07,2.17003993527e-15,1e-06,5.89328620364e-19,1e-06,1.06717469422e-22,1e-06,1.0673196402e-22
543.3,4e-09,9.99999997829e-07,2.17043931865e-15,1e-06,5.89545584901e-19,1e-06,1.06776413132e-22,1e-06,1.06790918406e-22
543.4,4e-09,9.99999997829e-07,2.17083870199e-15,1e-06,5.89762589355e-19,1e-06,1.06835378541e-22,1e-06,1.06849894496e-22
543.5,4e-09,9.99999997828e-07,2.17123808528e-15,1e-06,5.89979633725e-19,1e-06,1.06894365651e-22,1e-06,1.06908892295e-22
543.6,4e-09,9.99999997828e-07,2.17163746854e-15,1e-06,5.90196718012e-19,1e-06,1.06953374469e-22,1e-06,1.06967911806e-22
543.7,4e-09,9.99999997827e-07,2.17203685176e-15,1e-06,5.90413842215e-19,1e-06,1.07012404996e-22,1e-06,1.07026953033e-22
543.8,4e-09,9.99999997827e-07,2.17243623493e-15,1e-06,5.90631006334e-19,1e-06,1.07071457238e-22,1e-06,1.07086015981e-22
543.9,4e-09,9.99999997827e-07,2.17283561807e-15,1e-06,5.9084821037e-19,1e-06,1.07130531199e-22,1e-06,1.07145100653e-22
544.0,4e-09,9.99999997826e-07,2.17323500117e-15,1e-06,5.91065454323e-19,1e-06,1.07189626882e-22,1e-06,1.07204207053e-22
544.1,4e-09,9.99999997826e-07,2.17363438422e-15,1e-06,5.91282738191e-19,1e-06,1.07248744291e-22,1e-06,1.07263335186e-22
544.2,4e-09,9.99999997825e-07,2.17403376724e-15,1e-06,5.91500061977e-19,1e-06,1.07307883431e-22,1e-06,1.07322485055e-22
544.3,4e-09,9.99999997825e-07,2.17443315022e-15,1e-06,5.91717425678e-19,1e-06,1.07367044305e-22,1e-06,1.07381656664e-22
544.4,4e-09,9.99999997825e-07,2.17483253315e-15,1e-06,5.91934829296e-19,1e-06,1.07426226917e-22,1e-06,1.07440850018e-22
544.5,4e-09,9.99999997824e-07,2.17523191605e-15,1e-06,5.9215227283e-19,1e-06,1.07485431272e-22,1e-06,1.0750006512e-22
544.6,4e-09,9.99999997824e-07,2.17563129891e-15,1e-06,5.92369756281e-19,1e-06,1.07544657373e-22,1e-06,1.07559301974e-22
544.7,4e-09,9.99999997823e-07,2.17603068172e-15,1e-06,5.92587279648e-19,1e-06,1.07603905224e-22,1e-06,1.07618560584e-22
544.8,4e-09,9.99999997823e-07,2.1764300645e-15,1e-06,5.92804842931e-19,1e-06,1.0766317483e-22,1e-06,1.07677840955e-22
544.9,4e-09,9.99999997823e-07,2.17682944724e-15,1e-06,5.93022446131e-19,1e-06,1.07722466194e-22,1e-06,1.07737143089e-22
545.0,4e-09,9.99999997822e-07,2.17722882993e-15,1e-06,5.93240089247e-19,1e-06,1.0778177932e-22,1e-06,1.07796466992e-22
545.1,4e-09,9.99999997822e-07,2.17762821259e-15,1e-06,5.93457772279e-19,1e-06,1.07841114213e-22,1e-06,1.07855812668e-22
545.2,4e-09,9.99999997821e-07,2.17802759521e-15,1e-06,5.93675495228e-19,1e-06,1.07900470876e-22,1e-06,1.07915180119e-22
545.3,4e-09,9.99999997821e-07,2.17842697779e-15,1e-06,5.93893258093e-19,1e-06,1.07959849313e-22,1e-06,1.07974569351e-22
545.4,4e-09,9.99999997821e-07,2.17882636032e-15,1e-06,5.94111060874e-19,1e-06,1.08019249529e-22,1e-06,1.08033980367e-22
545.5,4e-09,9.9999999782e-07,2.17922574282e-15,1e-06,5.94328903572e-19,1e-06,1.08078671527e-22,1e-06,1.08093413171e-22
545.6,4e-09,9.9999999782e-07,2.17962512528e-15,1e-06,5.94546786186e-19,1e-06,1.08138115311e-22,1e-06,1.08152867768e-22
545.7,4e-09,9.99999997819e-07,2.1800245077e-15,1e-06,5.94764708716e-19,1e-06,1.08197580885e-22,1e-06,1.0821234416e-22
545.8,4e-09,9.99999997819e-07,2.18042389007e-15,1e-06,5.94982671162e-19,1e-06,1.08257068254e-22,1e-06,1.08271842353e-22
545.9,4e-09,9.99999997819e-07,2.18082327241e-15,1e-06,5.95200673525e-19,1e-06,1.08316577421e-22,1e-06,1.0833136235e-22
546.0,4e-09,9.99999997818e-07,2.18122265471e-15,1e-06,5.95418715804e-19,1e-06,1.0837610839e-22,1e-06,1.08390904155e-22
546.1,4e-09,9.99999997818e-07,2.18162203697e-15,1e-06,5.95636797999e-19,1e-06,1.08435661165e-22,1e-06,1.08450467773e-22
546.2,4e-09,9.99999997817e-07,2.18202141918e-15,1e-06,5.9585492011e-19,1e-06,1.08495235751e-22,1e-06,1.08510053206e-22
546.3,4e-09,9.99999997817e-07,2.18242080136e-15,1e-06,5.96073082138e-19,1e-06,1.08554832151e-22,1e-06,1.0856966046e-22
546.4,4e-09,9.99999997817e-07,2.1828201835e-15,1e-06,5.96291284081e-19,1e-06,1.08614450368e-22,1e-06,1.08629289538e-22
546.5,4e-09,9.99999997816e-07,2.1832195656e-15,1e-06,5.96509525941e-19,1e-06,1.08674090409e-22,1e-06,1.08688940444e-22
546.6,4e-09,9.99999997816e-07,2.18361894766e-15,1e-06,5.96727807718e-19,1e-06,1.08733752275e-22,1e-06,1.08748613182e-22
546.7,4e-09,9.99999997815e-07,2.18401832968e-15,1e-06,5.9694612941e-19,1e-06,1.08793435971e-22,1e-06,1.08808307757e-22
546.8,4e-09,9.99999997815e-07,2.18441771165e-15,1e-06,5.97164491018e-19,1e-06,1.08853141502e-22,1e-06,1.08868024171e-22
546.9,4e-09,9.99999997815e-07,2.18481709359e-15,1e-06,5.97382892543e-19,1e-06,1.08912868871e-22,1e-06,1.0892776243e-22
547.0,4e-09,9.99999997814e-07,2.18521647549e-15,1e-06,5.97601333984e-19,1e-06,1.08972618082e-22,1e-06,1.08987522536e-22
547.1,4e-09,9.99999997814e-07,2.18561585735e-15,1e-06,5.97819815341e-19,1e-06,1.09032389139e-22,1e-06,1.09047304495e-22
547.2,4e-09,9.99999997813e-07,2.18601523917e-15,1e-06,5.98038336614e-19,1e-06,1.09092182046e-22,1e-06,1.0910710831e-22
547.3,4e-09,9.99999997813e-07,2.18641462095e-15,1e-06,5.98256897804e-19,1e-06,1.09151996808e-22,1e-06,1.09166933985e-22
547.4,4e-09,9.99999997813e-07,2.18681400268e-15,1e-06,5.98475498909e-19,1e-06,1.09211833427e-22,1e-06,1.09226781524e-22
547.5,4e-09,9.99999997812e-07,2.18721338438e-15,1e-06,5.98694139931e-19,1e-06,1.09271691909e-22,1e-06,1.09286650932e-22
547.6,4e-09,9.99999997812e-07,2.18761276604e-15,1e-06,5.98912820869e-19,1e-06,1.09331572256e-22,1e-06,1.09346542211e-22
547.7,4e-09,9.99999997811e-07,2.18801214766e-15,1e-06,5.99131541723e-19,1e-06,1.09391474474e-22,1e-06,1.09406455366e-22
547.8,4e-09,9.99999997811e-07,2.18841152924e-15,1e-06,5.99350302493e-19,1e-06,1.09451398566e-22,1e-06,1.09466390402e-22
547.9,4e-09,9.99999997811e-07,2.18881091078e-15,1e-06,5.99569103179e-19,1e-06,1.09511344536e-22,1e-06,1.09526347321e-22
548.0,4e-09,9.9999999781e-07,2.18921029228e-15,1e-06,5.99787943781e-19,1e-06,1.09571312388e-22,1e-06,1.09586326129e-22
548.1,4e-09,9.9999999781e-07,2.18960967374e-15,1e-06,6.00006824299e-19,1e-06,1.09631302126e-22,1e-06,1.09646326829e-22
548.2,4e-09,9.99999997809e-07,2.19000905516e-15,1e-06,6.00225744733e-19,1e-06,1.09691313754e-22,1e-06,1.09706349424e-22
548.3,4e-09,9.99999997809e-07,2.19040843654e-15,1e-06,6.00444705084e-19,1e-06,1.09751347276e-22,1e-06,1.0976639392e-22
548.4,4e-09,9.99999997809e-07,2.19080781787e-15,1e-06,6.0066370535e-19,1e-06,1.09811402696e-22,1e-06,1.0982646032e-22
548.5,4e-09,9.99999997808e-07,2.19120719917e-15,1e-06,6.00882745533e-19,1e-06,1.09871480018e-22,1e-06,1.09886548628e-22
548.6,4e-09,9.99999997808e-07,2.19160658043e-15,1e-06,6.01101825631e-19,1e-06,1.09931579247e-22,1e-06,1.09946658848e-22
548.7,4e-09,9.99999997807e-07,2.19200596165e-15,1e-06,6.01320945646e-19,1e-06,1.09991700385e-22,1e-06,1.10006790984e-22
548.8,4e-09,9.99999997807e-07,2.19240534283e-15,1e-06,6.01540105576e-19,1e-06,1.10051843437e-22,1e-06,1.10066945039e-22
548.9,4e-09,9.99999997807e-07,2.19280472397e-15,1e-06,6.01759305423e-19,1e-06,1.10112008407e-22,1e-06,1.10127121019e-22
549.0,4e-09,9.99999997806e-07,2.19320410507e-15,1e-06,6.01978545186e-19,1e-06,1.10172195299e-22,1e-06,1.10187318927e-22
549.1,4e-09,9.99999997806e-07,2.19360348613e-15,1e-06,6.02197824864e-19,1e-06,1.10232404117e-22,1e-06,1.10247538767e-22
549.2,4e-09,9.99999997805e-07,2.19400286715e-15,1e-06,6.02417144459e-19,1e-06,1.10292634865e-22,1e-06,1.10307780543e-22
549.3,4e-09,9.99999997805e-07,2.19440224813e-15,1e-06,6.0263650397e-19,1e-06,1.10352887548e-22,1e-06,1.10368044259e-22
549.4,4e-09,9.99999997805e-07,2.19480162907e-15,1e-06,6.02855903396e-19,1e-06,1.10413162168e-22,1e-06,1.10428329919e-22
549.5,4e-09,9.99999997804e-07,2.19520100997e-15,1e-06,6.03075342739e-19,1e-06,1.10473458729e-22,1e-06,1.10488637526e-22
549.6,4e-09,9.99999997804e-07,2.19560039083e-15,1e-06,6.03294821997e-19,1e-06,1.10533777237e-22,1e-06,1.10548967086e-22
549.7,4e-09,9.99999997803e-07,2.19599977165e-15,1e-06,6.03514341172e-19,1e-06,1.10594117695e-22,1e-06,1.10609318602e-22
549.8,4e-09,9.99999997803e-07,2.19639915243e-15,1e-06,6.03733900262e-19,1e-06,1.10654480107e-22,1e-06,1.10669692077e-22
549.9,4e-09,9.99999997803e-07,2.19679853317e-15,1e-06,6.03953499268e-19,1e-06,1.10714864476e-22,1e-06,1.10730087517e-22
550.0,4e-09,9.99999997802e-07,2.19719791387e-15,1e-06,6.04173138191e-19,1e-06,1.10775270808e-22,1e-06,1.10790504925e-22
550.1,4e-09,9.99999997802e-07,2.19759729453e-15,1e-06,6.04392817029e-19,1e-06,1.10835699105e-22,1e-06,1.10850944304e-22
550.2,4e-09,9.99999997801e-07,2.19799667515e-15,1e-06,6.04612535783e-19,1e-06,1.10896149373e-22,1e-06,1.10911405659e-22
550.3,4e-09,9.99999997801e-07,2.19839605573e-15,1e-06,6.04832294453e-19,1e-06,1.10956621614e-22,1e-06,1.10971888995e-22
550.4,4e-09,9.99999997801e-07,2.19879543627e-15,1e-06,6.05052093039e-19,1e-06,1.11017115833e-22,1e-06,1.11032394314e-22
550.5,4e-09,9.999999978e-07,2.19919481677e-15,1e-06,6.05271931541e-19,1e-06,1.11077632034e-22,1e-06,1.11092921621e-22
550.6,4e-09,9.999999978e-07,2.19959419723e-15,1e-06,6.05491809958e-19,1e-06,1.1113817022e-22,1e-06,1.1115347092e-22
550.7,4e-09,9.99999997799e-07,2.19999357765e-15,1e-06,6.05711728292e-19,1e-06,1.11198730397e-22,1e-06,1.11214042215e-22
550.8,4e-09,9.99999997799e-07,2.20039295804e-15,1e-06,6.05931686541e-19,1e-06,1.11259312567e-22,1e-06,1.1127463551e-22
550.9,4e-09,9.99999997799e-07,2.20079233838e-15,1e-06,6.06151684706e-19,1e-06,1.11319916735e-22,1e-06,1.11335250809e-22
551.0,4e-09,9.99999997798e-07,2.20119171868e-15,1e-06,6.06371722788e-19,1e-06,1.11380542905e-22,1e-06,1.11395888115e-22
551.1,4e-09,9.99999997798e-07,2.20159109894e-15,1e-06,6.06591800785e-19,1e-06,1.11441191081e-22,1e-06,1.11456547434e-22
551.2,4e-09,9.99999997797e-07,2.20199047916e-15,1e-06,6.06811918697e-19,1e-06,1.11501861267e-22,1e-06,1.11517228768e-22
551.3,4e-09,9.99999997797e-07,2.20238985934e-15,1e-06,6.07032076526e-19,1e-06,1.11562553466e-22,1e-06,1.11577932122e-22
551.4,4e-09,9.99999997797e-07,2.20278923948e-15,1e-06,6.0725227427e-19,1e-06,1.11623267683e-22,1e-06,1.116386575e-22
551.5,4e-09,9.99999997796e-07,2.20318861958e-15,1e-06,6.07472511931e-19,1e-06,1.11684003922e-22,1e-06,1.11699404906e-22
551.6,4e-09,9.99999997796e-07,2.20358799964e-15,1e-06,6.07692789507e-19,1e-06,1.11744762187e-22,1e-06,1.11760174344e-22
551.7,4e-09,9.99999997795e-07,2.20398737967e-15,1e-06,6.07913106998e-19,1e-06,1.11805542481e-22,1e-06,1.11820965817e-22
551.8,4e-09,9.99999997795e-07,2.20438675965e-15,1e-06,6.08133464406e-19,1e-06,1.1186634481e-22,1e-06,1.1188177933e-22
551.9,4e-09,9.99999997795e-07,2.20478613959e-15,1e-06,6.08353861729e-19,1e-06,1.11927169176e-22,1e-06,1.11942614888e-22
552.0,4e-09,9.99999997794e-07,2.20518551949e-15,1e-06,6.08574298969e-19,1e-06,1.11988015583e-22,1e-06,1.12003472492e-22
552.1,4e-09,9.99999997794e-07,2.20558489935e-15,1e-06,6.08794776123e-19,1e-06,1.12048884037e-22,1e-06,1.12064352149e-22
552.2,4e-09,9.99999997793e-07,2.20598427917e-15,1e-06,6.09015293194e-19,1e-06,1.1210977454e-22,1e-06,1.12125253862e-22
552.3,4e-09,9.99999997793e-07,2.20638365895e-15,1e-06,6.09235850181e-19,1e-06,1.12170687097e-22,1e-06,1.12186177634e-22
552.4,4e-09,9.99999997793e-07,2.2067830387e-15,1e-06,6.09456447083e-19,1e-06,1.12231621711e-22,1e-06,1.1224712347e-22
552.5,4e-09,9.99999997792e-07,2.2071824184e-15,1e-06,6.09677083901e-19,1e-06,1.12292578387e-22,1e-06,1.12308091374e-22
552.6,4e-09,9.99999997792e-07,2.20758179806e-15,1e-06,6.09897760634e-19,1e-06,1.12353557129e-22,1e-06,1.1236908135e-22
552.7,4e-09,9.99999997791e-07,2.20798117768e-15,1e-06,6.10118477283e-19,1e-06,1.12414557941e-22,1e-06,1.12430093402e-22
552.8,4e-09,9.99999997791e-07,2.20838055726e-15,1e-06,6.10339233849e-19,1e-06,1.12475580826e-22,1e-06,1.12491127533e-22
552.9,4e-09,9.99999997791e-07,2.20877993681e-15,1e-06,6.10560030329e-19,1e-06,1.12536625789e-22,1e-06,1.12552183748e-22
553.0,4e-09,9.9999999779e-07,2.20917931631e-15,1e-06,6.10780866726e-19,1e-06,1.12597692833e-22,1e-06,1.12613262051e-22
553.1,4e-09,9.9999999779e-07,2.20957869577e-15,1e-06,6.11001743038e-19,1e-06,1.12658781963e-22,1e-06,1.12674362445e-22
553.2,4e-09,9.99999997789e-07,2.20997807519e-15,1e-06,6.11222659265e-19,1e-06,1.12719893183e-22,1e-06,1.12735484935e-22
553.3,4e-09,9.99999997789e-07,2.21037745457e-15,1e-06,6.11443615409e-19,1e-06,1.12781026496e-22,1e-06,1.12796629525e-22
553.4,4e-09,9.99999997789e-07,2.21077683392e-15,1e-06,6.11664611468e-19,1e-06,1.12842181907e-22,1e-06,1.12857796219e-22
553.5,4e-09,9.99999997788e-07,2.21117621322e-15,1e-06,6.11885647443e-19,1e-06,1.1290335942e-22,1e-06,1.1291898502e-22
553.6,4e-09,9.99999997788e-07,2.21157559248e-15,1e-06,6.12106723333e-19,1e-06,1.12964559038e-22,1e-06,1.12980195933e-22
553.7,4e-09,9.99999997787e-07,2.2119749717e-15,1e-06,6.12327839139e-19,1e-06,1.13025780766e-22,1e-06,1.13041428962e-22
553.8,4e-09,9.99999997787e-07,2.21237435089e-15,1e-06,6.12548994861e-19,1e-06,1.13087024607e-22,1e-06,1.13102684111e-22
553.9,4e-09,9.99999997787e-07,2.21277373003e-15,1e-06,6.12770190498e-19,1e-06,1.13148290566e-22,1e-06,1.13163961383e-22
554.0,4e-09,9.99999997786e-07,2.21317310913e-15,1e-06,6.12991426051e-19,1e-06,1.13209578647e-22,1e-06,1.13225260783e-22
554.1,4e-09,9.99999997786e-07,2.2135724882e-15,1e-06,6.13212701519e-19,1e-06,1.13270888853e-22,1e-06,1.13286582315e-22
554.2,4e-09,9.99999997785e-07,2.21397186722e-15,1e-06,6.13434016903e-19,1e-06,1.13332221188e-22,1e-06,1.13347925982e-22
554.3,4e-09,9.99999997785e-07,2.2143712462e-15,1e-06,6.13655372203e-19,1e-06,1.13393575657e-22,1e-06,1.13409291789e-22
554.4,4e-09,9.99999997785e-07,2.21477062514e-15,1e-06,6.13876767418e-19,1e-06,1.13454952264e-22,1e-06,1.13470679739e-22
554.5,4e-09,9.99999997784e-07,2.21517000405e-15,1e-06,6.14098202549e-19,1e-06,1.13516351012e-22,1e-06,1.13532089838e-22
554.6,4e-09,9.99999997784e-07,2.21556938291e-15,1e-06,6.14319677595e-19,1e-06,1.13577771906e-22,1e-06,1.13593522088e-22
554.7,4e-09,9.99999997783e-07,2.21596876173e-15,1e-06,6.14541192557e-19,1e-06,1.13639214949e-22,1e-06,1.13654976493e-22
554.8,4e-09,9.99999997783e-07,2.21636814052e-15,1e-06,6.14762747434e-19,1e-06,1.13700680145e-22,1e-06,1.13716453058e-22
554.9,4e-09,9.99999997783e-07,2.21676751926e-15,1e-06,6.14984342227e-19,1e-06,1.13762167499e-22,1e-06,1.13777951787e-22
555.0,4e-09,9.99999997782e-07,2.21716689796e-15,1e-06,6.15205976936e-19,1e-06,1.13823677015e-22,1e-06,1.13839472684e-22
555.1,4e-09,9.99999997782e-07,2.21756627663e-15,1e-06,6.1542765156e-19,1e-06,1.13885208696e-22,1e-06,1.13901015752e-22
555.2,4e-09,9.99999997781e-07,2.21796565525e-15,1e-06,6.15649366099e-19,1e-06,1.13946762547e-22,1e-06,1.13962580995e-22
555.3,4e-09,9.99999997781e-07,2.21836503383e-15,1e-06,6.15871120554e-19,1e-06,1.14008338571e-22,1e-06,1.14024168419e-22
555.4,4e-09,9.99999997781e-07,2.21876441238e-15,1e-06,6.16092914925e-19,1e-06,1.14069936772e-22,1e-06,1.14085778026e-22
555.5,4e-09,9.9999999778e-07,2.21916379088e-15,1e-06,6.16314749211e-19,1e-06,1.14131557155e-22,1e-06,1.1414740982e-22
555.6,4e-09,9.9999999778e-07,2.21956316934e-15,1e-06,6.16536623412e-19,1e-06,1.14193199723e-22,1e-06,1.14209063806e-22
555.7,4e-09,9.99999997779e-07,2.21996254777e-15,1e-06,6.16758537529e-19,1e-06,1.14254864481e-22,1e-06,1.14270739988e-22
555.8,4e-09,9.99999997779e-07,2.22036192615e-15,1e-06,6.16980491561e-19,1e-06,1.14316551432e-22,1e-06,1.14332438369e-22
555.9,4e-09,9.99999997779e-07,2.2207613045e-15,1e-06,6.17202485509e-19,1e-06,1.1437826058e-22,1e-06,1.14394158954e-22
556.0,4e-09,9.99999997778e-07,2.2211606828e-15,1e-06,6.17424519373e-19,1e-06,1.1443999193e-22,1e-06,1.14455901746e-22
556.1,4e-09,9.99999997778e-07,2.22156006106e-15,1e-06,6.17646593151e-19,1e-06,1.14501745485e-22,1e-06,1.1451766675e-22
556.2,4e-09,9.99999997777e-07,2.22195943929e-15,1e-06,6.17868706846e-19,1e-06,1.1456352125e-22,1e-06,1.1457945397e-22
556.3,4e-09,9.99999997777e-07,2.22235881747e-15,1e-06,6.18090860455e-19,1e-06,1.14625319228e-22,1e-06,1.14641263409e-22
556.4,4e-09,9.99999997777e-07,2.22275819562e-15,1e-06,6.1831305398e-19,1e-06,1.14687139423e-22,1e-06,1.14703095071e-22
556.5,4e-09,9.99999997776e-07,2.22315757372e-15,1e-06,6.18535287421e-19,1e-06,1.1474898184e-22,1e-06,1.14764948961e-22
556.6,4e-09,9.99999997776e-07,2.22355695179e-15,1e-06,6.18757560776e-19,1e-06,1.14810846482e-22,1e-06,1.14826825083e-22
556.7,4e-09,9.99999997775e-07,2.22395632981e-15,1e-06,6.18979874048e-19,1e-06,1.14872733353e-22,1e-06,1.1488872344e-22
556.8,4e-09,9.99999997775e-07,2.22435570779e-15,1e-06,6.19202227234e-19,1e-06,1.14934642458e-22,1e-06,1.14950644037e-22
556.9,4e-09,9.99999997775e-07,2.22475508574e-15,1e-06,6.19424620336e-19,1e-06,1.149965738e-22,1e-06,1.15012586877e-22
557.0,4e-09,9.99999997774e-07,2.22515446364e-15,1e-06,6.19647053354e-19,1e-06,1.15058527384e-22,1e-06,1.15074551965e-22
557.1,4e-09,9.99999997774e-07,2.22555384151e-15,1e-06,6.19869526286e-19,1e-06,1.15120503212e-22,1e-06,1.15136539304e-22
557.2,4e-09,9.99999997773e-07,2.22595321933e-15,1e-06,6.20092039134e-19,1e-06,1.1518250129e-22,1e-06,1.15198548899e-22
557.3,4e-09,9.99999997773e-07,2.22635259712e-15,1e-06,6.20314591898e-19,1e-06,1.15244521621e-22,1e-06,1.15260580753e-22
557.4,4e-09,9.99999997773e-07,2.22675197486e-15,1e-06,6.20537184576e-19,1e-06,1.1530656421e-22,1e-06,1.1532263487e-22
557.5,4e-09,9.99999997772e-07,2.22715135257e-15,1e-06,6.2075981717e-19,1e-06,1.15368629059e-22,1e-06,1.15384711255e-22
557.6,4e-09,9.99999997772e-07,2.22755073023e-15,1e-06,6.2098248968e-19,1e-06,1.15430716174e-22,1e-06,1.15446809912e-22
557.7,4e-09,9.99999997771e-07,2.22795010786e-15,1e-06,6.21205202105e-19,1e-06,1.15492825559e-22,1e-06,1.15508930844e-22
557.8,4e-09,9.99999997771e-07,2.22834948544e-15,1e-06,6.21427954445e-19,1e-06,1.15554957216e-22,1e-06,1.15571074055e-22
557.9,4e-09,9.99999997771e-07,2.22874886299e-15,1e-06,6.216507467e-19,1e-06,1.15617111151e-22,1e-06,1.1563323955e-22
558.0,4e-09,9.9999999777e-07,2.22914824049e-15,1e-06,6.2187357887e-19,1e-06,1.15679287367e-22,1e-06,1.15695427333e-22
558.1,4e-09,9.9999999777e-07,2.22954761796e-15,1e-06,6.22096450956e-19,1e-06,1.15741485868e-22,1e-06,1.15757637406e-22
558.2,4e-09,9.9999999777e-07,2.22994699538e-15,1e-06,6.22319362957e-19,1e-06,1.15803706658e-22,1e-06,1.15819869776e-22
558.3,4e-09,9.99999997769e-07,2.23034637277e-15,1e-06,6.22542314874e-19,1e-06,1.15865949742e-22,1e-06,1.15882124444e-22
558.4,4e-09,9.99999997769e-07,2.23074575012e-15,1e-06,6.22765306705e-19,1e-06,1.15928215122e-22,1e-06,1.15944401416e-22
558.5,4e-09,9.99999997768e-07,2.23114512742e-15,1e-06,6.22988338452e-19,1e-06,1.15990502804e-22,1e-06,1.16006700696e-22
558.6,4e-09,9.99999997768e-07,2.23154450469e-15,1e-06,6.23211410114e-19,1e-06,1.16052812791e-22,1e-06,1.16069022286e-22
558.7,4e-09,9.99999997768e-07,2.23194388191e-15,1e-06,6.23434521692e-19,1e-06,1.16115145087e-22,1e-06,1.16131366193e-22
