time,hexokinase,glucose,g6p,phosphoglucoisomerase,phosphoglucoisomerase2,f6p,phosphofructokinase,f16p,fructosephosphatealdolase,fructosephosphatealdolase2,g3p,dhp,g6pdehydrogenase,pg6
1091.7,1e-09,9.99999998909e-07,1.09060819999e-15,1e-09,1e-09,5.95307836501e-22,1e-09,2.16632580788e-28,1e-09,1e-09,5.91244567869e-35,5.91244567869e-35,1e-09,5.95308269766e-22
1091.8,1e-09,9.99999998909e-07,1.09070809987e-15,1e-09,1e-09,5.95416902078e-22,1e-09,2.16692117003e-28,1e-09,1e-09,5.91461230158e-35,5.91461230158e-35,1e-09,5.95417335462e-22
1091.9,1e-09,9.99999998909e-07,1.09080799976e-15,1e-09,1e-09,5.95525977645e-22,1e-09,2.16751664125e-28,1e-09,1e-09,5.91677951989e-35,5.91677951989e-35,1e-09,5.95526411148e-22
1092.0,1e-09,9.99999998909e-07,1.09090789964e-15,1e-09,1e-09,5.95635063202e-22,1e-09,2.16811222155e-28,1e-09,1e-09,5.91894733372e-35,5.91894733372e-35,1e-09,5.95635496824e-22
1092.1,1e-09,9.99999998908e-07,1.09100779952e-15,1e-09,1e-09,5.95744158749e-22,1e-09,2.16870791095e-28,1e-09,1e-09,5.92111574318e-35,5.92111574318e-35,1e-09,5.9574459249e-22
1092.2,1e-09,9.99999998908e-07,1.0911076994e-15,1e-09,1e-09,5.95853264285e-22,1e-09,2.16930370944e-28,1e-09,1e-09,5.92328474839e-35,5.92328474839e-35,1e-09,5.95853698146e-22
1092.3,1e-09,9.99999998908e-07,1.09120759928e-15,1e-09,1e-09,5.95962379812e-22,1e-09,2.16989961704e-28,1e-09,1e-09,5.92545434945e-35,5.92545434945e-35,1e-09,5.95962813792e-22
1092.4,1e-09,9.99999998908e-07,1.09130749916e-15,1e-09,1e-09,5.96071505329e-22,1e-09,2.17049563377e-28,1e-09,1e-09,5.92762454648e-35,5.92762454648e-35,1e-09,5.96071939428e-22
1092.5,1e-09,9.99999998908e-07,1.09140739905e-15,1e-09,1e-09,5.96180640835e-22,1e-09,2.17109175962e-28,1e-09,1e-09,5.92979533957e-35,5.92979533957e-35,1e-09,5.96181075054e-22
1092.6,1e-09,9.99999998908e-07,1.09150729893e-15,1e-09,1e-09,5.96289786332e-22,1e-09,2.17168799462e-28,1e-09,1e-09,5.93196672885e-35,5.93196672885e-35,1e-09,5.9629022067e-22
1092.7,1e-09,9.99999998908e-07,1.09160719881e-15,1e-09,1e-09,5.96398941818e-22,1e-09,2.17228433877e-28,1e-09,1e-09,5.93413871441e-35,5.93413871441e-35,1e-09,5.96399376275e-22
1092.8,1e-09,9.99999998908e-07,1.09170709869e-15,1e-09,1e-09,5.96508107295e-22,1e-09,2.17288079207e-28,1e-09,1e-09,5.93631129637e-35,5.93631129637e-35,1e-09,5.96508541871e-22
1092.9,1e-09,9.99999998908e-07,1.09180699857e-15,1e-09,1e-09,5.96617282761e-22,1e-09,2.17347735455e-28,1e-09,1e-09,5.93848447484e-35,5.93848447484e-35,1e-09,5.96617717457e-22
1093.0,1e-09,9.99999998908e-07,1.09190689845e-15,1e-09,1e-09,5.96726468217e-22,1e-09,2.17407402621e-28,1e-09,1e-09,5.94065824993e-35,5.94065824993e-35,1e-09,5.96726903032e-22
1093.1,1e-09,9.99999998907e-07,1.09200679834e-15,1e-09,1e-09,5.96835663664e-22,1e-09,2.17467080705e-28,1e-09,1e-09,5.94283262175e-35,5.94283262175e-35,1e-09,5.96836098598e-22
1093.2,1e-09,9.99999998907e-07,1.09210669822e-15,1e-09,1e-09,5.969448691e-22,1e-09,2.1752676971e-28,1e-09,1e-09,5.94500759039e-35,5.94500759039e-35,1e-09,5.96945304153e-22
1093.3,1e-09,9.99999998907e-07,1.0922065981e-15,1e-09,1e-09,5.97054084526e-22,1e-09,2.17586469636e-28,1e-09,1e-09,5.94718315599e-35,5.94718315599e-35,1e-09,5.97054519699e-22
1093.4,1e-09,9.99999998907e-07,1.09230649798e-15,1e-09,1e-09,5.97163309942e-22,1e-09,2.17646180484e-28,1e-09,1e-09,5.94935931863e-35,5.94935931863e-35,1e-09,5.97163745234e-22
1093.5,1e-09,9.99999998907e-07,1.09240639786e-15,1e-09,1e-09,5.97272545348e-22,1e-09,2.17705902255e-28,1e-09,1e-09,5.95153607844e-35,5.95153607844e-35,1e-09,5.9727298076e-22
1093.6,1e-09,9.99999998907e-07,1.09250629774e-15,1e-09,1e-09,5.97381790744e-22,1e-09,2.1776563495e-28,1e-09,1e-09,5.95371343552e-35,5.95371343552e-35,1e-09,5.97382226275e-22
1093.7,1e-09,9.99999998907e-07,1.09260619762e-15,1e-09,1e-09,5.9749104613e-22,1e-09,2.1782537857e-28,1e-09,1e-09,5.95589138999e-35,5.95589138999e-35,1e-09,5.97491481781e-22
1093.8,1e-09,9.99999998907e-07,1.09270609751e-15,1e-09,1e-09,5.97600311506e-22,1e-09,2.17885133116e-28,1e-09,1e-09,5.95806994194e-35,5.95806994194e-35,1e-09,5.97600747276e-22
1093.9,1e-09,9.99999998907e-07,1.09280599739e-15,1e-09,1e-09,5.97709586872e-22,1e-09,2.17944898589e-28,1e-09,1e-09,5.96024909149e-35,5.96024909149e-35,1e-09,5.97710022761e-22
1094.0,1e-09,9.99999998907e-07,1.09290589727e-15,1e-09,1e-09,5.97818872227e-22,1e-09,2.1800467499e-28,1e-09,1e-09,5.96242883876e-35,5.96242883876e-35,1e-09,5.97819308237e-22
1094.1,1e-09,9.99999998906e-07,1.09300579715e-15,1e-09,1e-09,5.97928167573e-22,1e-09,2.1806446232e-28,1e-09,1e-09,5.96460918384e-35,5.96460918384e-35,1e-09,5.97928603702e-22
1094.2,1e-09,9.99999998906e-07,1.09310569703e-15,1e-09,1e-09,5.98037472909e-22,1e-09,2.1812426058e-28,1e-09,1e-09,5.96679012685e-35,5.96679012685e-35,1e-09,5.98037909157e-22
1094.3,1e-09,9.99999998906e-07,1.09320559691e-15,1e-09,1e-09,5.98146788234e-22,1e-09,2.18184069771e-28,1e-09,1e-09,5.96897166789e-35,5.96897166789e-35,1e-09,5.98147224602e-22
1094.4,1e-09,9.99999998906e-07,1.09330549679e-15,1e-09,1e-09,5.9825611355e-22,1e-09,2.18243889895e-28,1e-09,1e-09,5.97115380709e-35,5.97115380709e-35,1e-09,5.98256550038e-22
1094.5,1e-09,9.99999998906e-07,1.09340539667e-15,1e-09,1e-09,5.98365448855e-22,1e-09,2.18303720951e-28,1e-09,1e-09,5.97333654453e-35,5.97333654453e-35,1e-09,5.98365885463e-22
1094.6,1e-09,9.99999998906e-07,1.09350529656e-15,1e-09,1e-09,5.98474794151e-22,1e-09,2.18363562941e-28,1e-09,1e-09,5.97551988035e-35,5.97551988035e-35,1e-09,5.98475230878e-22
1094.7,1e-09,9.99999998906e-07,1.09360519644e-15,1e-09,1e-09,5.98584149436e-22,1e-09,2.18423415866e-28,1e-09,1e-09,5.97770381463e-35,5.97770381463e-35,1e-09,5.98584586283e-22
1094.8,1e-09,9.99999998906e-07,1.09370509632e-15,1e-09,1e-09,5.98693514711e-22,1e-09,2.18483279728e-28,1e-09,1e-09,5.9798883475e-35,5.9798883475e-35,1e-09,5.98693951678e-22
1094.9,1e-09,9.99999998906e-07,1.0938049962e-15,1e-09,1e-09,5.98802889977e-22,1e-09,2.18543154526e-28,1e-09,1e-09,5.98207347907e-35,5.98207347907e-35,1e-09,5.98803327063e-22
1095.0,1e-09,9.99999998906e-07,1.09390489608e-15,1e-09,1e-09,5.98912275232e-22,1e-09,2.18603040262e-28,1e-09,1e-09,5.98425920943e-35,5.98425920943e-35,1e-09,5.98912712438e-22
1095.1,1e-09,9.99999998905e-07,1.09400479596e-15,1e-09,1e-09,5.99021670477e-22,1e-09,2.18662936937e-28,1e-09,1e-09,5.98644553871e-35,5.98644553871e-35,1e-09,5.99022107803e-22
1095.2,1e-09,9.99999998905e-07,1.09410469584e-15,1e-09,1e-09,5.99131075712e-22,1e-09,2.18722844553e-28,1e-09,1e-09,5.98863246701e-35,5.98863246701e-35,1e-09,5.99131513158e-22
1095.3,1e-09,9.99999998905e-07,1.09420459572e-15,1e-09,1e-09,5.99240490937e-22,1e-09,2.18782763109e-28,1e-09,1e-09,5.99081999444e-35,5.99081999444e-35,1e-09,5.99240928503e-22
1095.4,1e-09,9.99999998905e-07,1.0943044956e-15,1e-09,1e-09,5.99349916152e-22,1e-09,2.18842692608e-28,1e-09,1e-09,5.99300812111e-35,5.99300812111e-35,1e-09,5.99350353837e-22
1095.5,1e-09,9.99999998905e-07,1.09440439549e-15,1e-09,1e-09,5.99459351357e-22,1e-09,2.18902633049e-28,1e-09,1e-09,5.99519684713e-35,5.99519684713e-35,1e-09,5.99459789162e-22
1095.6,1e-09,9.99999998905e-07,1.09450429537e-15,1e-09,1e-09,5.99568796552e-22,1e-09,2.18962584434e-28,1e-09,1e-09,5.99738617261e-35,5.99738617261e-35,1e-09,5.99569234477e-22
1095.7,1e-09,9.99999998905e-07,1.09460419525e-15,1e-09,1e-09,5.99678251736e-22,1e-09,2.19022546765e-28,1e-09,1e-09,5.99957609766e-35,5.99957609766e-35,1e-09,5.99678689782e-22
1095.8,1e-09,9.99999998905e-07,1.09470409513e-15,1e-09,1e-09,5.99787716911e-22,1e-09,2.19082520041e-28,1e-09,1e-09,6.00176662238e-35,6.00176662238e-35,1e-09,5.99788155076e-22
1095.9,1e-09,9.99999998905e-07,1.09480399501e-15,1e-09,1e-09,5.99897192076e-22,1e-09,2.19142504265e-28,1e-09,1e-09,6.0039577469e-35,6.0039577469e-35,1e-09,5.99897630361e-22
1096.0,1e-09,9.99999998905e-07,1.09490389489e-15,1e-09,1e-09,6.00006677231e-22,1e-09,2.19202499436e-28,1e-09,1e-09,6.0061494713e-35,6.0061494713e-35,1e-09,6.00007115636e-22
1096.1,1e-09,9.99999998904e-07,1.09500379477e-15,1e-09,1e-09,6.00116172375e-22,1e-09,2.19262505557e-28,1e-09,1e-09,6.00834179572e-35,6.00834179572e-35,1e-09,6.001166109e-22
1096.2,1e-09,9.99999998904e-07,1.09510369465e-15,1e-09,1e-09,6.0022567751e-22,1e-09,2.19322522627e-28,1e-09,1e-09,6.01053472025e-35,6.01053472025e-35,1e-09,6.00226116155e-22
1096.3,1e-09,9.99999998904e-07,1.09520359453e-15,1e-09,1e-09,6.00335192634e-22,1e-09,2.19382550649e-28,1e-09,1e-09,6.01272824501e-35,6.01272824501e-35,1e-09,6.00335631399e-22
1096.4,1e-09,9.99999998904e-07,1.09530349441e-15,1e-09,1e-09,6.00444717749e-22,1e-09,2.19442589622e-28,1e-09,1e-09,6.0149223701e-35,6.0149223701e-35,1e-09,6.00445156634e-22
1096.5,1e-09,9.99999998904e-07,1.09540339429e-15,1e-09,1e-09,6.00554252853e-22,1e-09,2.19502639549e-28,1e-09,1e-09,6.01711709563e-35,6.01711709563e-35,1e-09,6.00554691858e-22
1096.6,1e-09,9.99999998904e-07,1.09550329418e-15,1e-09,1e-09,6.00663797947e-22,1e-09,2.19562700429e-28,1e-09,1e-09,6.01931242172e-35,6.01931242172e-35,1e-09,6.00664237073e-22
1096.7,1e-09,9.99999998904e-07,1.09560319406e-15,1e-09,1e-09,6.00773353031e-22,1e-09,2.19622772265e-28,1e-09,1e-09,6.02150834847e-35,6.02150834847e-35,1e-09,6.00773792277e-22
1096.8,1e-09,9.99999998904e-07,1.09570309394e-15,1e-09,1e-09,6.00882918106e-22,1e-09,2.19682855056e-28,1e-09,1e-09,6.023704876e-35,6.023704876e-35,1e-09,6.00883357471e-22
1096.9,1e-09,9.99999998904e-07,1.09580299382e-15,1e-09,1e-09,6.0099249317e-22,1e-09,2.19742948805e-28,1e-09,1e-09,6.02590200441e-35,6.02590200441e-35,1e-09,6.00992932656e-22
1097.0,1e-09,9.99999998904e-07,1.0959028937e-15,1e-09,1e-09,6.01102078224e-22,1e-09,2.19803053511e-28,1e-09,1e-09,6.02809973381e-35,6.02809973381e-35,1e-09,6.0110251783e-22
1097.1,1e-09,9.99999998903e-07,1.09600279358e-15,1e-09,1e-09,6.01211673268e-22,1e-09,2.19863169177e-28,1e-09,1e-09,6.03029806431e-35,6.03029806431e-35,1e-09,6.01212112994e-22
1097.2,1e-09,9.99999998903e-07,1.09610269346e-15,1e-09,1e-09,6.01321278302e-22,1e-09,2.19923295802e-28,1e-09,1e-09,6.03249699602e-35,6.03249699602e-35,1e-09,6.01321718149e-22
1097.3,1e-09,9.99999998903e-07,1.09620259334e-15,1e-09,1e-09,6.01430893326e-22,1e-09,2.19983433389e-28,1e-09,1e-09,6.03469652905e-35,6.03469652905e-35,1e-09,6.01431333293e-22
1097.4,1e-09,9.99999998903e-07,1.09630249322e-15,1e-09,1e-09,6.0154051834e-22,1e-09,2.20043581937e-28,1e-09,1e-09,6.03689666352e-35,6.03689666352e-35,1e-09,6.01540958427e-22
1097.5,1e-09,9.99999998903e-07,1.0964023931e-15,1e-09,1e-09,6.01650153343e-22,1e-09,2.20103741449e-28,1e-09,1e-09,6.03909739952e-35,6.03909739952e-35,1e-09,6.01650593551e-22
1097.6,1e-09,9.99999998903e-07,1.09650229298e-15,1e-09,1e-09,6.01759798337e-22,1e-09,2.20163911924e-28,1e-09,1e-09,6.04129873718e-35,6.04129873718e-35,1e-09,6.01760238665e-22
1097.7,1e-09,9.99999998903e-07,1.09660219286e-15,1e-09,1e-09,6.01869453321e-22,1e-09,2.20224093365e-28,1e-09,1e-09,6.04350067659e-35,6.04350067659e-35,1e-09,6.01869893769e-22
1097.8,1e-09,9.99999998903e-07,1.09670209274e-15,1e-09,1e-09,6.01979118294e-22,1e-09,2.20284285771e-28,1e-09,1e-09,6.04570321787e-35,6.04570321787e-35,1e-09,6.01979558863e-22
1097.9,1e-09,9.99999998903e-07,1.09680199262e-15,1e-09,1e-09,6.02088793258e-22,1e-09,2.20344489145e-28,1e-09,1e-09,6.04790636113e-35,6.04790636113e-35,1e-09,6.02089233947e-22
1098.0,1e-09,9.99999998903e-07,1.0969018925e-15,1e-09,1e-09,6.02198478212e-22,1e-09,2.20404703486e-28,1e-09,1e-09,6.05011010648e-35,6.05011010648e-35,1e-09,6.02198919021e-22
1098.1,1e-09,9.99999998902e-07,1.09700179239e-15,1e-09,1e-09,6.02308173155e-22,1e-09,2.20464928796e-28,1e-09,1e-09,6.05231445403e-35,6.05231445403e-35,1e-09,6.02308614085e-22
1098.2,1e-09,9.99999998902e-07,1.09710169227e-15,1e-09,1e-09,6.02417878088e-22,1e-09,2.20525165077e-28,1e-09,1e-09,6.05451940388e-35,6.05451940388e-35,1e-09,6.02418319139e-22
1098.3,1e-09,9.99999998902e-07,1.09720159215e-15,1e-09,1e-09,6.02527593012e-22,1e-09,2.20585412328e-28,1e-09,1e-09,6.05672495615e-35,6.05672495615e-35,1e-09,6.02528034183e-22
1098.4,1e-09,9.99999998902e-07,1.09730149203e-15,1e-09,1e-09,6.02637317925e-22,1e-09,2.20645670552e-28,1e-09,1e-09,6.05893111095e-35,6.05893111095e-35,1e-09,6.02637759217e-22
1098.5,1e-09,9.99999998902e-07,1.09740139191e-15,1e-09,1e-09,6.02747052828e-22,1e-09,2.20705939748e-28,1e-09,1e-09,6.06113786839e-35,6.06113786839e-35,1e-09,6.0274749424e-22
1098.6,1e-09,9.99999998902e-07,1.09750129179e-15,1e-09,1e-09,6.02856797721e-22,1e-09,2.20766219919e-28,1e-09,1e-09,6.06334522857e-35,6.06334522857e-35,1e-09,6.02857239254e-22
1098.7,1e-09,9.99999998902e-07,1.09760119167e-15,1e-09,1e-09,6.02966552605e-22,1e-09,2.20826511064e-28,1e-09,1e-09,6.06555319161e-35,6.06555319161e-35,1e-09,6.02966994258e-22
1098.8,1e-09,9.99999998902e-07,1.09770109155e-15,1e-09,1e-09,6.03076317478e-22,1e-09,2.20886813185e-28,1e-09,1e-09,6.06776175762e-35,6.06776175762e-35,1e-09,6.03076759251e-22
1098.9,1e-09,9.99999998902e-07,1.09780099143e-15,1e-09,1e-09,6.03186092341e-22,1e-09,2.20947126284e-28,1e-09,1e-09,6.0699709267e-35,6.0699709267e-35,1e-09,6.03186534235e-22
1099.0,1e-09,9.99999998902e-07,1.09790089131e-15,1e-09,1e-09,6.03295877194e-22,1e-09,2.2100745036e-28,1e-09,1e-09,6.07218069897e-35,6.07218069897e-35,1e-09,6.03296319209e-22
1099.1,1e-09,9.99999998901e-07,1.09800079119e-15,1e-09,1e-09,6.03405672037e-22,1e-09,2.21067785415e-28,1e-09,1e-09,6.07439107453e-35,6.07439107453e-35,1e-09,6.03406114172e-22
1099.2,1e-09,9.99999998901e-07,1.09810069107e-15,1e-09,1e-09,6.03515476869e-22,1e-09,2.2112813145e-28,1e-09,1e-09,6.0766020535e-35,6.0766020535e-35,1e-09,6.03515919126e-22
1099.3,1e-09,9.99999998901e-07,1.09820059095e-15,1e-09,1e-09,6.03625291692e-22,1e-09,2.21188488467e-28,1e-09,1e-09,6.07881363598e-35,6.07881363598e-35,1e-09,6.03625734069e-22
1099.4,1e-09,9.99999998901e-07,1.09830049083e-15,1e-09,1e-09,6.03735116505e-22,1e-09,2.21248856465e-28,1e-09,1e-09,6.08102582209e-35,6.08102582209e-35,1e-09,6.03735559003e-22
1099.5,1e-09,9.99999998901e-07,1.09840039071e-15,1e-09,1e-09,6.03844951308e-22,1e-09,2.21309235446e-28,1e-09,1e-09,6.08323861193e-35,6.08323861193e-35,1e-09,6.03845393926e-22
1099.6,1e-09,9.99999998901e-07,1.09850029059e-15,1e-09,1e-09,6.039547961e-22,1e-09,2.21369625411e-28,1e-09,1e-09,6.08545200562e-35,6.08545200562e-35,1e-09,6.0395523884e-22
1099.7,1e-09,9.99999998901e-07,1.09860019047e-15,1e-09,1e-09,6.04064650883e-22,1e-09,2.21430026361e-28,1e-09,1e-09,6.08766600326e-35,6.08766600326e-35,1e-09,6.04065093743e-22
1099.8,1e-09,9.99999998901e-07,1.09870009035e-15,1e-09,1e-09,6.04174515655e-22,1e-09,2.21490438297e-28,1e-09,1e-09,6.08988060496e-35,6.08988060496e-35,1e-09,6.04174958636e-22
1099.9,1e-09,9.99999998901e-07,1.09879999023e-15,1e-09,1e-09,6.04284390418e-22,1e-09,2.2155086122e-28,1e-09,1e-09,6.09209581084e-35,6.09209581084e-35,1e-09,6.0428483352e-22
1100.0,1e-09,9.99999998901e-07,1.09889989011e-15,1e-09,1e-09,6.0439427517e-22,1e-09,2.21611295131e-28,1e-09,1e-09,6.094311621e-35,6.094311621e-35,1e-09,6.04394718393e-22
1100.1,1e-09,9.999999989e-07,1.09899978999e-15,1e-09,1e-09,6.04504169913e-22,1e-09,2.21671740031e-28,1e-09,1e-09,6.09652803556e-35,6.09652803556e-35,1e-09,6.04504613256e-22
1100.2,1e-09,9.999999989e-07,1.09909968987e-15,1e-09,1e-09,6.04614074645e-22,1e-09,2.21732195921e-28,1e-09,1e-09,6.09874505462e-35,6.09874505462e-35,1e-09,6.04614518109e-22
1100.3,1e-09,9.999999989e-07,1.09919958975e-15,1e-09,1e-09,6.04723989367e-22,1e-09,2.21792662802e-28,1e-09,1e-09,6.1009626783e-35,6.1009626783e-35,1e-09,6.04724432953e-22
1100.4,1e-09,9.999999989e-07,1.09929948963e-15,1e-09,1e-09,6.04833914079e-22,1e-09,2.21853140675e-28,1e-09,1e-09,6.1031809067e-35,6.1031809067e-35,1e-09,6.04834357786e-22
1100.5,1e-09,9.999999989e-07,1.09939938951e-15,1e-09,1e-09,6.04943848781e-22,1e-09,2.21913629541e-28,1e-09,1e-09,6.10539973993e-35,6.10539973993e-35,1e-09,6.04944292609e-22
1100.6,1e-09,9.999999989e-07,1.09949928939e-15,1e-09,1e-09,6.05053793473e-22,1e-09,2.21974129401e-28,1e-09,1e-09,6.1076191781e-35,6.1076191781e-35,1e-09,6.05054237422e-22
1100.7,1e-09,9.999999989e-07,1.09959918927e-15,1e-09,1e-09,6.05163748155e-22,1e-09,2.22034640256e-28,1e-09,1e-09,6.10983922133e-35,6.10983922133e-35,1e-09,6.05164192225e-22
1100.8,1e-09,9.999999989e-07,1.09969908915e-15,1e-09,1e-09,6.05273712827e-22,1e-09,2.22095162107e-28,1e-09,1e-09,6.11205986972e-35,6.11205986972e-35,1e-09,6.05274157018e-22
1100.9,1e-09,9.999999989e-07,1.09979898903e-15,1e-09,1e-09,6.05383687489e-22,1e-09,2.22155694954e-28,1e-09,1e-09,6.11428112339e-35,6.11428112339e-35,1e-09,6.05384131801e-22
1101.0,1e-09,9.999999989e-07,1.09989888891e-15,1e-09,1e-09,6.05493672141e-22,1e-09,2.222162388e-28,1e-09,1e-09,6.11650298243e-35,6.11650298243e-35,1e-09,6.05494116574e-22
1101.1,1e-09,9.99999998899e-07,1.09999878879e-15,1e-09,1e-09,6.05603666783e-22,1e-09,2.22276793645e-28,1e-09,1e-09,6.11872544698e-35,6.11872544698e-35,1e-09,6.05604111337e-22
1101.2,1e-09,9.99999998899e-07,1.10009868867e-15,1e-09,1e-09,6.05713671415e-22,1e-09,2.22337359489e-28,1e-09,1e-09,6.12094851712e-35,6.12094851712e-35,1e-09,6.0571411609e-22
1101.3,1e-09,9.99999998899e-07,1.10019858855e-15,1e-09,1e-09,6.05823686036e-22,1e-09,2.22397936335e-28,1e-09,1e-09,6.12317219298e-35,6.12317219298e-35,1e-09,6.05824130832e-22
1101.4,1e-09,9.99999998899e-07,1.10029848843e-15,1e-09,1e-09,6.05933710648e-22,1e-09,2.22458524182e-28,1e-09,1e-09,6.12539647466e-35,6.12539647466e-35,1e-09,6.05934155565e-22
1101.5,1e-09,9.99999998899e-07,1.10039838831e-15,1e-09,1e-09,6.0604374525e-22,1e-09,2.22519123033e-28,1e-09,1e-09,6.12762136227e-35,6.12762136227e-35,1e-09,6.06044190288e-22
1101.6,1e-09,9.99999998899e-07,1.10049828819e-15,1e-09,1e-09,6.06153789841e-22,1e-09,2.22579732887e-28,1e-09,1e-09,6.12984685593e-35,6.12984685593e-35,1e-09,6.06154235001e-22
1101.7,1e-09,9.99999998899e-07,1.10059818807e-15,1e-09,1e-09,6.06263844422e-22,1e-09,2.22640353746e-28,1e-09,1e-09,6.13207295574e-35,6.13207295574e-35,1e-09,6.06264289703e-22
1101.8,1e-09,9.99999998899e-07,1.10069808795e-15,1e-09,1e-09,6.06373908994e-22,1e-09,2.22700985612e-28,1e-09,1e-09,6.13429966182e-35,6.13429966182e-35,1e-09,6.06374354396e-22
1101.9,1e-09,9.99999998899e-07,1.10079798783e-15,1e-09,1e-09,6.06483983555e-22,1e-09,2.22761628484e-28,1e-09,1e-09,6.13652697426e-35,6.13652697426e-35,1e-09,6.06484429079e-22
1102.0,1e-09,9.99999998899e-07,1.10089788771e-15,1e-09,1e-09,6.06594068107e-22,1e-09,2.22822282364e-28,1e-09,1e-09,6.13875489319e-35,6.13875489319e-35,1e-09,6.06594513751e-22
1102.1,1e-09,9.99999998898e-07,1.10099778759e-15,1e-09,1e-09,6.06704162648e-22,1e-09,2.22882947253e-28,1e-09,1e-09,6.14098341872e-35,6.14098341872e-35,1e-09,6.06704608414e-22
1102.2,1e-09,9.99999998898e-07,1.10109768747e-15,1e-09,1e-09,6.06814267179e-22,1e-09,2.22943623153e-28,1e-09,1e-09,6.14321255095e-35,6.14321255095e-35,1e-09,6.06814713066e-22
1102.3,1e-09,9.99999998898e-07,1.10119758735e-15,1e-09,1e-09,6.069243817e-22,1e-09,2.23004310063e-28,1e-09,1e-09,6.14544228999e-35,6.14544228999e-35,1e-09,6.06924827709e-22
1102.4,1e-09,9.99999998898e-07,1.10129748723e-15,1e-09,1e-09,6.07034506211e-22,1e-09,2.23065007985e-28,1e-09,1e-09,6.14767263596e-35,6.14767263596e-35,1e-09,6.07034952341e-22
1102.5,1e-09,9.99999998898e-07,1.10139738711e-15,1e-09,1e-09,6.07144640712e-22,1e-09,2.2312571692e-28,1e-09,1e-09,6.14990358896e-35,6.14990358896e-35,1e-09,6.07145086964e-22
1102.6,1e-09,9.99999998898e-07,1.10149728699e-15,1e-09,1e-09,6.07254785203e-22,1e-09,2.23186436868e-28,1e-09,1e-09,6.1521351491e-35,6.1521351491e-35,1e-09,6.07255231576e-22
1102.7,1e-09,9.99999998898e-07,1.10159718687e-15,1e-09,1e-09,6.07364939684e-22,1e-09,2.23247167832e-28,1e-09,1e-09,6.1543673165e-35,6.1543673165e-35,1e-09,6.07365386178e-22
1102.8,1e-09,9.99999998898e-07,1.10169708675e-15,1e-09,1e-09,6.07475104155e-22,1e-09,2.23307909812e-28,1e-09,1e-09,6.15660009126e-35,6.15660009126e-35,1e-09,6.07475550771e-22
1102.9,1e-09,9.99999998898e-07,1.10179698663e-15,1e-09,1e-09,6.07585278616e-22,1e-09,2.23368662809e-28,1e-09,1e-09,6.1588334735e-35,6.1588334735e-35,1e-09,6.07585725353e-22
1103.0,1e-09,9.99999998898e-07,1.10189688651e-15,1e-09,1e-09,6.07695463066e-22,1e-09,2.23429426823e-28,1e-09,1e-09,6.16106746333e-35,6.16106746333e-35,1e-09,6.07695909925e-22
1103.1,1e-09,9.99999998897e-07,1.10199678639e-15,1e-09,1e-09,6.07805657507e-22,1e-09,2.23490201857e-28,1e-09,1e-09,6.16330206084e-35,6.16330206084e-35,1e-09,6.07806104487e-22
1103.2,1e-09,9.99999998897e-07,1.10209668626e-15,1e-09,1e-09,6.07915861938e-22,1e-09,2.23550987911e-28,1e-09,1e-09,6.16553726617e-35,6.16553726617e-35,1e-09,6.0791630904e-22
1103.3,1e-09,9.99999998897e-07,1.10219658614e-15,1e-09,1e-09,6.08026076358e-22,1e-09,2.23611784985e-28,1e-09,1e-09,6.16777307941e-35,6.16777307941e-35,1e-09,6.08026523582e-22
1103.4,1e-09,9.99999998897e-07,1.10229648602e-15,1e-09,1e-09,6.08136300769e-22,1e-09,2.23672593081e-28,1e-09,1e-09,6.17000950067e-35,6.17000950067e-35,1e-09,6.08136748114e-22
1103.5,1e-09,9.99999998897e-07,1.1023963859e-15,1e-09,1e-09,6.08246535169e-22,1e-09,2.23733412201e-28,1e-09,1e-09,6.17224653007e-35,6.17224653007e-35,1e-09,6.08246982636e-22
1103.6,1e-09,9.99999998897e-07,1.10249628578e-15,1e-09,1e-09,6.08356779559e-22,1e-09,2.23794242344e-28,1e-09,1e-09,6.17448416772e-35,6.17448416772e-35,1e-09,6.08357227148e-22
1103.7,1e-09,9.99999998897e-07,1.10259618566e-15,1e-09,1e-09,6.0846703394e-22,1e-09,2.23855083512e-28,1e-09,1e-09,6.17672241372e-35,6.17672241372e-35,1e-09,6.0846748165e-22
1103.8,1e-09,9.99999998897e-07,1.10269608554e-15,1e-09,1e-09,6.0857729831e-22,1e-09,2.23915935706e-28,1e-09,1e-09,6.17896126819e-35,6.17896126819e-35,1e-09,6.08577746142e-22
1103.9,1e-09,9.99999998897e-07,1.10279598542e-15,1e-09,1e-09,6.0868757267e-22,1e-09,2.23976798928e-28,1e-09,1e-09,6.18120073123e-35,6.18120073123e-35,1e-09,6.08688020624e-22
1104.0,1e-09,9.99999998897e-07,1.1028958853e-15,1e-09,1e-09,6.0879785702e-22,1e-09,2.24037673177e-28,1e-09,1e-09,6.18344080297e-35,6.18344080297e-35,1e-09,6.08798305096e-22
1104.1,1e-09,9.99999998896e-07,1.10299578518e-15,1e-09,1e-09,6.0890815136e-22,1e-09,2.24098558454e-28,1e-09,1e-09,6.1856814835e-35,6.1856814835e-35,1e-09,6.08908599558e-22
1104.2,1e-09,9.99999998896e-07,1.10309568506e-15,1e-09,1e-09,6.09018455691e-22,1e-09,2.24159454762e-28,1e-09,1e-09,6.18792277294e-35,6.18792277294e-35,1e-09,6.0901890401e-22
