time,hexokinase,glucose,g6p,phosphoglucoisomerase,phosphoglucoisomerase2,f6p,phosphofructokinase,f16p,fructosephosphatealdolase,fructosephosphatealdolase2,g3p,dhp,g6pdehydrogenase,pg6
381.0,1e-09,9.99999999619e-07,3.80619235603e-16,1e-09,1e-09,7.25079367753e-23,1e-09,9.20850884699e-30,1e-09,1e-09,8.77110517769e-37,8.77110517769e-37,1e-09,7.25079551923e-23
381.1,1e-09,9.99999999619e-07,3.80719135627e-16,1e-09,1e-09,7.25460036649e-23,1e-09,9.21576154301e-30,1e-09,1e-09,8.78031731169e-37,8.78031731169e-37,1e-09,7.25460220964e-23
381.2,1e-09,9.99999999619e-07,3.80819035651e-16,1e-09,1e-09,7.25840805444e-23,1e-09,9.22301804621e-30,1e-09,1e-09,8.78953670029e-37,8.78953670029e-37,1e-09,7.25840989905e-23
381.3,1e-09,9.99999999619e-07,3.80918935675e-16,1e-09,1e-09,7.2622167414e-23,1e-09,9.23027835761e-30,1e-09,1e-09,8.7987633473e-37,8.7987633473e-37,1e-09,7.26221858745e-23
381.4,1e-09,9.99999999619e-07,3.81018835698e-16,1e-09,1e-09,7.26602642735e-23,1e-09,9.23754247818e-30,1e-09,1e-09,8.80799725652e-37,8.80799725652e-37,1e-09,7.26602827486e-23
381.5,1e-09,9.99999999619e-07,3.81118735722e-16,1e-09,1e-09,7.2698371123e-23,1e-09,9.24481040895e-30,1e-09,1e-09,8.81723843176e-37,8.81723843176e-37,1e-09,7.26983896126e-23
381.6,1e-09,9.99999999619e-07,3.81218635746e-16,1e-09,1e-09,7.27364879625e-23,1e-09,9.25208215089e-30,1e-09,1e-09,8.82648687684e-37,8.82648687684e-37,1e-09,7.27365064667e-23
381.7,1e-09,9.99999999618e-07,3.81318535769e-16,1e-09,1e-09,7.2774614792e-23,1e-09,9.25935770502e-30,1e-09,1e-09,8.83574259557e-37,8.83574259557e-37,1e-09,7.27746333107e-23
381.8,1e-09,9.99999999618e-07,3.81418435793e-16,1e-09,1e-09,7.28127516115e-23,1e-09,9.26663707233e-30,1e-09,1e-09,8.84500559176e-37,8.84500559176e-37,1e-09,7.28127701448e-23
381.9,1e-09,9.99999999618e-07,3.81518335817e-16,1e-09,1e-09,7.2850898421e-23,1e-09,9.27392025382e-30,1e-09,1e-09,8.85427586922e-37,8.85427586922e-37,1e-09,7.28509169688e-23
382.0,1e-09,9.99999999618e-07,3.8161823584e-16,1e-09,1e-09,7.28890552204e-23,1e-09,9.2812072505e-30,1e-09,1e-09,8.86355343177e-37,8.86355343177e-37,1e-09,7.28890737828e-23
382.1,1e-09,9.99999999618e-07,3.81718135864e-16,1e-09,1e-09,7.29272220098e-23,1e-09,9.28849806334e-30,1e-09,1e-09,8.87283828322e-37,8.87283828322e-37,1e-09,7.29272405868e-23
382.2,1e-09,9.99999999618e-07,3.81818035887e-16,1e-09,1e-09,7.29653987893e-23,1e-09,9.29579269337e-30,1e-09,1e-09,8.88213042739e-37,8.88213042739e-37,1e-09,7.29654173808e-23
382.3,1e-09,9.99999999618e-07,3.81917935911e-16,1e-09,1e-09,7.30035855587e-23,1e-09,9.30309114158e-30,1e-09,1e-09,8.8914298681e-37,8.8914298681e-37,1e-09,7.30036041649e-23
382.4,1e-09,9.99999999618e-07,3.82017835934e-16,1e-09,1e-09,7.30417823181e-23,1e-09,9.31039340896e-30,1e-09,1e-09,8.90073660917e-37,8.90073660917e-37,1e-09,7.30418009389e-23
382.5,1e-09,9.99999999618e-07,3.82117735958e-16,1e-09,1e-09,7.30799890675e-23,1e-09,9.31769949651e-30,1e-09,1e-09,8.91005065441e-37,8.91005065441e-37,1e-09,7.30800077029e-23
382.6,1e-09,9.99999999618e-07,3.82217635981e-16,1e-09,1e-09,7.31182058068e-23,1e-09,9.32500940524e-30,1e-09,1e-09,8.91937200765e-37,8.91937200765e-37,1e-09,7.31182244568e-23
382.7,1e-09,9.99999999617e-07,3.82317536005e-16,1e-09,1e-09,7.31564325362e-23,1e-09,9.33232313614e-30,1e-09,1e-09,8.92870067271e-37,8.92870067271e-37,1e-09,7.31564512008e-23
382.8,1e-09,9.99999999617e-07,3.82417436028e-16,1e-09,1e-09,7.31946692555e-23,1e-09,9.33964069021e-30,1e-09,1e-09,8.93803665341e-37,8.93803665341e-37,1e-09,7.31946879348e-23
382.9,1e-09,9.99999999617e-07,3.82517336052e-16,1e-09,1e-09,7.32329159649e-23,1e-09,9.34696206846e-30,1e-09,1e-09,8.94737995358e-37,8.94737995358e-37,1e-09,7.32329346588e-23
383.0,1e-09,9.99999999617e-07,3.82617236075e-16,1e-09,1e-09,7.32711726642e-23,1e-09,9.35428727187e-30,1e-09,1e-09,8.95673057704e-37,8.95673057704e-37,1e-09,7.32711913728e-23
383.1,1e-09,9.99999999617e-07,3.82717136098e-16,1e-09,1e-09,7.33094393535e-23,1e-09,9.36161630145e-30,1e-09,1e-09,8.96608852761e-37,8.96608852761e-37,1e-09,7.33094580767e-23
383.2,1e-09,9.99999999617e-07,3.82817036122e-16,1e-09,1e-09,7.33477160328e-23,1e-09,9.3689491582e-30,1e-09,1e-09,8.97545380912e-37,8.97545380912e-37,1e-09,7.33477347707e-23
383.3,1e-09,9.99999999617e-07,3.82916936145e-16,1e-09,1e-09,7.33860027021e-23,1e-09,9.37628584312e-30,1e-09,1e-09,8.98482642541e-37,8.98482642541e-37,1e-09,7.33860214546e-23
383.4,1e-09,9.99999999617e-07,3.83016836168e-16,1e-09,1e-09,7.34242993613e-23,1e-09,9.3836263572e-30,1e-09,1e-09,8.99420638029e-37,8.99420638029e-37,1e-09,7.34243181286e-23
383.5,1e-09,9.99999999617e-07,3.83116736192e-16,1e-09,1e-09,7.34626060106e-23,1e-09,9.39097070145e-30,1e-09,1e-09,9.0035936776e-37,9.0035936776e-37,1e-09,7.34626247925e-23
383.6,1e-09,9.99999999617e-07,3.83216636215e-16,1e-09,1e-09,7.35009226498e-23,1e-09,9.39831887686e-30,1e-09,1e-09,9.01298832117e-37,9.01298832117e-37,1e-09,7.35009414465e-23
383.7,1e-09,9.99999999616e-07,3.83316536238e-16,1e-09,1e-09,7.35392492791e-23,1e-09,9.40567088443e-30,1e-09,1e-09,9.02239031483e-37,9.02239031483e-37,1e-09,7.35392680904e-23
383.8,1e-09,9.99999999616e-07,3.83416436261e-16,1e-09,1e-09,7.35775858983e-23,1e-09,9.41302672516e-30,1e-09,1e-09,9.03179966241e-37,9.03179966241e-37,1e-09,7.35776047243e-23
383.9,1e-09,9.99999999616e-07,3.83516336285e-16,1e-09,1e-09,7.36159325075e-23,1e-09,9.42038640006e-30,1e-09,1e-09,9.04121636775e-37,9.04121636775e-37,1e-09,7.36159513483e-23
384.0,1e-09,9.99999999616e-07,3.83616236308e-16,1e-09,1e-09,7.36542891067e-23,1e-09,9.42774991011e-30,1e-09,1e-09,9.05064043468e-37,9.05064043468e-37,1e-09,7.36543079622e-23
384.1,1e-09,9.99999999616e-07,3.83716136331e-16,1e-09,1e-09,7.36926556958e-23,1e-09,9.43511725633e-30,1e-09,1e-09,9.06007186704e-37,9.06007186704e-37,1e-09,7.36926745661e-23
384.2,1e-09,9.99999999616e-07,3.83816036354e-16,1e-09,1e-09,7.3731032275e-23,1e-09,9.4424884397e-30,1e-09,1e-09,9.06951066866e-37,9.06951066866e-37,1e-09,7.373105116e-23
384.3,1e-09,9.99999999616e-07,3.83915936377e-16,1e-09,1e-09,7.37694188442e-23,1e-09,9.44986346123e-30,1e-09,1e-09,9.07895684338e-37,9.07895684338e-37,1e-09,7.37694377439e-23
384.4,1e-09,9.99999999616e-07,3.840158364e-16,1e-09,1e-09,7.38078154033e-23,1e-09,9.45724232191e-30,1e-09,1e-09,9.08841039505e-37,9.08841039505e-37,1e-09,7.38078343178e-23
384.5,1e-09,9.99999999616e-07,3.84115736423e-16,1e-09,1e-09,7.38462219524e-23,1e-09,9.46462502275e-30,1e-09,1e-09,9.09787132749e-37,9.09787132749e-37,1e-09,7.38462408817e-23
384.6,1e-09,9.99999999616e-07,3.84215636446e-16,1e-09,1e-09,7.38846384915e-23,1e-09,9.47201156474e-30,1e-09,1e-09,9.10733964455e-37,9.10733964455e-37,1e-09,7.38846574356e-23
384.7,1e-09,9.99999999615e-07,3.84315536469e-16,1e-09,1e-09,7.39230650206e-23,1e-09,9.47940194889e-30,1e-09,1e-09,9.11681535008e-37,9.11681535008e-37,1e-09,7.39230839794e-23
384.8,1e-09,9.99999999615e-07,3.84415436492e-16,1e-09,1e-09,7.39615015397e-23,1e-09,9.48679617618e-30,1e-09,1e-09,9.12629844791e-37,9.12629844791e-37,1e-09,7.39615205133e-23
384.9,1e-09,9.99999999615e-07,3.84515336515e-16,1e-09,1e-09,7.39999480488e-23,1e-09,9.49419424763e-30,1e-09,1e-09,9.13578894189e-37,9.13578894189e-37,1e-09,7.39999670372e-23
385.0,1e-09,9.99999999615e-07,3.84615236538e-16,1e-09,1e-09,7.40384045479e-23,1e-09,9.50159616423e-30,1e-09,1e-09,9.14528683586e-37,9.14528683586e-37,1e-09,7.40384235511e-23
385.1,1e-09,9.99999999615e-07,3.84715136561e-16,1e-09,1e-09,7.40768710369e-23,1e-09,9.50900192697e-30,1e-09,1e-09,9.15479213367e-37,9.15479213367e-37,1e-09,7.40768900549e-23
385.2,1e-09,9.99999999615e-07,3.84815036584e-16,1e-09,1e-09,7.41153475159e-23,1e-09,9.51641153687e-30,1e-09,1e-09,9.16430483916e-37,9.16430483916e-37,1e-09,7.41153665488e-23
385.3,1e-09,9.99999999615e-07,3.84914936607e-16,1e-09,1e-09,7.4153833985e-23,1e-09,9.52382499491e-30,1e-09,1e-09,9.17382495619e-37,9.17382495619e-37,1e-09,7.41538530326e-23
385.4,1e-09,9.99999999615e-07,3.8501483663e-16,1e-09,1e-09,7.4192330444e-23,1e-09,9.53124230209e-30,1e-09,1e-09,9.1833524886e-37,9.1833524886e-37,1e-09,7.41923495065e-23
385.5,1e-09,9.99999999615e-07,3.85114736653e-16,1e-09,1e-09,7.4230836893e-23,1e-09,9.53866345942e-30,1e-09,1e-09,9.19288744024e-37,9.19288744024e-37,1e-09,7.42308559703e-23
385.6,1e-09,9.99999999615e-07,3.85214636676e-16,1e-09,1e-09,7.42693533319e-23,1e-09,9.54608846789e-30,1e-09,1e-09,9.20242981496e-37,9.20242981496e-37,1e-09,7.42693724241e-23
385.7,1e-09,9.99999999614e-07,3.85314536699e-16,1e-09,1e-09,7.43078797609e-23,1e-09,9.55351732851e-30,1e-09,1e-09,9.21197961662e-37,9.21197961662e-37,1e-09,7.43078988679e-23
385.8,1e-09,9.99999999614e-07,3.85414436722e-16,1e-09,1e-09,7.43464161799e-23,1e-09,9.56095004227e-30,1e-09,1e-09,9.22153684906e-37,9.22153684906e-37,1e-09,7.43464353018e-23
385.9,1e-09,9.99999999614e-07,3.85514336744e-16,1e-09,1e-09,7.43849625888e-23,1e-09,9.56838661017e-30,1e-09,1e-09,9.23110151615e-37,9.23110151615e-37,1e-09,7.43849817256e-23
386.0,1e-09,9.99999999614e-07,3.85614236767e-16,1e-09,1e-09,7.44235189877e-23,1e-09,9.57582703321e-30,1e-09,1e-09,9.24067362172e-37,9.24067362172e-37,1e-09,7.44235381394e-23
386.1,1e-09,9.99999999614e-07,3.8571413679e-16,1e-09,1e-09,7.44620853767e-23,1e-09,9.58327131238e-30,1e-09,1e-09,9.25025316965e-37,9.25025316965e-37,1e-09,7.44621045432e-23
386.2,1e-09,9.99999999614e-07,3.85814036813e-16,1e-09,1e-09,7.45006617556e-23,1e-09,9.5907194487e-30,1e-09,1e-09,9.25984016378e-37,9.25984016378e-37,1e-09,7.4500680937e-23
386.3,1e-09,9.99999999614e-07,3.85913936835e-16,1e-09,1e-09,7.45392481244e-23,1e-09,9.59817144315e-30,1e-09,1e-09,9.26943460798e-37,9.26943460798e-37,1e-09,7.45392673208e-23
386.4,1e-09,9.99999999614e-07,3.86013836858e-16,1e-09,1e-09,7.45778444833e-23,1e-09,9.60562729674e-30,1e-09,1e-09,9.2790365061e-37,9.2790365061e-37,1e-09,7.45778636946e-23
386.5,1e-09,9.99999999614e-07,3.86113736881e-16,1e-09,1e-09,7.46164508322e-23,1e-09,9.61308701046e-30,1e-09,1e-09,9.28864586201e-37,9.28864586201e-37,1e-09,7.46164700584e-23
386.6,1e-09,9.99999999614e-07,3.86213636904e-16,1e-09,1e-09,7.4655067171e-23,1e-09,9.62055058531e-30,1e-09,1e-09,9.29826267955e-37,9.29826267955e-37,1e-09,7.46550864121e-23
386.7,1e-09,9.99999999613e-07,3.86313536926e-16,1e-09,1e-09,7.46936934999e-23,1e-09,9.6280180223e-30,1e-09,1e-09,9.3078869626e-37,9.3078869626e-37,1e-09,7.46937127559e-23
386.8,1e-09,9.99999999613e-07,3.86413436949e-16,1e-09,1e-09,7.47323298187e-23,1e-09,9.63548932242e-30,1e-09,1e-09,9.31751871502e-37,9.31751871502e-37,1e-09,7.47323490897e-23
386.9,1e-09,9.99999999613e-07,3.86513336971e-16,1e-09,1e-09,7.47709761275e-23,1e-09,9.64296448667e-30,1e-09,1e-09,9.32715794067e-37,9.32715794067e-37,1e-09,7.47709954134e-23
387.0,1e-09,9.99999999613e-07,3.86613236994e-16,1e-09,1e-09,7.48096324263e-23,1e-09,9.65044351605e-30,1e-09,1e-09,9.33680464342e-37,9.33680464342e-37,1e-09,7.48096517272e-23
387.1,1e-09,9.99999999613e-07,3.86713137017e-16,1e-09,1e-09,7.48482987151e-23,1e-09,9.65792641156e-30,1e-09,1e-09,9.34645882713e-37,9.34645882713e-37,1e-09,7.48483180309e-23
387.2,1e-09,9.99999999613e-07,3.86813037039e-16,1e-09,1e-09,7.48869749939e-23,1e-09,9.66541317419e-30,1e-09,1e-09,9.35612049566e-37,9.35612049566e-37,1e-09,7.48869943247e-23
387.3,1e-09,9.99999999613e-07,3.86912937062e-16,1e-09,1e-09,7.49256612626e-23,1e-09,9.67290380496e-30,1e-09,1e-09,9.36578965289e-37,9.36578965289e-37,1e-09,7.49256806084e-23
387.4,1e-09,9.99999999613e-07,3.87012837084e-16,1e-09,1e-09,7.49643575214e-23,1e-09,9.68039830485e-30,1e-09,1e-09,9.37546630269e-37,9.37546630269e-37,1e-09,7.49643768822e-23
387.5,1e-09,9.99999999613e-07,3.87112737107e-16,1e-09,1e-09,7.50030637701e-23,1e-09,9.68789667486e-30,1e-09,1e-09,9.38515044892e-37,9.38515044892e-37,1e-09,7.50030831459e-23
387.6,1e-09,9.99999999613e-07,3.87212637129e-16,1e-09,1e-09,7.50417800088e-23,1e-09,9.695398916e-30,1e-09,1e-09,9.39484209545e-37,9.39484209545e-37,1e-09,7.50417993996e-23
387.7,1e-09,9.99999999612e-07,3.87312537152e-16,1e-09,1e-09,7.50805062375e-23,1e-09,9.70290502925e-30,1e-09,1e-09,9.40454124616e-37,9.40454124616e-37,1e-09,7.50805256433e-23
387.8,1e-09,9.99999999612e-07,3.87412437174e-16,1e-09,1e-09,7.51192424562e-23,1e-09,9.71041501564e-30,1e-09,1e-09,9.41424790492e-37,9.41424790492e-37,1e-09,7.5119261877e-23
387.9,1e-09,9.99999999612e-07,3.87512337196e-16,1e-09,1e-09,7.51579886649e-23,1e-09,9.71792887614e-30,1e-09,1e-09,9.4239620756e-37,9.4239620756e-37,1e-09,7.51580081007e-23
388.0,1e-09,9.99999999612e-07,3.87612237219e-16,1e-09,1e-09,7.51967448635e-23,1e-09,9.72544661176e-30,1e-09,1e-09,9.43368376208e-37,9.43368376208e-37,1e-09,7.51967643144e-23
388.1,1e-09,9.99999999612e-07,3.87712137241e-16,1e-09,1e-09,7.52355110522e-23,1e-09,9.7329682235e-30,1e-09,1e-09,9.44341296823e-37,9.44341296823e-37,1e-09,7.52355305181e-23
388.2,1e-09,9.99999999612e-07,3.87812037264e-16,1e-09,1e-09,7.52742872308e-23,1e-09,9.74049371235e-30,1e-09,1e-09,9.45314969793e-37,9.45314969793e-37,1e-09,7.52743067118e-23
388.3,1e-09,9.99999999612e-07,3.87911937286e-16,1e-09,1e-09,7.53130733995e-23,1e-09,9.74802307933e-30,1e-09,1e-09,9.46289395506e-37,9.46289395506e-37,1e-09,7.53130928955e-23
388.4,1e-09,9.99999999612e-07,3.88011837308e-16,1e-09,1e-09,7.53518695581e-23,1e-09,9.75555632542e-30,1e-09,1e-09,9.47264574349e-37,9.47264574349e-37,1e-09,7.53518890692e-23
388.5,1e-09,9.99999999612e-07,3.8811173733e-16,1e-09,1e-09,7.53906757067e-23,1e-09,9.76309345162e-30,1e-09,1e-09,9.48240506711e-37,9.48240506711e-37,1e-09,7.53906952329e-23
388.6,1e-09,9.99999999612e-07,3.88211637353e-16,1e-09,1e-09,7.54294918453e-23,1e-09,9.77063445894e-30,1e-09,1e-09,9.49217192979e-37,9.49217192979e-37,1e-09,7.54295113865e-23
388.7,1e-09,9.99999999611e-07,3.88311537375e-16,1e-09,1e-09,7.54683179738e-23,1e-09,9.77817934837e-30,1e-09,1e-09,9.50194633542e-37,9.50194633542e-37,1e-09,7.54683375302e-23
388.8,1e-09,9.99999999611e-07,3.88411437397e-16,1e-09,1e-09,7.55071540924e-23,1e-09,9.78572812091e-30,1e-09,1e-09,9.51172828788e-37,9.51172828788e-37,1e-09,7.55071736638e-23
388.9,1e-09,9.99999999611e-07,3.88511337419e-16,1e-09,1e-09,7.55460002009e-23,1e-09,9.79328077756e-30,1e-09,1e-09,9.52151779105e-37,9.52151779105e-37,1e-09,7.55460197875e-23
389.0,1e-09,9.99999999611e-07,3.88611237442e-16,1e-09,1e-09,7.55848562995e-23,1e-09,9.80083731933e-30,1e-09,1e-09,9.53131484883e-37,9.53131484883e-37,1e-09,7.55848759011e-23
389.1,1e-09,9.99999999611e-07,3.88711137464e-16,1e-09,1e-09,7.5623722388e-23,1e-09,9.8083977472e-30,1e-09,1e-09,9.54111946508e-37,9.54111946508e-37,1e-09,7.56237420048e-23
389.2,1e-09,9.99999999611e-07,3.88811037486e-16,1e-09,1e-09,7.56625984665e-23,1e-09,9.81596206217e-30,1e-09,1e-09,9.55093164371e-37,9.55093164371e-37,1e-09,7.56626180984e-23
389.3,1e-09,9.99999999611e-07,3.88910937508e-16,1e-09,1e-09,7.5701484535e-23,1e-09,9.82353026526e-30,1e-09,1e-09,9.56075138859e-37,9.56075138859e-37,1e-09,7.5701504182e-23
389.4,1e-09,9.99999999611e-07,3.8901083753e-16,1e-09,1e-09,7.57403805935e-23,1e-09,9.83110235745e-30,1e-09,1e-09,9.57057870362e-37,9.57057870362e-37,1e-09,7.57404002557e-23
389.5,1e-09,9.99999999611e-07,3.89110737552e-16,1e-09,1e-09,7.57792866419e-23,1e-09,9.83867833975e-30,1e-09,1e-09,9.58041359269e-37,9.58041359269e-37,1e-09,7.57793063193e-23
389.6,1e-09,9.99999999611e-07,3.89210637574e-16,1e-09,1e-09,7.58182026804e-23,1e-09,9.84625821314e-30,1e-09,1e-09,9.59025605968e-37,9.59025605968e-37,1e-09,7.58182223729e-23
389.7,1e-09,9.9999999961e-07,3.89310537596e-16,1e-09,1e-09,7.58571287088e-23,1e-09,9.85384197865e-30,1e-09,1e-09,9.6001061085e-37,9.6001061085e-37,1e-09,7.58571484165e-23
389.8,1e-09,9.9999999961e-07,3.89410437618e-16,1e-09,1e-09,7.58960647272e-23,1e-09,9.86142963725e-30,1e-09,1e-09,9.60996374302e-37,9.60996374302e-37,1e-09,7.58960844501e-23
389.9,1e-09,9.9999999961e-07,3.8951033764e-16,1e-09,1e-09,7.59350107356e-23,1e-09,9.86902118995e-30,1e-09,1e-09,9.61982896715e-37,9.61982896715e-37,1e-09,7.59350304737e-23
390.0,1e-09,9.9999999961e-07,3.89610237662e-16,1e-09,1e-09,7.5973966734e-23,1e-09,9.87661663775e-30,1e-09,1e-09,9.62970178477e-37,9.62970178477e-37,1e-09,7.59739864873e-23
390.1,1e-09,9.9999999961e-07,3.89710137684e-16,1e-09,1e-09,7.60129327224e-23,1e-09,9.88421598166e-30,1e-09,1e-09,9.63958219979e-37,9.63958219979e-37,1e-09,7.60129524909e-23
390.2,1e-09,9.9999999961e-07,3.89810037706e-16,1e-09,1e-09,7.60519087008e-23,1e-09,9.89181922265e-30,1e-09,1e-09,9.64947021611e-37,9.64947021611e-37,1e-09,7.60519284844e-23
390.3,1e-09,9.9999999961e-07,3.89909937728e-16,1e-09,1e-09,7.60908946692e-23,1e-09,9.89942636175e-30,1e-09,1e-09,9.65936583761e-37,9.65936583761e-37,1e-09,7.6090914468e-23
390.4,1e-09,9.9999999961e-07,3.9000983775e-16,1e-09,1e-09,7.61298906275e-23,1e-09,9.90703739994e-30,1e-09,1e-09,9.6692690682e-37,9.6692690682e-37,1e-09,7.61299104416e-23
390.5,1e-09,9.9999999961e-07,3.90109737772e-16,1e-09,1e-09,7.61688965758e-23,1e-09,9.91465233823e-30,1e-09,1e-09,9.67917991177e-37,9.67917991177e-37,1e-09,7.61689164051e-23
390.6,1e-09,9.9999999961e-07,3.90209637794e-16,1e-09,1e-09,7.62079125142e-23,1e-09,9.92227117761e-30,1e-09,1e-09,9.68909837224e-37,9.68909837224e-37,1e-09,7.62079323587e-23
390.7,1e-09,9.99999999609e-07,3.90309537816e-16,1e-09,1e-09,7.62469384425e-23,1e-09,9.92989391908e-30,1e-09,1e-09,9.69902445349e-37,9.69902445349e-37,1e-09,7.62469583023e-23
390.8,1e-09,9.99999999609e-07,3.90409437838e-16,1e-09,1e-09,7.62859743608e-23,1e-09,9.93752056364e-30,1e-09,1e-09,9.70895815944e-37,9.70895815944e-37,1e-09,7.62859942358e-23
390.9,1e-09,9.99999999609e-07,3.90509337859e-16,1e-09,1e-09,7.6325020269e-23,1e-09,9.9451511123e-30,1e-09,1e-09,9.71889949398e-37,9.71889949398e-37,1e-09,7.63250401593e-23
391.0,1e-09,9.99999999609e-07,3.90609237881e-16,1e-09,1e-09,7.63640761673e-23,1e-09,9.95278556604e-30,1e-09,1e-09,9.72884846102e-37,9.72884846102e-37,1e-09,7.63640960729e-23
391.1,1e-09,9.99999999609e-07,3.90709137903e-16,1e-09,1e-09,7.64031420555e-23,1e-09,9.96042392587e-30,1e-09,1e-09,9.73880506447e-37,9.73880506447e-37,1e-09,7.64031619764e-23
391.2,1e-09,9.99999999609e-07,3.90809037925e-16,1e-09,1e-09,7.64422179338e-23,1e-09,9.96806619279e-30,1e-09,1e-09,9.74876930823e-37,9.74876930823e-37,1e-09,7.64422378699e-23
391.3,1e-09,9.99999999609e-07,3.90908937946e-16,1e-09,1e-09,7.6481303802e-23,1e-09,9.9757123678e-30,1e-09,1e-09,9.75874119621e-37,9.75874119621e-37,1e-09,7.64813237534e-23
391.4,1e-09,9.99999999609e-07,3.91008837968e-16,1e-09,1e-09,7.65203996602e-23,1e-09,9.98336245189e-30,1e-09,1e-09,9.76872073231e-37,9.76872073231e-37,1e-09,7.65204196269e-23
391.5,1e-09,9.99999999609e-07,3.9110873799e-16,1e-09,1e-09,7.65595055084e-23,1e-09,9.99101644607e-30,1e-09,1e-09,9.77870792046e-37,9.77870792046e-37,1e-09,7.65595254905e-23
391.6,1e-09,9.99999999609e-07,3.91208638011e-16,1e-09,1e-09,7.65986213466e-23,1e-09,9.99867435133e-30,1e-09,1e-09,9.78870276455e-37,9.78870276455e-37,1e-09,7.6598641344e-23
391.7,1e-09,9.99999999608e-07,3.91308538033e-16,1e-09,1e-09,7.66377471748e-23,1e-09,1.00063361687e-29,1e-09,1e-09,9.79870526851e-37,9.79870526851e-37,1e-09,7.66377671874e-23
391.8,1e-09,9.99999999608e-07,3.91408438055e-16,1e-09,1e-09,7.66768829929e-23,1e-09,1.00140018991e-29,1e-09,1e-09,9.80871543624e-37,9.80871543624e-37,1e-09,7.66769030209e-23
391.9,1e-09,9.99999999608e-07,3.91508338076e-16,1e-09,1e-09,7.67160288011e-23,1e-09,1.00216715436e-29,1e-09,1e-09,9.81873327165e-37,9.81873327165e-37,1e-09,7.67160488444e-23
392.0,1e-09,9.99999999608e-07,3.91608238098e-16,1e-09,1e-09,7.67551845992e-23,1e-09,1.00293451032e-29,1e-09,1e-09,9.82875877866e-37,9.82875877866e-37,1e-09,7.67552046579e-23
392.1,1e-09,9.99999999608e-07,3.91708138119e-16,1e-09,1e-09,7.67943503873e-23,1e-09,1.00370225788e-29,1e-09,1e-09,9.8387919612e-37,9.8387919612e-37,1e-09,7.67943704614e-23
392.2,1e-09,9.99999999608e-07,3.91808038141e-16,1e-09,1e-09,7.68335261654e-23,1e-09,1.00447039716e-29,1e-09,1e-09,9.84883282316e-37,9.84883282316e-37,1e-09,7.68335462548e-23
392.3,1e-09,9.99999999608e-07,3.91907938163e-16,1e-09,1e-09,7.68727119335e-23,1e-09,1.00523892824e-29,1e-09,1e-09,9.85888136848e-37,9.85888136848e-37,1e-09,7.68727320383e-23
392.4,1e-09,9.99999999608e-07,3.92007838184e-16,1e-09,1e-09,7.69119076916e-23,1e-09,1.00600785123e-29,1e-09,1e-09,9.86893760106e-37,9.86893760106e-37,1e-09,7.69119278117e-23
392.5,1e-09,9.99999999608e-07,3.92107738206e-16,1e-09,1e-09,7.69511134396e-23,1e-09,1.00677716623e-29,1e-09,1e-09,9.87900152483e-37,9.87900152483e-37,1e-09,7.69511335752e-23
392.6,1e-09,9.99999999608e-07,3.92207638227e-16,1e-09,1e-09,7.69903291777e-23,1e-09,1.00754687333e-29,1e-09,1e-09,9.88907314372e-37,9.88907314372e-37,1e-09,7.69903493286e-23
392.7,1e-09,9.99999999607e-07,3.92307538248e-16,1e-09,1e-09,7.70295549057e-23,1e-09,1.00831697264e-29,1e-09,1e-09,9.89915246163e-37,9.89915246163e-37,1e-09,7.70295750721e-23
392.8,1e-09,9.99999999607e-07,3.9240743827e-16,1e-09,1e-09,7.70687906238e-23,1e-09,1.00908746426e-29,1e-09,1e-09,9.9092394825e-37,9.9092394825e-37,1e-09,7.70688108055e-23
392.9,1e-09,9.99999999607e-07,3.92507338291e-16,1e-09,1e-09,7.71080363318e-23,1e-09,1.00985834829e-29,1e-09,1e-09,9.91933421024e-37,9.91933421024e-37,1e-09,7.71080565289e-23
393.0,1e-09,9.99999999607e-07,3.92607238313e-16,1e-09,1e-09,7.71472920298e-23,1e-09,1.01062962482e-29,1e-09,1e-09,9.92943664879e-37,9.92943664879e-37,1e-09,7.71473122423e-23
393.1,1e-09,9.99999999607e-07,3.92707138334e-16,1e-09,1e-09,7.71865577177e-23,1e-09,1.01140129396e-29,1e-09,1e-09,9.93954680206e-37,9.93954680206e-37,1e-09,7.71865779458e-23
393.2,1e-09,9.99999999607e-07,3.92807038355e-16,1e-09,1e-09,7.72258333957e-23,1e-09,1.0121733558e-29,1e-09,1e-09,9.94966467399e-37,9.94966467399e-37,1e-09,7.72258536392e-23
393.3,1e-09,9.99999999607e-07,3.92906938377e-16,1e-09,1e-09,7.72651190637e-23,1e-09,1.01294581046e-29,1e-09,1e-09,9.9597902685e-37,9.9597902685e-37,1e-09,7.72651393226e-23
393.4,1e-09,9.99999999607e-07,3.93006838398e-16,1e-09,1e-09,7.73044147216e-23,1e-09,1.01371865802e-29,1e-09,1e-09,9.96992358951e-37,9.96992358951e-37,1e-09,7.7304434996e-23
393.5,1e-09,9.99999999607e-07,3.93106738419e-16,1e-09,1e-09,7.73437203695e-23,1e-09,1.01449189858e-29,1e-09,1e-09,9.98006464097e-37,9.98006464097e-37,1e-09,7.73437406594e-23
393.6,1e-09,9.99999999607e-07,3.93206638441e-16,1e-09,1e-09,7.73830360074e-23,1e-09,1.01526553225e-29,1e-09,1e-09,9.9902134268e-37,9.9902134268e-37,1e-09,7.73830563127e-23
