time,hexokinase,glucose,glucose6phosphate
213.8,1e-09,9.99999999786e-07,2.13586413586e-16
213.9,1e-09,9.99999999786e-07,2.13686313686e-16
214.0,1e-09,9.99999999786e-07,2.13786213786e-16
214.1,1e-09,9.99999999786e-07,2.13886113886e-16
214.2,1e-09,9.99999999786e-07,2.13986013986e-16
214.3,1e-09,9.99999999786e-07,2.14085914086e-16
214.4,1e-09,9.99999999786e-07,2.14185814186e-16
214.5,1e-09,9.99999999786e-07,2.14285714286e-16
214.6,1e-09,9.99999999786e-07,2.14385614386e-16
214.7,1e-09,9.99999999785e-07,2.14485514485e-16
214.8,1e-09,9.99999999785e-07,2.14585414585e-16
214.9,1e-09,9.99999999785e-07,2.14685314685e-16
215.0,1e-09,9.99999999785e-07,2.14785214785e-16
215.1,1e-09,9.99999999785e-07,2.14885114885e-16
215.2,1e-09,9.99999999785e-07,2.14985014985e-16
215.3,1e-09,9.99999999785e-07,2.15084915085e-16
215.4,1e-09,9.99999999785e-07,2.15184815185e-16
215.5,1e-09,9.99999999785e-07,2.15284715285e-16
215.6,1e-09,9.99999999785e-07,2.15384615385e-16
215.7,1e-09,9.99999999784e-07,2.15484515484e-16
215.8,1e-09,9.99999999784e-07,2.15584415584e-16
215.9,1e-09,9.99999999784e-07,2.15684315684e-16
216.0,1e-09,9.99999999784e-07,2.15784215784e-16
216.1,1e-09,9.99999999784e-07,2.15884115884e-16
216.2,1e-09,9.99999999784e-07,2.15984015984e-16
216.3,1e-09,9.99999999784e-07,2.16083916084e-16
216.4,1e-09,9.99999999784e-07,2.16183816184e-16
216.5,1e-09,9.99999999784e-07,2.16283716284e-16
216.6,1e-09,9.99999999784e-07,2.16383616384e-16
216.7,1e-09,9.99999999783e-07,2.16483516483e-16
216.8,1e-09,9.99999999783e-07,2.16583416583e-16
216.9,1e-09,9.99999999783e-07,2.16683316683e-16
217.0,1e-09,9.99999999783e-07,2.16783216783e-16
217.1,1e-09,9.99999999783e-07,2.16883116883e-16
217.2,1e-09,9.99999999783e-07,2.16983016983e-16
217.3,1e-09,9.99999999783e-07,2.17082917083e-16
217.4,1e-09,9.99999999783e-07,2.17182817183e-16
217.5,1e-09,9.99999999783e-07,2.17282717283e-16
217.6,1e-09,9.99999999783e-07,2.17382617383e-16
217.7,1e-09,9.99999999782e-07,2.17482517482e-16
217.8,1e-09,9.99999999782e-07,2.17582417582e-16
217.9,1e-09,9.99999999782e-07,2.17682317682e-16
218.0,1e-09,9.99999999782e-07,2.17782217782e-16
218.1,1e-09,9.99999999782e-07,2.17882117882e-16
218.2,1e-09,9.99999999782e-07,2.17982017982e-16
218.3,1e-09,9.99999999782e-07,2.18081918082e-16
218.4,1e-09,9.99999999782e-07,2.18181818182e-16
218.5,1e-09,9.99999999782e-07,2.18281718282e-16
218.6,1e-09,9.99999999782e-07,2.18381618382e-16
218.7,1e-09,9.99999999781e-07,2.18481518481e-16
218.8,1e-09,9.99999999781e-07,2.18581418581e-16
218.9,1e-09,9.99999999781e-07,2.18681318681e-16
219.0,1e-09,9.99999999781e-07,2.18781218781e-16
219.1,1e-09,9.99999999781e-07,2.18881118881e-16
219.2,1e-09,9.99999999781e-07,2.18981018981e-16
219.3,1e-09,9.99999999781e-07,2.19080919081e-16
219.4,1e-09,9.99999999781e-07,2.19180819181e-16
219.5,1e-09,9.99999999781e-07,2.19280719281e-16
219.6,1e-09,9.99999999781e-07,2.19380619381e-16
219.7,1e-09,9.9999999978e-07,2.1948051948e-16
219.8,1e-09,9.9999999978e-07,2.1958041958e-16
219.9,1e-09,9.9999999978e-07,2.1968031968e-16
220.0,1e-09,9.9999999978e-07,2.1978021978e-16
220.1,1e-09,9.9999999978e-07,2.1988011988e-16
220.2,1e-09,9.9999999978e-07,2.1998001998e-16
220.3,1e-09,9.9999999978e-07,2.2007992008e-16
220.4,1e-09,9.9999999978e-07,2.2017982018e-16
220.5,1e-09,9.9999999978e-07,2.2027972028e-16
220.6,1e-09,9.9999999978e-07,2.2037962038e-16
220.7,1e-09,9.99999999779e-07,2.20479520479e-16
220.8,1e-09,9.99999999779e-07,2.20579420579e-16
220.9,1e-09,9.99999999779e-07,2.20679320679e-16
221.0,1e-09,9.99999999779e-07,2.20779220779e-16
221.1,1e-09,9.99999999779e-07,2.20879120879e-16
221.2,1e-09,9.99999999779e-07,2.20979020979e-16
221.3,1e-09,9.99999999779e-07,2.21078921079e-16
221.4,1e-09,9.99999999779e-07,2.21178821179e-16
221.5,1e-09,9.99999999779e-07,2.21278721279e-16
221.6,1e-09,9.99999999779e-07,2.21378621379e-16
221.7,1e-09,9.99999999778e-07,2.21478521478e-16
221.8,1e-09,9.99999999778e-07,2.21578421578e-16
221.9,1e-09,9.99999999778e-07,2.21678321678e-16
222.0,1e-09,9.99999999778e-07,2.21778221778e-16
222.1,1e-09,9.99999999778e-07,2.21878121878e-16
222.2,1e-09,9.99999999778e-07,2.21978021978e-16
222.3,1e-09,9.99999999778e-07,2.22077922078e-16
222.4,1e-09,9.99999999778e-07,2.22177822178e-16
222.5,1e-09,9.99999999778e-07,2.22277722278e-16
222.6,1e-09,9.99999999778e-07,2.22377622378e-16
222.7,1e-09,9.99999999777e-07,2.22477522477e-16
222.8,1e-09,9.99999999777e-07,2.22577422577e-16
222.9,1e-09,9.99999999777e-07,2.22677322677e-16
223.0,1e-09,9.99999999777e-07,2.22777222777e-16
223.1,1e-09,9.99999999777e-07,2.22877122877e-16
223.2,1e-09,9.99999999777e-07,2.22977022977e-16
223.3,1e-09,9.99999999777e-07,2.23076923077e-16
223.4,1e-09,9.99999999777e-07,2.23176823177e-16
223.5,1e-09,9.99999999777e-07,2.23276723277e-16
223.6,1e-09,9.99999999777e-07,2.23376623377e-16
223.7,1e-09,9.99999999776e-07,2.23476523476e-16
223.8,1e-09,9.99999999776e-07,2.23576423576e-16
223.9,1e-09,9.99999999776e-07,2.23676323676e-16
224.0,1e-09,9.99999999776e-07,2.23776223776e-16
224.1,1e-09,9.99999999776e-07,2.23876123876e-16
224.2,1e-09,9.99999999776e-07,2.23976023976e-16
224.3,1e-09,9.99999999776e-07,2.24075924076e-16
224.4,1e-09,9.99999999776e-07,2.24175824176e-16
224.5,1e-09,9.99999999776e-07,2.24275724276e-16
224.6,1e-09,9.99999999776e-07,2.24375624376e-16
224.7,1e-09,9.99999999775e-07,2.24475524475e-16
224.8,1e-09,9.99999999775e-07,2.24575424575e-16
224.9,1e-09,9.99999999775e-07,2.24675324675e-16
225.0,1e-09,9.99999999775e-07,2.24775224775e-16
225.1,1e-09,9.99999999775e-07,2.24875124875e-16
225.2,1e-09,9.99999999775e-07,2.24975024975e-16
225.3,1e-09,9.99999999775e-07,2.25074925075e-16
225.4,1e-09,9.99999999775e-07,2.25174825175e-16
225.5,1e-09,9.99999999775e-07,2.25274725275e-16
225.6,1e-09,9.99999999775e-07,2.25374625375e-16
225.7,1e-09,9.99999999774e-07,2.25474525474e-16
225.8,1e-09,9.99999999774e-07,2.25574425574e-16
225.9,1e-09,9.99999999774e-07,2.25674325674e-16
226.0,1e-09,9.99999999774e-07,2.25774225774e-16
226.1,1e-09,9.99999999774e-07,2.25874125874e-16
226.2,1e-09,9.99999999774e-07,2.25974025974e-16
226.3,1e-09,9.99999999774e-07,2.26073926074e-16
226.4,1e-09,9.99999999774e-07,2.26173826174e-16
226.5,1e-09,9.99999999774e-07,2.26273726274e-16
226.6,1e-09,9.99999999774e-07,2.26373626374e-16
226.7,1e-09,9.99999999773e-07,2.26473526473e-16
226.8,1e-09,9.99999999773e-07,2.26573426573e-16
226.9,1e-09,9.99999999773e-07,2.26673326673e-16
227.0,1e-09,9.99999999773e-07,2.26773226773e-16
227.1,1e-09,9.99999999773e-07,2.26873126873e-16
227.2,1e-09,9.99999999773e-07,2.26973026973e-16
227.3,1e-09,9.99999999773e-07,2.27072927073e-16
227.4,1e-09,9.99999999773e-07,2.27172827173e-16
227.5,1e-09,9.99999999773e-07,2.27272727273e-16
227.6,1e-09,9.99999999773e-07,2.27372627373e-16
227.7,1e-09,9.99999999772e-07,2.27472527472e-16
227.8,1e-09,9.99999999772e-07,2.27572427572e-16
227.9,1e-09,9.99999999772e-07,2.27672327672e-16
228.0,1e-09,9.99999999772e-07,2.27772227772e-16
228.1,1e-09,9.99999999772e-07,2.27872127872e-16
228.2,1e-09,9.99999999772e-07,2.27972027972e-16
228.3,1e-09,9.99999999772e-07,2.28071928072e-16
228.4,1e-09,9.99999999772e-07,2.28171828172e-16
228.5,1e-09,9.99999999772e-07,2.28271728272e-16
228.6,1e-09,9.99999999772e-07,2.28371628372e-16
228.7,1e-09,9.99999999771e-07,2.28471528472e-16
228.8,1e-09,9.99999999771e-07,2.28571428571e-16
228.9,1e-09,9.99999999771e-07,2.28671328671e-16
229.0,1e-09,9.99999999771e-07,2.28771228771e-16
229.1,1e-09,9.99999999771e-07,2.28871128871e-16
229.2,1e-09,9.99999999771e-07,2.28971028971e-16
229.3,1e-09,9.99999999771e-07,2.29070929071e-16
229.4,1e-09,9.99999999771e-07,2.29170829171e-16
229.5,1e-09,9.99999999771e-07,2.29270729271e-16
229.6,1e-09,9.99999999771e-07,2.29370629371e-16
229.7,1e-09,9.9999999977e-07,2.29470529471e-16
229.8,1e-09,9.9999999977e-07,2.2957042957e-16
229.9,1e-09,9.9999999977e-07,2.2967032967e-16
230.0,1e-09,9.9999999977e-07,2.2977022977e-16
230.1,1e-09,9.9999999977e-07,2.2987012987e-16
230.2,1e-09,9.9999999977e-07,2.2997002997e-16
230.3,1e-09,9.9999999977e-07,2.3006993007e-16
230.4,1e-09,9.9999999977e-07,2.3016983017e-16
230.5,1e-09,9.9999999977e-07,2.3026973027e-16
230.6,1e-09,9.9999999977e-07,2.3036963037e-16
230.7,1e-09,9.99999999769e-07,2.3046953047e-16
230.8,1e-09,9.99999999769e-07,2.30569430569e-16
230.9,1e-09,9.99999999769e-07,2.30669330669e-16
231.0,1e-09,9.99999999769e-07,2.30769230769e-16
231.1,1e-09,9.99999999769e-07,2.30869130869e-16
231.2,1e-09,9.99999999769e-07,2.30969030969e-16
231.3,1e-09,9.99999999769e-07,2.31068931069e-16
231.4,1e-09,9.99999999769e-07,2.31168831169e-16
231.5,1e-09,9.99999999769e-07,2.31268731269e-16
231.6,1e-09,9.99999999769e-07,2.31368631369e-16
231.7,1e-09,9.99999999768e-07,2.31468531469e-16
231.8,1e-09,9.99999999768e-07,2.31568431568e-16
231.9,1e-09,9.99999999768e-07,2.31668331668e-16
232.0,1e-09,9.99999999768e-07,2.31768231768e-16
232.1,1e-09,9.99999999768e-07,2.31868131868e-16
232.2,1e-09,9.99999999768e-07,2.31968031968e-16
232.3,1e-09,9.99999999768e-07,2.32067932068e-16
232.4,1e-09,9.99999999768e-07,2.32167832168e-16
232.5,1e-09,9.99999999768e-07,2.32267732268e-16
232.6,1e-09,9.99999999768e-07,2.32367632368e-16
232.7,1e-09,9.99999999767e-07,2.32467532468e-16
232.8,1e-09,9.99999999767e-07,2.32567432567e-16
232.9,1e-09,9.99999999767e-07,2.32667332667e-16
233.0,1e-09,9.99999999767e-07,2.32767232767e-16
233.1,1e-09,9.99999999767e-07,2.32867132867e-16
233.2,1e-09,9.99999999767e-07,2.32967032967e-16
233.3,1e-09,9.99999999767e-07,2.33066933067e-16
233.4,1e-09,9.99999999767e-07,2.33166833167e-16
233.5,1e-09,9.99999999767e-07,2.33266733267e-16
233.6,1e-09,9.99999999767e-07,2.33366633367e-16
233.7,1e-09,9.99999999766e-07,2.33466533467e-16
233.8,1e-09,9.99999999766e-07,2.33566433566e-16
233.9,1e-09,9.99999999766e-07,2.33666333666e-16
234.0,1e-09,9.99999999766e-07,2.33766233766e-16
234.1,1e-09,9.99999999766e-07,2.33866133866e-16
234.2,1e-09,9.99999999766e-07,2.33966033966e-16
234.3,1e-09,9.99999999766e-07,2.34065934066e-16
234.4,1e-09,9.99999999766e-07,2.34165834166e-16
234.5,1e-09,9.99999999766e-07,2.34265734266e-16
234.6,1e-09,9.99999999766e-07,2.34365634366e-16
234.7,1e-09,9.99999999765e-07,2.34465534466e-16
234.8,1e-09,9.99999999765e-07,2.34565434565e-16
234.9,1e-09,9.99999999765e-07,2.34665334665e-16
235.0,1e-09,9.99999999765e-07,2.34765234765e-16
235.1,1e-09,9.99999999765e-07,2.34865134865e-16
235.2,1e-09,9.99999999765e-07,2.34965034965e-16
235.3,1e-09,9.99999999765e-07,2.35064935065e-16
235.4,1e-09,9.99999999765e-07,2.35164835165e-16
235.5,1e-09,9.99999999765e-07,2.35264735265e-16
235.6,1e-09,9.99999999765e-07,2.35364635365e-16
235.7,1e-09,9.99999999764e-07,2.35464535465e-16
235.8,1e-09,9.99999999764e-07,2.35564435564e-16
235.9,1e-09,9.99999999764e-07,2.35664335664e-16
236.0,1e-09,9.99999999764e-07,2.35764235764e-16
236.1,1e-09,9.99999999764e-07,2.35864135864e-16
236.2,1e-09,9.99999999764e-07,2.35964035964e-16
236.3,1e-09,9.99999999764e-07,2.36063936064e-16
236.4,1e-09,9.99999999764e-07,2.36163836164e-16
236.5,1e-09,9.99999999764e-07,2.36263736264e-16
236.6,1e-09,9.99999999764e-07,2.36363636364e-16
236.7,1e-09,9.99999999763e-07,2.36463536464e-16
236.8,1e-09,9.99999999763e-07,2.36563436563e-16
236.9,1e-09,9.99999999763e-07,2.36663336663e-16
237.0,1e-09,9.99999999763e-07,2.36763236763e-16
237.1,1e-09,9.99999999763e-07,2.36863136863e-16
237.2,1e-09,9.99999999763e-07,2.36963036963e-16
237.3,1e-09,9.99999999763e-07,2.37062937063e-16
237.4,1e-09,9.99999999763e-07,2.37162837163e-16
237.5,1e-09,9.99999999763e-07,2.37262737263e-16
237.6,1e-09,9.99999999763e-07,2.37362637363e-16
237.7,1e-09,9.99999999762e-07,2.37462537463e-16
237.8,1e-09,9.99999999762e-07,2.37562437562e-16
237.9,1e-09,9.99999999762e-07,2.37662337662e-16
238.0,1e-09,9.99999999762e-07,2.37762237762e-16
238.1,1e-09,9.99999999762e-07,2.37862137862e-16
238.2,1e-09,9.99999999762e-07,2.37962037962e-16
238.3,1e-09,9.99999999762e-07,2.38061938062e-16
238.4,1e-09,9.99999999762e-07,2.38161838162e-16
238.5,1e-09,9.99999999762e-07,2.38261738262e-16
238.6,1e-09,9.99999999762e-07,2.38361638362e-16
238.7,1e-09,9.99999999761e-07,2.38461538462e-16
238.8,1e-09,9.99999999761e-07,2.38561438561e-16
238.9,1e-09,9.99999999761e-07,2.38661338661e-16
239.0,1e-09,9.99999999761e-07,2.38761238761e-16
239.1,1e-09,9.99999999761e-07,2.38861138861e-16
239.2,1e-09,9.99999999761e-07,2.38961038961e-16
239.3,1e-09,9.99999999761e-07,2.39060939061e-16
239.4,1e-09,9.99999999761e-07,2.39160839161e-16
239.5,1e-09,9.99999999761e-07,2.39260739261e-16
239.6,1e-09,9.99999999761e-07,2.39360639361e-16
239.7,1e-09,9.9999999976e-07,2.39460539461e-16
239.8,1e-09,9.9999999976e-07,2.3956043956e-16
239.9,1e-09,9.9999999976e-07,2.3966033966e-16
240.0,1e-09,9.9999999976e-07,2.3976023976e-16
240.1,1e-09,9.9999999976e-07,2.3986013986e-16
240.2,1e-09,9.9999999976e-07,2.3996003996e-16
240.3,1e-09,9.9999999976e-07,2.4005994006e-16
240.4,1e-09,9.9999999976e-07,2.4015984016e-16
240.5,1e-09,9.9999999976e-07,2.4025974026e-16
240.6,1e-09,9.9999999976e-07,2.4035964036e-16
240.7,1e-09,9.99999999759e-07,2.4045954046e-16
240.8,1e-09,9.99999999759e-07,2.40559440559e-16
240.9,1e-09,9.99999999759e-07,2.40659340659e-16
241.0,1e-09,9.99999999759e-07,2.40759240759e-16
241.1,1e-09,9.99999999759e-07,2.40859140859e-16
241.2,1e-09,9.99999999759e-07,2.40959040959e-16
241.3,1e-09,9.99999999759e-07,2.41058941059e-16
241.4,1e-09,9.99999999759e-07,2.41158841159e-16
241.5,1e-09,9.99999999759e-07,2.41258741259e-16
241.6,1e-09,9.99999999759e-07,2.41358641359e-16
241.7,1e-09,9.99999999758e-07,2.41458541459e-16
241.8,1e-09,9.99999999758e-07,2.41558441558e-16
241.9,1e-09,9.99999999758e-07,2.41658341658e-16
242.0,1e-09,9.99999999758e-07,2.41758241758e-16
242.1,1e-09,9.99999999758e-07,2.41858141858e-16
242.2,1e-09,9.99999999758e-07,2.41958041958e-16
242.3,1e-09,9.99999999758e-07,2.42057942058e-16
242.4,1e-09,9.99999999758e-07,2.42157842158e-16
242.5,1e-09,9.99999999758e-07,2.42257742258e-16
242.6,1e-09,9.99999999758e-07,2.42357642358e-16
242.7,1e-09,9.99999999757e-07,2.42457542458e-16
242.8,1e-09,9.99999999757e-07,2.42557442557e-16
242.9,1e-09,9.99999999757e-07,2.42657342657e-16
243.0,1e-09,9.99999999757e-07,2.42757242757e-16
243.1,1e-09,9.99999999757e-07,2.42857142857e-16
243.2,1e-09,9.99999999757e-07,2.42957042957e-16
243.3,1e-09,9.99999999757e-07,2.43056943057e-16
243.4,1e-09,9.99999999757e-07,2.43156843157e-16
243.5,1e-09,9.99999999757e-07,2.43256743257e-16
243.6,1e-09,9.99999999757e-07,2.43356643357e-16
243.7,1e-09,9.99999999756e-07,2.43456543457e-16
243.8,1e-09,9.99999999756e-07,2.43556443556e-16
243.9,1e-09,9.99999999756e-07,2.43656343656e-16
244.0,1e-09,9.99999999756e-07,2.43756243756e-16
244.1,1e-09,9.99999999756e-07,2.43856143856e-16
244.2,1e-09,9.99999999756e-07,2.43956043956e-16
244.3,1e-09,9.99999999756e-07,2.44055944056e-16
244.4,1e-09,9.99999999756e-07,2.44155844156e-16
244.5,1e-09,9.99999999756e-07,2.44255744256e-16
244.6,1e-09,9.99999999756e-07,2.44355644356e-16
244.7,1e-09,9.99999999755e-07,2.44455544456e-16
244.8,1e-09,9.99999999755e-07,2.44555444555e-16
244.9,1e-09,9.99999999755e-07,2.44655344655e-16
245.0,1e-09,9.99999999755e-07,2.44755244755e-16
245.1,1e-09,9.99999999755e-07,2.44855144855e-16
245.2,1e-09,9.99999999755e-07,2.44955044955e-16
245.3,1e-09,9.99999999755e-07,2.45054945055e-16
245.4,1e-09,9.99999999755e-07,2.45154845155e-16
245.5,1e-09,9.99999999755e-07,2.45254745255e-16
245.6,1e-09,9.99999999755e-07,2.45354645355e-16
245.7,1e-09,9.99999999754e-07,2.45454545455e-16
245.8,1e-09,9.99999999754e-07,2.45554445554e-16
245.9,1e-09,9.99999999754e-07,2.45654345654e-16
246.0,1e-09,9.99999999754e-07,2.45754245754e-16
246.1,1e-09,9.99999999754e-07,2.45854145854e-16
246.2,1e-09,9.99999999754e-07,2.45954045954e-16
246.3,1e-09,9.99999999754e-07,2.46053946054e-16
246.4,1e-09,9.99999999754e-07,2.46153846154e-16
246.5,1e-09,9.99999999754e-07,2.46253746254e-16
246.6,1e-09,9.99999999754e-07,2.46353646354e-16
246.7,1e-09,9.99999999753e-07,2.46453546454e-16
246.8,1e-09,9.99999999753e-07,2.46553446553e-16
246.9,1e-09,9.99999999753e-07,2.46653346653e-16
247.0,1e-09,9.99999999753e-07,2.46753246753e-16
247.1,1e-09,9.99999999753e-07,2.46853146853e-16
247.2,1e-09,9.99999999753e-07,2.46953046953e-16
247.3,1e-09,9.99999999753e-07,2.47052947053e-16
247.4,1e-09,9.99999999753e-07,2.47152847153e-16
247.5,1e-09,9.99999999753e-07,2.47252747253e-16
247.6,1e-09,9.99999999753e-07,2.47352647353e-16
247.7,1e-09,9.99999999752e-07,2.47452547453e-16
247.8,1e-09,9.99999999752e-07,2.47552447552e-16
247.9,1e-09,9.99999999752e-07,2.47652347652e-16
248.0,1e-09,9.99999999752e-07,2.47752247752e-16
248.1,1e-09,9.99999999752e-07,2.47852147852e-16
248.2,1e-09,9.99999999752e-07,2.47952047952e-16
248.3,1e-09,9.99999999752e-07,2.48051948052e-16
248.4,1e-09,9.99999999752e-07,2.48151848152e-16
248.5,1e-09,9.99999999752e-07,2.48251748252e-16
248.6,1e-09,9.99999999752e-07,2.48351648352e-16
248.7,1e-09,9.99999999751e-07,2.48451548452e-16
248.8,1e-09,9.99999999751e-07,2.48551448551e-16
248.9,1e-09,9.99999999751e-07,2.48651348651e-16
249.0,1e-09,9.99999999751e-07,2.48751248751e-16
249.1,1e-09,9.99999999751e-07,2.48851148851e-16
249.2,1e-09,9.99999999751e-07,2.48951048951e-16
249.3,1e-09,9.99999999751e-07,2.49050949051e-16
249.4,1e-09,9.99999999751e-07,2.49150849151e-16
249.5,1e-09,9.99999999751e-07,2.49250749251e-16
249.6,1e-09,9.99999999751e-07,2.49350649351e-16
249.7,1e-09,9.9999999975e-07,2.49450549451e-16
249.8,1e-09,9.9999999975e-07,2.4955044955e-16
249.9,1e-09,9.9999999975e-07,2.4965034965e-16
250.0,1e-09,9.9999999975e-07,2.4975024975e-16
250.1,1e-09,9.9999999975e-07,2.4985014985e-16
250.2,1e-09,9.9999999975e-07,2.4995004995e-16
250.3,1e-09,9.9999999975e-07,2.5004995005e-16
250.4,1e-09,9.9999999975e-07,2.5014985015e-16
250.5,1e-09,9.9999999975e-07,2.5024975025e-16
250.6,1e-09,9.9999999975e-07,2.5034965035e-16
250.7,1e-09,9.99999999749e-07,2.5044955045e-16
250.8,1e-09,9.99999999749e-07,2.50549450549e-16
250.9,1e-09,9.99999999749e-07,2.50649350649e-16
251.0,1e-09,9.99999999749e-07,2.50749250749e-16
251.1,1e-09,9.99999999749e-07,2.50849150849e-16
251.2,1e-09,9.99999999749e-07,2.50949050949e-16
251.3,1e-09,9.99999999749e-07,2.51048951049e-16
251.4,1e-09,9.99999999749e-07,2.51148851149e-16
251.5,1e-09,9.99999999749e-07,2.51248751249e-16
251.6,1e-09,9.99999999749e-07,2.51348651349e-16
251.7,1e-09,9.99999999748e-07,2.51448551449e-16
251.8,1e-09,9.99999999748e-07,2.51548451548e-16
251.9,1e-09,9.99999999748e-07,2.51648351648e-16
252.0,1e-09,9.99999999748e-07,2.51748251748e-16
252.1,1e-09,9.99999999748e-07,2.51848151848e-16
252.2,1e-09,9.99999999748e-07,2.51948051948e-16
252.3,1e-09,9.99999999748e-07,2.52047952048e-16
252.4,1e-09,9.99999999748e-07,2.52147852148e-16
252.5,1e-09,9.99999999748e-07,2.52247752248e-16
252.6,1e-09,9.99999999748e-07,2.52347652348e-16
252.7,1e-09,9.99999999747e-07,2.52447552448e-16
252.8,1e-09,9.99999999747e-07,2.52547452547e-16
252.9,1e-09,9.99999999747e-07,2.52647352647e-16
253.0,1e-09,9.99999999747e-07,2.52747252747e-16
253.1,1e-09,9.99999999747e-07,2.52847152847e-16
253.2,1e-09,9.99999999747e-07,2.52947052947e-16
253.3,1e-09,9.99999999747e-07,2.53046953047e-16
253.4,1e-09,9.99999999747e-07,2.53146853147e-16
253.5,1e-09,9.99999999747e-07,2.53246753247e-16
253.6,1e-09,9.99999999747e-07,2.53346653347e-16
253.7,1e-09,9.99999999746e-07,2.53446553447e-16
253.8,1e-09,9.99999999746e-07,2.53546453546e-16
253.9,1e-09,9.99999999746e-07,2.53646353646e-16
254.0,1e-09,9.99999999746e-07,2.53746253746e-16
254.1,1e-09,9.99999999746e-07,2.53846153846e-16
254.2,1e-09,9.99999999746e-07,2.53946053946e-16
254.3,1e-09,9.99999999746e-07,2.54045954046e-16
254.4,1e-09,9.99999999746e-07,2.54145854146e-16
254.5,1e-09,9.99999999746e-07,2.54245754246e-16
254.6,1e-09,9.99999999746e-07,2.54345654346e-16
254.7,1e-09,9.99999999745e-07,2.54445554446e-16
254.8,1e-09,9.99999999745e-07,2.54545454545e-16
254.9,1e-09,9.99999999745e-07,2.54645354645e-16
255.0,1e-09,9.99999999745e-07,2.54745254745e-16
255.1,1e-09,9.99999999745e-07,2.54845154845e-16
255.2,1e-09,9.99999999745e-07,2.54945054945e-16
255.3,1e-09,9.99999999745e-07,2.55044955045e-16
255.4,1e-09,9.99999999745e-07,2.55144855145e-16
255.5,1e-09,9.99999999745e-07,2.55244755245e-16
255.6,1e-09,9.99999999745e-07,2.55344655345e-16
255.7,1e-09,9.99999999744e-07,2.55444555445e-16
255.8,1e-09,9.99999999744e-07,2.55544455544e-16
255.9,1e-09,9.99999999744e-07,2.55644355644e-16
256.0,1e-09,9.99999999744e-07,2.55744255744e-16
256.1,1e-09,9.99999999744e-07,2.55844155844e-16
256.2,1e-09,9.99999999744e-07,2.55944055944e-16
256.3,1e-09,9.99999999744e-07,2.56043956044e-16
256.4,1e-09,9.99999999744e-07,2.56143856144e-16
256.5,1e-09,9.99999999744e-07,2.56243756244e-16
256.6,1e-09,9.99999999744e-07,2.56343656344e-16
256.7,1e-09,9.99999999743e-07,2.56443556444e-16
256.8,1e-09,9.99999999743e-07,2.56543456543e-16
256.9,1e-09,9.99999999743e-07,2.56643356643e-16
257.0,1e-09,9.99999999743e-07,2.56743256743e-16
257.1,1e-09,9.99999999743e-07,2.56843156843e-16
257.2,1e-09,9.99999999743e-07,2.56943056943e-16
257.3,1e-09,9.99999999743e-07,2.57042957043e-16
257.4,1e-09,9.99999999743e-07,2.57142857143e-16
257.5,1e-09,9.99999999743e-07,2.57242757243e-16
257.6,1e-09,9.99999999743e-07,2.57342657343e-16
257.7,1e-09,9.99999999742e-07,2.57442557443e-16
257.8,1e-09,9.99999999742e-07,2.57542457542e-16
257.9,1e-09,9.99999999742e-07,2.57642357642e-16
258.0,1e-09,9.99999999742e-07,2.57742257742e-16
258.1,1e-09,9.99999999742e-07,2.57842157842e-16
258.2,1e-09,9.99999999742e-07,2.57942057942e-16
258.3,1e-09,9.99999999742e-07,2.58041958042e-16
258.4,1e-09,9.99999999742e-07,2.58141858142e-16
258.5,1e-09,9.99999999742e-07,2.58241758242e-16
258.6,1e-09,9.99999999742e-07,2.58341658342e-16
258.7,1e-09,9.99999999741e-07,2.58441558442e-16
258.8,1e-09,9.99999999741e-07,2.58541458541e-16
258.9,1e-09,9.99999999741e-07,2.58641358641e-16
259.0,1e-09,9.99999999741e-07,2.58741258741e-16
259.1,1e-09,9.99999999741e-07,2.58841158841e-16
259.2,1e-09,9.99999999741e-07,2.58941058941e-16
259.3,1e-09,9.99999999741e-07,2.59040959041e-16
259.4,1e-09,9.99999999741e-07,2.59140859141e-16
259.5,1e-09,9.99999999741e-07,2.59240759241e-16
259.6,1e-09,9.99999999741e-07,2.59340659341e-16
259.7,1e-09,9.9999999974e-07,2.59440559441e-16
259.8,1e-09,9.9999999974e-07,2.5954045954e-16
259.9,1e-09,9.9999999974e-07,2.5964035964e-16
260.0,1e-09,9.9999999974e-07,2.5974025974e-16
260.1,1e-09,9.9999999974e-07,2.5984015984e-16
260.2,1e-09,9.9999999974e-07,2.5994005994e-16
260.3,1e-09,9.9999999974e-07,2.6003996004e-16
260.4,1e-09,9.9999999974e-07,2.6013986014e-16
260.5,1e-09,9.9999999974e-07,2.6023976024e-16
260.6,1e-09,9.9999999974e-07,2.6033966034e-16
260.7,1e-09,9.99999999739e-07,2.6043956044e-16
260.8,1e-09,9.99999999739e-07,2.60539460539e-16
260.9,1e-09,9.99999999739e-07,2.60639360639e-16
261.0,1e-09,9.99999999739e-07,2.60739260739e-16
261.1,1e-09,9.99999999739e-07,2.60839160839e-16
261.2,1e-09,9.99999999739e-07,2.60939060939e-16
261.3,1e-09,9.99999999739e-07,2.61038961039e-16
261.4,1e-09,9.99999999739e-07,2.61138861139e-16
261.5,1e-09,9.99999999739e-07,2.61238761239e-16
261.6,1e-09,9.99999999739e-07,2.61338661339e-16
261.7,1e-09,9.99999999738e-07,2.61438561439e-16
261.8,1e-09,9.99999999738e-07,2.61538461538e-16
261.9,1e-09,9.99999999738e-07,2.61638361638e-16
