time,GlucoseGA3P,GA3PDHAP,DHAPG3P,G3PGlycerol,GA3PPyruvate,PyruvateAlphaAcetolactate,AlphaAcetolactateDiacetyl,DiacetylAcetoin,AcetoinBDO,PyruvateAcetylaldehyde,AcetylaldehydeAcetoin,AcetylaldehydeAcetate,AcetateEthanol,Glucose,GA3P,DHAP,G3P,Glycerol,Pyruvate,AlphaAcetolactate,Diacetyl,Acetoin,BDO,Acetylaldehyde,Acetate,Ethanol
0,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.001,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000999236,7.64E-07,0,0,0,2.41E-11,3.99E-15,1.16E-20,0,0,0,0,0
2,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000998473,1.53E-06,0,0,0,9.65E-11,3.19E-14,1.82E-19,4.20E-21,1.60E-25,0,0,0
3,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000997709,2.29E-06,0,0,0,2.17E-10,1.08E-13,9.10E-19,3.32E-20,2.18E-24,0,0,0
4,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000996946,3.05E-06,0,0,0,3.86E-10,2.55E-13,2.84E-18,1.40E-19,1.26E-23,0,0,0
5,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000996183,3.82E-06,0,0,0,6.03E-10,4.99E-13,6.85E-18,4.23E-19,4.80E-23,0,0,0
6,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00099542,4.58E-06,0,0,0,8.68E-10,8.61E-13,1.40E-17,1.04E-18,1.43E-22,0,0,0
7,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000994657,5.34E-06,0,0,0,1.18E-09,1.37E-12,2.57E-17,2.23E-18,3.58E-22,0,0,0
8,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000993895,6.10E-06,0,0,0,1.54E-09,2.04E-12,4.34E-17,4.31E-18,7.91E-22,0,0,0
9,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000993132,6.87E-06,0,0,0,1.95E-09,2.91E-12,6.87E-17,7.69E-18,1.59E-21,0,0,0
10,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00099237,7.63E-06,0,0,0,2.41E-09,3.99E-12,1.03E-16,1.29E-17,2.97E-21,0,0,0
11,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000991608,8.39E-06,0,0,0,2.91E-09,5.30E-12,1.50E-16,2.06E-17,5.22E-21,0,0,0
12,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000990846,9.15E-06,0,0,0,3.47E-09,6.89E-12,2.10E-16,3.15E-17,8.72E-21,0,0,0
13,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000990085,9.91E-06,0,0,0,4.07E-09,8.75E-12,2.86E-16,4.66E-17,1.40E-20,0,0,0
14,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000989323,1.07E-05,0,0,0,4.71E-09,1.09E-11,3.80E-16,6.68E-17,2.16E-20,0,0,0
15,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000988562,1.14E-05,0,0,0,5.41E-09,1.34E-11,4.95E-16,9.35E-17,3.25E-20,0,0,0
16,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000987801,1.22E-05,0,0,0,6.15E-09,1.63E-11,6.34E-16,1.28E-16,4.74E-20,0,0,0
17,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00098704,1.30E-05,0,0,0,6.94E-09,1.96E-11,7.99E-16,1.72E-16,6.77E-20,0,0,0
18,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000986279,1.37E-05,0,0,0,7.78E-09,2.32E-11,9.94E-16,2.26E-16,9.47E-20,0,0,0
19,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000985518,1.45E-05,0,0,0,8.67E-09,2.73E-11,1.22E-15,2.94E-16,1.30E-19,0,0,0
20,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000984758,1.52E-05,0,0,0,9.60E-09,3.18E-11,1.48E-15,3.76E-16,1.75E-19,0,0,0
21,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000983998,1.60E-05,0,0,0,1.06E-08,3.69E-11,1.78E-15,4.76E-16,2.33E-19,0,0,0
22,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000983238,1.68E-05,0,0,0,1.16E-08,4.24E-11,2.13E-15,5.95E-16,3.06E-19,0,0,0
23,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000982478,1.75E-05,0,0,0,1.27E-08,4.84E-11,2.51E-15,7.37E-16,3.96E-19,0,0,0
24,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000981718,1.83E-05,0,0,0,1.38E-08,5.50E-11,2.95E-15,9.04E-16,5.08E-19,0,0,0
25,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000980959,1.90E-05,0,0,0,1.50E-08,6.21E-11,3.44E-15,1.10E-15,6.44E-19,0,0,0
26,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.0009802,1.98E-05,0,0,0,1.62E-08,6.99E-11,3.98E-15,1.33E-15,8.08E-19,0,0,0
27,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00097944,2.05E-05,0,0,0,1.75E-08,7.83E-11,4.58E-15,1.59E-15,1.01E-18,0,0,0
28,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000978682,2.13E-05,0,0,0,1.88E-08,8.73E-11,5.25E-15,1.89E-15,1.24E-18,0,0,0
29,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000977923,2.21E-05,0,0,0,2.01E-08,9.69E-11,5.98E-15,2.23E-15,1.52E-18,0,0,0
30,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000977164,2.28E-05,0,0,0,2.16E-08,1.07E-10,6.78E-15,2.62E-15,1.85E-18,0,0,0
31,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000976406,2.36E-05,0,0,0,2.30E-08,1.18E-10,7.66E-15,3.06E-15,2.24E-18,0,0,0
32,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000975648,2.43E-05,0,0,0,2.45E-08,1.30E-10,8.61E-15,3.56E-15,2.69E-18,0,0,0
33,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00097489,2.51E-05,0,0,0,2.61E-08,1.43E-10,9.64E-15,4.11E-15,3.21E-18,0,0,0
34,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000974132,2.58E-05,0,0,0,2.77E-08,1.56E-10,1.08E-14,4.74E-15,3.81E-18,0,0,0
35,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000973374,2.66E-05,0,0,0,2.93E-08,1.70E-10,1.20E-14,5.43E-15,4.50E-18,0,0,0
36,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000972617,2.74E-05,0,0,0,3.10E-08,1.85E-10,1.33E-14,6.20E-15,5.29E-18,0,0,0
37,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000971859,2.81E-05,0,0,0,3.27E-08,2.01E-10,1.47E-14,7.06E-15,6.20E-18,0,0,0
38,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000971102,2.89E-05,0,0,0,3.45E-08,2.18E-10,1.62E-14,8.00E-15,7.22E-18,0,0,0
39,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000970345,2.96E-05,0,0,0,3.63E-08,2.35E-10,1.78E-14,9.04E-15,8.38E-18,0,0,0
40,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000969589,3.04E-05,0,0,0,3.82E-08,2.54E-10,1.95E-14,1.02E-14,9.69E-18,0,0,0
41,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000968832,3.11E-05,0,0,0,4.01E-08,2.73E-10,2.13E-14,1.14E-14,1.12E-17,0,0,0
42,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000968076,3.19E-05,0,0,0,4.21E-08,2.94E-10,2.33E-14,1.28E-14,1.28E-17,0,0,0
43,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00096732,3.26E-05,0,0,0,4.41E-08,3.15E-10,2.53E-14,1.43E-14,1.46E-17,0,0,0
44,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000966564,3.34E-05,0,0,0,4.62E-08,3.38E-10,2.75E-14,1.59E-14,1.67E-17,0,0,0
45,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000965808,3.41E-05,0,0,0,4.83E-08,3.61E-10,2.99E-14,1.76E-14,1.90E-17,0,0,0
46,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000965052,3.49E-05,0,0,0,5.04E-08,3.86E-10,3.23E-14,1.95E-14,2.15E-17,0,0,0
47,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000964297,3.57E-05,0,0,0,5.27E-08,4.12E-10,3.49E-14,2.16E-14,2.43E-17,0,0,0
48,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000963541,3.64E-05,0,0,0,5.49E-08,4.38E-10,3.76E-14,2.38E-14,2.74E-17,0,0,0
49,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000962786,3.72E-05,0,0,0,5.72E-08,4.66E-10,4.05E-14,2.62E-14,3.08E-17,0,0,0
50,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000962032,3.79E-05,0,0,0,5.95E-08,4.95E-10,4.36E-14,2.88E-14,3.45E-17,0,0,0
51,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000961277,3.87E-05,0,0,0,6.19E-08,5.25E-10,4.68E-14,3.15E-14,3.86E-17,0,0,0
52,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000960522,3.94E-05,0,0,0,6.44E-08,5.57E-10,5.01E-14,3.45E-14,4.31E-17,0,0,0
53,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000959768,4.02E-05,0,0,0,6.68E-08,5.90E-10,5.36E-14,3.76E-14,4.80E-17,0,0,0
54,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000959014,4.09E-05,0,0,0,6.94E-08,6.23E-10,5.73E-14,4.10E-14,5.34E-17,0,0,0
55,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00095826,4.17E-05,0,0,0,7.19E-08,6.59E-10,6.12E-14,4.47E-14,5.92E-17,0,0,0
56,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000957506,4.24E-05,0,0,0,7.46E-08,6.95E-10,6.52E-14,4.85E-14,6.56E-17,0,0,0
57,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000956753,4.32E-05,0,0,0,7.72E-08,7.33E-10,6.94E-14,5.26E-14,7.24E-17,0,0,0
58,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000955999,4.39E-05,0,0,0,7.99E-08,7.72E-10,7.38E-14,5.70E-14,7.99E-17,0,0,0
59,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000955246,4.47E-05,0,0,0,8.27E-08,8.13E-10,7.84E-14,6.17E-14,8.80E-17,0,0,0
60,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000954493,4.54E-05,0,0,0,8.55E-08,8.54E-10,8.32E-14,6.66E-14,9.67E-17,0,0,0
61,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00095374,4.62E-05,0,0,0,8.84E-08,8.98E-10,8.82E-14,7.18E-14,1.06E-16,0,0,0
62,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000952988,4.69E-05,0,0,0,9.12E-08,9.43E-10,9.34E-14,7.74E-14,1.16E-16,0,0,0
63,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000952235,4.77E-05,0,0,0,9.42E-08,9.89E-10,9.88E-14,8.32E-14,1.27E-16,0,0,0
64,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000951483,4.84E-05,0,0,0,9.72E-08,1.04E-09,1.04E-13,8.94E-14,1.39E-16,0,0,0
65,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000950731,4.92E-05,0,0,0,1.00E-07,1.09E-09,1.10E-13,9.60E-14,1.52E-16,0,0,0
66,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000949979,4.99E-05,0,0,0,1.03E-07,1.14E-09,1.16E-13,1.03E-13,1.65E-16,0,0,0
67,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000949227,5.07E-05,0,0,0,1.06E-07,1.19E-09,1.22E-13,1.10E-13,1.80E-16,0,0,0
68,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000948476,5.14E-05,0,0,0,1.10E-07,1.24E-09,1.29E-13,1.18E-13,1.95E-16,0,0,0
69,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000947724,5.22E-05,0,0,0,1.13E-07,1.30E-09,1.36E-13,1.26E-13,2.12E-16,0,0,0
70,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000946973,5.29E-05,0,0,0,1.16E-07,1.35E-09,1.43E-13,1.34E-13,2.29E-16,0,0,0
71,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000946222,5.37E-05,0,0,0,1.19E-07,1.41E-09,1.50E-13,1.43E-13,2.48E-16,0,0,0
72,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000945471,5.44E-05,0,0,0,1.23E-07,1.47E-09,1.57E-13,1.53E-13,2.69E-16,0,0,0
73,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000944721,5.52E-05,0,0,0,1.26E-07,1.54E-09,1.65E-13,1.63E-13,2.90E-16,0,0,0
74,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000943971,5.59E-05,0,0,0,1.30E-07,1.60E-09,1.73E-13,1.73E-13,3.13E-16,0,0,0
75,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00094322,5.66E-05,0,0,0,1.33E-07,1.67E-09,1.81E-13,1.84E-13,3.37E-16,0,0,0
76,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.00094247,5.74E-05,0,0,0,1.37E-07,1.73E-09,1.90E-13,1.95E-13,3.63E-16,0,0,0
77,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000941721,5.81E-05,0,0,0,1.40E-07,1.80E-09,1.98E-13,2.07E-13,3.90E-16,0,0,0
78,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000940971,5.89E-05,0,0,0,1.44E-07,1.87E-09,2.07E-13,2.19E-13,4.19E-16,0,0,0
79,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000940222,5.96E-05,0,0,0,1.47E-07,1.94E-09,2.17E-13,2.32E-13,4.50E-16,0,0,0
80,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000939472,6.04E-05,0,0,0,1.51E-07,2.02E-09,2.26E-13,2.46E-13,4.83E-16,0,0,0
81,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000938723,6.11E-05,0,0,0,1.55E-07,2.10E-09,2.36E-13,2.60E-13,5.17E-16,0,0,0
82,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000937974,6.19E-05,0,0,0,1.59E-07,2.17E-09,2.46E-13,2.75E-13,5.53E-16,0,0,0
83,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000937226,6.26E-05,0,0,0,1.63E-07,2.25E-09,2.57E-13,2.90E-13,5.92E-16,0,0,0
84,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000936477,6.34E-05,0,0,0,1.66E-07,2.34E-09,2.68E-13,3.06E-13,6.32E-16,0,0,0
85,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000935729,6.41E-05,0,0,0,1.70E-07,2.42E-09,2.79E-13,3.23E-13,6.75E-16,0,0,0
86,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000934981,6.48E-05,0,0,0,1.74E-07,2.51E-09,2.90E-13,3.40E-13,7.20E-16,0,0,0
87,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000934233,6.56E-05,0,0,0,1.78E-07,2.59E-09,3.02E-13,3.58E-13,7.68E-16,0,0,0
88,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000933485,6.63E-05,0,0,0,1.83E-07,2.68E-09,3.14E-13,3.77E-13,8.18E-16,0,0,0
89,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.01E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,1.00E-06,0.000932738,6.71E-05,0,0,0,1.87E-07,2.78E-09,3.26E-13,3.96E-13,8.70E-16,0,0,0
