time,Glucose,Hexokinase,Complex_G_H
76.0,1e-06,1.00005320142e-06,2.27997400973e-17
77.0,1e-06,1.00005390145e-06,2.3099733213e-17
78.0,1e-06,1.00005460149e-06,2.33997262387e-17
79.0,1e-06,1.00005530153e-06,2.36997191745e-17
80.0,1e-06,1.00005600157e-06,2.39997120202e-17
81.0,1e-06,1.00005670161e-06,2.4299704776e-17
82.0,1e-06,1.00005740165e-06,2.45996974418e-17
83.0,1e-06,1.00005810169e-06,2.48996900176e-17
84.0,1e-06,1.00005880173e-06,2.51996825034e-17
85.0,1e-06,1.00005950177e-06,2.54996748993e-17
86.0,1e-06,1.00006020181e-06,2.57996672051e-17
87.0,1e-06,1.00006090185e-06,2.6099659421e-17
88.0,1e-06,1.0000616019e-06,2.63996515469e-17
89.0,1e-06,1.00006230194e-06,2.66996435828e-17
90.0,1e-06,1.00006300198e-06,2.69996355288e-17
91.0,1e-06,1.00006370203e-06,2.72996273848e-17
92.0,1e-06,1.00006440207e-06,2.75996191508e-17
93.0,1e-06,1.00006510212e-06,2.78996108268e-17
94.0,1e-06,1.00006580216e-06,2.81996024128e-17
95.0,1e-06,1.00006650221e-06,2.84995939089e-17
96.0,1e-06,1.00006720226e-06,2.87995853149e-17
97.0,1e-06,1.00006790231e-06,2.90995766311e-17
98.0,1e-06,1.00006860235e-06,2.93995678572e-17
99.0,1e-06,1.0000693024e-06,2.96995589933e-17
100.0,1e-06,1.00007000245e-06,2.99995500395e-17
101.0,1e-06,1.0000707025e-06,3.02995409957e-17
102.0,1e-06,1.00007140255e-06,3.05995318619e-17
103.0,1e-06,1.0000721026e-06,3.08995226382e-17
104.0,1e-06,1.00007280265e-06,3.11995133244e-17
105.0,1e-06,1.0000735027e-06,3.14995039207e-17
106.0,1e-06,1.00007420275e-06,3.1799494427e-17
107.0,1e-06,1.00007490281e-06,3.20994848434e-17
108.0,1e-06,1.00007560286e-06,3.23994751698e-17
109.0,1e-06,1.00007630291e-06,3.26994654062e-17
110.0,1e-06,1.00007700296e-06,3.29994555526e-17
111.0,1e-06,1.00007770302e-06,3.3299445609e-17
112.0,1e-06,1.00007840307e-06,3.35994355755e-17
113.0,1e-06,1.00007910313e-06,3.3899425452e-17
114.0,1e-06,1.00007980318e-06,3.41994152385e-17
115.0,1e-06,1.00008050324e-06,3.44994049351e-17
116.0,1e-06,1.0000812033e-06,3.47993945417e-17
117.0,1e-06,1.00008190335e-06,3.50993840583e-17
118.0,1e-06,1.00008260341e-06,3.53993734849e-17
119.0,1e-06,1.00008330347e-06,3.56993628216e-17
120.0,1e-06,1.00008400353e-06,3.59993520683e-17
121.0,1e-06,1.00008470359e-06,3.6299341225e-17
122.0,1e-06,1.00008540365e-06,3.65993302917e-17
123.0,1e-06,1.00008610371e-06,3.68993192685e-17
124.0,1e-06,1.00008680377e-06,3.71993081553e-17
125.0,1e-06,1.00008750383e-06,3.74992969521e-17
126.0,1e-06,1.00008820389e-06,3.7799285659e-17
127.0,1e-06,1.00008890395e-06,3.80992742759e-17
128.0,1e-06,1.00008960401e-06,3.83992628028e-17
129.0,1e-06,1.00009030408e-06,3.86992512398e-17
130.0,1e-06,1.00009100414e-06,3.89992395868e-17
131.0,1e-06,1.0000917042e-06,3.92992278438e-17
132.0,1e-06,1.00009240427e-06,3.95992160108e-17
133.0,1e-06,1.00009310433e-06,3.98992040879e-17
134.0,1e-06,1.0000938044e-06,4.0199192075e-17
135.0,1e-06,1.00009450447e-06,4.04991799722e-17
136.0,1e-06,1.00009520453e-06,4.07991677794e-17
137.0,1e-06,1.0000959046e-06,4.10991554966e-17
138.0,1e-06,1.00009660467e-06,4.13991431238e-17
139.0,1e-06,1.00009730473e-06,4.16991306611e-17
140.0,1e-06,1.0000980048e-06,4.19991181084e-17
141.0,1e-06,1.00009870487e-06,4.22991054657e-17
142.0,1e-06,1.00009940494e-06,4.25990927331e-17
143.0,1e-06,1.00010010501e-06,4.28990799105e-17
144.0,1e-06,1.00010080508e-06,4.31990669979e-17
145.0,1e-06,1.00010150515e-06,4.34990539954e-17
146.0,1e-06,1.00010220522e-06,4.37990409029e-17
147.0,1e-06,1.00010290529e-06,4.40990277205e-17
148.0,1e-06,1.00010360537e-06,4.4399014448e-17
149.0,1e-06,1.00010430544e-06,4.46990010857e-17
150.0,1e-06,1.00010500551e-06,4.49989876333e-17
151.0,1e-06,1.00010570559e-06,4.5298974091e-17
152.0,1e-06,1.00010640566e-06,4.55989604587e-17
153.0,1e-06,1.00010710574e-06,4.58989467365e-17
154.0,1e-06,1.00010780581e-06,4.61989329243e-17
155.0,1e-06,1.00010850589e-06,4.64989190221e-17
156.0,1e-06,1.00010920596e-06,4.679890503e-17
157.0,1e-06,1.00010990604e-06,4.70988909479e-17
158.0,1e-06,1.00011060612e-06,4.73988767758e-17
159.0,1e-06,1.00011130619e-06,4.76988625138e-17
160.0,1e-06,1.00011200627e-06,4.79988481618e-17
161.0,1e-06,1.00011270635e-06,4.82988337198e-17
162.0,1e-06,1.00011340643e-06,4.85988191879e-17
163.0,1e-06,1.00011410651e-06,4.88988045661e-17
164.0,1e-06,1.00011480659e-06,4.91987898542e-17
165.0,1e-06,1.00011550667e-06,4.94987750524e-17
166.0,1e-06,1.00011620675e-06,4.97987601607e-17
167.0,1e-06,1.00011690683e-06,5.0098745179e-17
168.0,1e-06,1.00011760692e-06,5.03987301073e-17
169.0,1e-06,1.000118307e-06,5.06987149457e-17
170.0,1e-06,1.00011900708e-06,5.09986996941e-17
171.0,1e-06,1.00011970716e-06,5.12986843525e-17
172.0,1e-06,1.00012040725e-06,5.1598668921e-17
173.0,1e-06,1.00012110733e-06,5.18986533995e-17
174.0,1e-06,1.00012180742e-06,5.21986377881e-17
175.0,1e-06,1.0001225075e-06,5.24986220867e-17
176.0,1e-06,1.00012320759e-06,5.27986062953e-17
177.0,1e-06,1.00012390768e-06,5.3098590414e-17
178.0,1e-06,1.00012460776e-06,5.33985744428e-17
179.0,1e-06,1.00012530785e-06,5.36985583815e-17
180.0,1e-06,1.00012600794e-06,5.39985422304e-17
181.0,1e-06,1.00012670803e-06,5.42985259892e-17
182.0,1e-06,1.00012740812e-06,5.45985096581e-17
183.0,1e-06,1.00012810821e-06,5.48984932371e-17
184.0,1e-06,1.0001288083e-06,5.51984767261e-17
185.0,1e-06,1.00012950839e-06,5.54984601251e-17
186.0,1e-06,1.00013020848e-06,5.57984434342e-17
187.0,1e-06,1.00013090857e-06,5.60984266533e-17
188.0,1e-06,1.00013160866e-06,5.63984097825e-17
189.0,1e-06,1.00013230875e-06,5.66983928217e-17
190.0,1e-06,1.00013300884e-06,5.69983757709e-17
191.0,1e-06,1.00013370894e-06,5.72983586302e-17
192.0,1e-06,1.00013440903e-06,5.75983413996e-17
193.0,1e-06,1.00013510913e-06,5.7898324079e-17
194.0,1e-06,1.00013580922e-06,5.81983066684e-17
195.0,1e-06,1.00013650932e-06,5.84982891679e-17
196.0,1e-06,1.00013720941e-06,5.87982715774e-17
197.0,1e-06,1.00013790951e-06,5.9098253897e-17
198.0,1e-06,1.00013860961e-06,5.93982361266e-17
199.0,1e-06,1.0001393097e-06,5.96982182663e-17
200.0,1e-06,1.0001400098e-06,5.9998200316e-17
201.0,1e-06,1.0001407099e-06,6.02981822758e-17
202.0,1e-06,1.00014141e-06,6.05981641456e-17
203.0,1e-06,1.0001421101e-06,6.08981459254e-17
204.0,1e-06,1.0001428102e-06,6.11981276153e-17
205.0,1e-06,1.0001435103e-06,6.14981092153e-17
206.0,1e-06,1.0001442104e-06,6.17980907253e-17
207.0,1e-06,1.0001449105e-06,6.20980721453e-17
208.0,1e-06,1.0001456106e-06,6.23980534754e-17
209.0,1e-06,1.0001463107e-06,6.26980347156e-17
210.0,1e-06,1.00014701081e-06,6.29980158658e-17
211.0,1e-06,1.00014771091e-06,6.3297996926e-17
212.0,1e-06,1.00014841101e-06,6.35979778963e-17
213.0,1e-06,1.00014911112e-06,6.38979587767e-17
214.0,1e-06,1.00014981122e-06,6.41979395671e-17
215.0,1e-06,1.00015051133e-06,6.44979202676e-17
216.0,1e-06,1.00015121143e-06,6.47979008781e-17
217.0,1e-06,1.00015191154e-06,6.50978813986e-17
218.0,1e-06,1.00015261164e-06,6.53978618292e-17
219.0,1e-06,1.00015331175e-06,6.56978421699e-17
220.0,1e-06,1.00015401186e-06,6.59978224206e-17
221.0,1e-06,1.00015471197e-06,6.62978025813e-17
222.0,1e-06,1.00015541208e-06,6.65977826522e-17
223.0,1e-06,1.00015611218e-06,6.6897762633e-17
224.0,1e-06,1.00015681229e-06,6.71977425239e-17
225.0,1e-06,1.0001575124e-06,6.74977223249e-17
226.0,1e-06,1.00015821251e-06,6.77977020359e-17
227.0,1e-06,1.00015891263e-06,6.8097681657e-17
228.0,1e-06,1.00015961274e-06,6.83976611882e-17
229.0,1e-06,1.00016031285e-06,6.86976406293e-17
230.0,1e-06,1.00016101296e-06,6.89976199806e-17
231.0,1e-06,1.00016171307e-06,6.92975992419e-17
232.0,1e-06,1.00016241319e-06,6.95975784132e-17
233.0,1e-06,1.0001631133e-06,6.98975574946e-17
234.0,1e-06,1.00016381342e-06,7.01975364861e-17
235.0,1e-06,1.00016451353e-06,7.04975153876e-17
236.0,1e-06,1.00016521365e-06,7.07974941992e-17
237.0,1e-06,1.00016591376e-06,7.10974729208e-17
238.0,1e-06,1.00016661388e-06,7.13974515525e-17
239.0,1e-06,1.000167314e-06,7.16974300942e-17
240.0,1e-06,1.00016801411e-06,7.1997408546e-17
241.0,1e-06,1.00016871423e-06,7.22973869079e-17
242.0,1e-06,1.00016941435e-06,7.25973651798e-17
243.0,1e-06,1.00017011447e-06,7.28973433618e-17
244.0,1e-06,1.00017081459e-06,7.31973214538e-17
245.0,1e-06,1.00017151471e-06,7.34972994559e-17
246.0,1e-06,1.00017221483e-06,7.3797277368e-17
247.0,1e-06,1.00017291495e-06,7.40972551902e-17
248.0,1e-06,1.00017361507e-06,7.43972329225e-17
249.0,1e-06,1.00017431519e-06,7.46972105648e-17
250.0,1e-06,1.00017501531e-06,7.49971881172e-17
251.0,1e-06,1.00017571544e-06,7.52971655796e-17
252.0,1e-06,1.00017641556e-06,7.55971429521e-17
253.0,1e-06,1.00017711568e-06,7.58971202347e-17
254.0,1e-06,1.00017781581e-06,7.61970974273e-17
255.0,1e-06,1.00017851593e-06,7.64970745299e-17
256.0,1e-06,1.00017921606e-06,7.67970515427e-17
257.0,1e-06,1.00017991618e-06,7.70970284655e-17
258.0,1e-06,1.00018061631e-06,7.73970052983e-17
259.0,1e-06,1.00018131644e-06,7.76969820412e-17
260.0,1e-06,1.00018201656e-06,7.79969586942e-17
261.0,1e-06,1.00018271669e-06,7.82969352573e-17
262.0,1e-06,1.00018341682e-06,7.85969117304e-17
263.0,1e-06,1.00018411695e-06,7.88968881135e-17
264.0,1e-06,1.00018481708e-06,7.91968644068e-17
265.0,1e-06,1.00018551721e-06,7.94968406101e-17
266.0,1e-06,1.00018621734e-06,7.97968167234e-17
267.0,1e-06,1.00018691747e-06,8.00967927468e-17
268.0,1e-06,1.0001876176e-06,8.03967686803e-17
269.0,1e-06,1.00018831773e-06,8.06967445238e-17
270.0,1e-06,1.00018901786e-06,8.09967202774e-17
271.0,1e-06,1.00018971799e-06,8.12966959411e-17
272.0,1e-06,1.00019041813e-06,8.15966715149e-17
273.0,1e-06,1.00019111826e-06,8.18966469987e-17
274.0,1e-06,1.00019181839e-06,8.21966223925e-17
275.0,1e-06,1.00019251853e-06,8.24965976964e-17
276.0,1e-06,1.00019321866e-06,8.27965729104e-17
277.0,1e-06,1.0001939188e-06,8.30965480345e-17
278.0,1e-06,1.00019461894e-06,8.33965230686e-17
279.0,1e-06,1.00019531907e-06,8.36964980128e-17
280.0,1e-06,1.00019601921e-06,8.39964728671e-17
281.0,1e-06,1.00019671935e-06,8.42964476314e-17
282.0,1e-06,1.00019741948e-06,8.45964223058e-17
283.0,1e-06,1.00019811962e-06,8.48963968902e-17
284.0,1e-06,1.00019881976e-06,8.51963713848e-17
285.0,1e-06,1.0001995199e-06,8.54963457894e-17
286.0,1e-06,1.00020022004e-06,8.5796320104e-17
287.0,1e-06,1.00020092018e-06,8.60962943287e-17
288.0,1e-06,1.00020162032e-06,8.63962684635e-17
289.0,1e-06,1.00020232046e-06,8.66962425084e-17
290.0,1e-06,1.00020302061e-06,8.69962164633e-17
291.0,1e-06,1.00020372075e-06,8.72961903283e-17
292.0,1e-06,1.00020442089e-06,8.75961641034e-17
293.0,1e-06,1.00020512103e-06,8.78961377885e-17
294.0,1e-06,1.00020582118e-06,8.81961113837e-17
295.0,1e-06,1.00020652132e-06,8.8496084889e-17
296.0,1e-06,1.00020722147e-06,8.87960583044e-17
297.0,1e-06,1.00020792161e-06,8.90960316298e-17
298.0,1e-06,1.00020862176e-06,8.93960048653e-17
299.0,1e-06,1.0002093219e-06,8.96959780108e-17
300.0,1e-06,1.00021002205e-06,8.99959510665e-17
301.0,1e-06,1.0002107222e-06,9.02959240322e-17
302.0,1e-06,1.00021142235e-06,9.05958969079e-17
303.0,1e-06,1.00021212249e-06,9.08958696938e-17
304.0,1e-06,1.00021282264e-06,9.11958423897e-17
305.0,1e-06,1.00021352279e-06,9.14958149957e-17
306.0,1e-06,1.00021422294e-06,9.17957875117e-17
307.0,1e-06,1.00021492309e-06,9.20957599379e-17
308.0,1e-06,1.00021562324e-06,9.23957322741e-17
309.0,1e-06,1.00021632339e-06,9.26957045203e-17
310.0,1e-06,1.00021702355e-06,9.29956766767e-17
311.0,1e-06,1.0002177237e-06,9.32956487431e-17
312.0,1e-06,1.00021842385e-06,9.35956207196e-17
313.0,1e-06,1.000219124e-06,9.38955926062e-17
314.0,1e-06,1.00021982416e-06,9.41955644028e-17
315.0,1e-06,1.00022052431e-06,9.44955361096e-17
316.0,1e-06,1.00022122447e-06,9.47955077263e-17
317.0,1e-06,1.00022192462e-06,9.50954792532e-17
318.0,1e-06,1.00022262478e-06,9.53954506902e-17
319.0,1e-06,1.00022332493e-06,9.56954220372e-17
320.0,1e-06,1.00022402509e-06,9.59953932943e-17
321.0,1e-06,1.00022472525e-06,9.62953644614e-17
322.0,1e-06,1.0002254254e-06,9.65953355387e-17
323.0,1e-06,1.00022612556e-06,9.6895306526e-17
324.0,1e-06,1.00022682572e-06,9.71952774234e-17
325.0,1e-06,1.00022752588e-06,9.74952482309e-17
326.0,1e-06,1.00022822604e-06,9.77952189485e-17
327.0,1e-06,1.0002289262e-06,9.80951895761e-17
328.0,1e-06,1.00022962636e-06,9.83951601138e-17
329.0,1e-06,1.00023032652e-06,9.86951305616e-17
330.0,1e-06,1.00023102668e-06,9.89951009194e-17
331.0,1e-06,1.00023172684e-06,9.92950711874e-17
332.0,1e-06,1.00023242701e-06,9.95950413654e-17
333.0,1e-06,1.00023312717e-06,9.98950114535e-17
334.0,1e-06,1.00023382733e-06,1.00194981452e-16
335.0,1e-06,1.0002345275e-06,1.0049495136e-16
336.0,1e-06,1.00023522766e-06,1.00794921178e-16
337.0,1e-06,1.00023592783e-06,1.01094890907e-16
338.0,1e-06,1.00023662799e-06,1.01394860545e-16
339.0,1e-06,1.00023732816e-06,1.01694830094e-16
340.0,1e-06,1.00023802832e-06,1.01994799552e-16
341.0,1e-06,1.00023872849e-06,1.02294768921e-16
342.0,1e-06,1.00023942866e-06,1.025947382e-16
343.0,1e-06,1.00024012883e-06,1.02894707389e-16
344.0,1e-06,1.00024082899e-06,1.03194676488e-16
345.0,1e-06,1.00024152916e-06,1.03494645497e-16
346.0,1e-06,1.00024222933e-06,1.03794614416e-16
347.0,1e-06,1.0002429295e-06,1.04094583245e-16
348.0,1e-06,1.00024362967e-06,1.04394551985e-16
349.0,1e-06,1.00024432984e-06,1.04694520634e-16
350.0,1e-06,1.00024503001e-06,1.04994489193e-16
351.0,1e-06,1.00024573019e-06,1.05294457663e-16
352.0,1e-06,1.00024643036e-06,1.05594426043e-16
353.0,1e-06,1.00024713053e-06,1.05894394332e-16
354.0,1e-06,1.0002478307e-06,1.06194362532e-16
355.0,1e-06,1.00024853088e-06,1.06494330642e-16
356.0,1e-06,1.00024923105e-06,1.06794298662e-16
357.0,1e-06,1.00024993123e-06,1.07094266592e-16
358.0,1e-06,1.0002506314e-06,1.07394234432e-16
359.0,1e-06,1.00025133158e-06,1.07694202183e-16
360.0,1e-06,1.00025203175e-06,1.07994169843e-16
361.0,1e-06,1.00025273193e-06,1.08294137413e-16
362.0,1e-06,1.00025343211e-06,1.08594104894e-16
363.0,1e-06,1.00025413229e-06,1.08894072284e-16
364.0,1e-06,1.00025483246e-06,1.09194039585e-16
365.0,1e-06,1.00025553264e-06,1.09494006796e-16
366.0,1e-06,1.00025623282e-06,1.09793973917e-16
367.0,1e-06,1.000256933e-06,1.10093940947e-16
368.0,1e-06,1.00025763318e-06,1.10393907888e-16
369.0,1e-06,1.00025833336e-06,1.1069387474e-16
370.0,1e-06,1.00025903354e-06,1.10993841501e-16
371.0,1e-06,1.00025973372e-06,1.11293808172e-16
372.0,1e-06,1.00026043391e-06,1.11593774753e-16
373.0,1e-06,1.00026113409e-06,1.11893741245e-16
374.0,1e-06,1.00026183427e-06,1.12193707646e-16
375.0,1e-06,1.00026253446e-06,1.12493673958e-16
376.0,1e-06,1.00026323464e-06,1.1279364018e-16
377.0,1e-06,1.00026393482e-06,1.13093606311e-16
378.0,1e-06,1.00026463501e-06,1.13393572353e-16
379.0,1e-06,1.0002653352e-06,1.13693538305e-16
380.0,1e-06,1.00026603538e-06,1.13993504167e-16
381.0,1e-06,1.00026673557e-06,1.14293469939e-16
382.0,1e-06,1.00026743575e-06,1.14593435622e-16
383.0,1e-06,1.00026813594e-06,1.14893401214e-16
384.0,1e-06,1.00026883613e-06,1.15193366716e-16
385.0,1e-06,1.00026953632e-06,1.15493332129e-16
386.0,1e-06,1.00027023651e-06,1.15793297452e-16
387.0,1e-06,1.0002709367e-06,1.16093262684e-16
388.0,1e-06,1.00027163689e-06,1.16393227827e-16
389.0,1e-06,1.00027233708e-06,1.1669319288e-16
390.0,1e-06,1.00027303727e-06,1.16993157843e-16
391.0,1e-06,1.00027373746e-06,1.17293122716e-16
392.0,1e-06,1.00027443765e-06,1.17593087499e-16
393.0,1e-06,1.00027513784e-06,1.17893052192e-16
394.0,1e-06,1.00027583804e-06,1.18193016796e-16
395.0,1e-06,1.00027653823e-06,1.18492981309e-16
396.0,1e-06,1.00027723842e-06,1.18792945733e-16
397.0,1e-06,1.00027793862e-06,1.19092910066e-16
398.0,1e-06,1.00027863881e-06,1.1939287431e-16
399.0,1e-06,1.00027933901e-06,1.19692838464e-16
400.0,1e-06,1.0002800392e-06,1.19992802528e-16
401.0,1e-06,1.0002807394e-06,1.20292766502e-16
402.0,1e-06,1.0002814396e-06,1.20592730386e-16
403.0,1e-06,1.00028213979e-06,1.2089269418e-16
404.0,1e-06,1.00028283999e-06,1.21192657884e-16
405.0,1e-06,1.00028354019e-06,1.21492621499e-16
406.0,1e-06,1.00028424039e-06,1.21792585023e-16
407.0,1e-06,1.00028494059e-06,1.22092548458e-16
408.0,1e-06,1.00028564079e-06,1.22392511803e-16
409.0,1e-06,1.00028634099e-06,1.22692475057e-16
410.0,1e-06,1.00028704119e-06,1.22992438222e-16
411.0,1e-06,1.00028774139e-06,1.23292401297e-16
412.0,1e-06,1.00028844159e-06,1.23592364282e-16
413.0,1e-06,1.00028914179e-06,1.23892327177e-16
414.0,1e-06,1.000289842e-06,1.24192289983e-16
415.0,1e-06,1.0002905422e-06,1.24492252698e-16
416.0,1e-06,1.0002912424e-06,1.24792215323e-16
417.0,1e-06,1.00029194261e-06,1.25092177859e-16
418.0,1e-06,1.00029264281e-06,1.25392140305e-16
419.0,1e-06,1.00029334302e-06,1.2569210266e-16
420.0,1e-06,1.00029404322e-06,1.25992064926e-16
421.0,1e-06,1.00029474343e-06,1.26292027102e-16
422.0,1e-06,1.00029544363e-06,1.26591989188e-16
423.0,1e-06,1.00029614384e-06,1.26891951184e-16
424.0,1e-06,1.00029684405e-06,1.27191913091e-16
425.0,1e-06,1.00029754426e-06,1.27491874907e-16
426.0,1e-06,1.00029824447e-06,1.27791836634e-16
427.0,1e-06,1.00029894468e-06,1.2809179827e-16
428.0,1e-06,1.00029964488e-06,1.28391759817e-16
429.0,1e-06,1.00030034509e-06,1.28691721273e-16
430.0,1e-06,1.00030104531e-06,1.2899168264e-16
431.0,1e-06,1.00030174552e-06,1.29291643917e-16
