time,GluGA3P,GA3PDHAP,DHAPG3P,Glu,GA3P,DHAP,G3P
634.5,4.06e-05,1.5e-06,0.05,7.89407608377e-07,2.01736075525e-07,4.9414575771e-10,8.36217034012e-09
634.6,4.06e-05,1.5e-06,0.05,7.89378188403e-07,2.01762849155e-07,4.94213772106e-10,8.36474866933e-09
634.7,4.06e-05,1.5e-06,0.05,7.89348769525e-07,2.01789621338e-07,4.94281782833e-10,8.36732735339e-09
634.8,4.06e-05,1.5e-06,0.05,7.89319351744e-07,2.01816392074e-07,4.94349789892e-10,8.36990639227e-09
634.9,4.06e-05,1.5e-06,0.05,7.89289935059e-07,2.01843161362e-07,4.94417793283e-10,8.37248578596e-09
635.0,4.06e-05,1.5e-06,0.05,7.8926051947e-07,2.01869929202e-07,4.94485793006e-10,8.37506553445e-09
635.1,4.06e-05,1.5e-06,0.05,7.89231104978e-07,2.01896695595e-07,4.94553789061e-10,8.3776456377e-09
635.2,4.06e-05,1.5e-06,0.05,7.89201691582e-07,2.01923460541e-07,4.94621781448e-10,8.38022609571e-09
635.3,4.06e-05,1.5e-06,0.05,7.89172279282e-07,2.0195022404e-07,4.94689770168e-10,8.38280690846e-09
635.4,4.06e-05,1.5e-06,0.05,7.89142868078e-07,2.01976986091e-07,4.94757755221e-10,8.38538807591e-09
635.5,4.06e-05,1.5e-06,0.05,7.8911345797e-07,2.02003746695e-07,4.94825736606e-10,8.38796959806e-09
635.6,4.06e-05,1.5e-06,0.05,7.89084048958e-07,2.02030505853e-07,4.94893714324e-10,8.39055147489e-09
635.7,4.06e-05,1.5e-06,0.05,7.89054641043e-07,2.02057263563e-07,4.94961688375e-10,8.39313370637e-09
635.8,4.06e-05,1.5e-06,0.05,7.89025234223e-07,2.02084019826e-07,4.95029658759e-10,8.3957162925e-09
635.9,4.06e-05,1.5e-06,0.05,7.88995828499e-07,2.02110774642e-07,4.95097625476e-10,8.39829923324e-09
636.0,4.06e-05,1.5e-06,0.05,7.88966423871e-07,2.02137528012e-07,4.95165588527e-10,8.40088252858e-09
636.1,4.06e-05,1.5e-06,0.05,7.88937020339e-07,2.02164279934e-07,4.95233547912e-10,8.4034661785e-09
636.2,4.06e-05,1.5e-06,0.05,7.88907617903e-07,2.0219103041e-07,4.9530150363e-10,8.40605018298e-09
636.3,4.06e-05,1.5e-06,0.05,7.88878216563e-07,2.0221777944e-07,4.95369455683e-10,8.408634542e-09
636.4,4.06e-05,1.5e-06,0.05,7.88848816318e-07,2.02244527022e-07,4.95437404069e-10,8.41121925555e-09
636.5,4.06e-05,1.5e-06,0.05,7.88819417169e-07,2.02271273158e-07,4.9550534879e-10,8.4138043236e-09
636.6,4.06e-05,1.5e-06,0.05,7.88790019116e-07,2.02298017848e-07,4.95573289845e-10,8.41638974613e-09
636.7,4.06e-05,1.5e-06,0.05,7.88760622158e-07,2.02324761091e-07,4.95641227234e-10,8.41897552313e-09
636.8,4.06e-05,1.5e-06,0.05,7.88731226296e-07,2.02351502888e-07,4.95709160959e-10,8.42156165458e-09
636.9,4.06e-05,1.5e-06,0.05,7.8870183153e-07,2.02378243239e-07,4.95777091018e-10,8.42414814045e-09
637.0,4.06e-05,1.5e-06,0.05,7.88672437858e-07,2.02404982143e-07,4.95845017412e-10,8.42673498073e-09
637.1,4.06e-05,1.5e-06,0.05,7.88643045283e-07,2.02431719602e-07,4.95912940141e-10,8.4293221754e-09
637.2,4.06e-05,1.5e-06,0.05,7.88613653803e-07,2.02458455614e-07,4.95980859206e-10,8.43190972444e-09
637.3,4.06e-05,1.5e-06,0.05,7.88584263418e-07,2.0248519018e-07,4.96048774606e-10,8.43449762783e-09
637.4,4.06e-05,1.5e-06,0.05,7.88554874128e-07,2.025119233e-07,4.96116686342e-10,8.43708588556e-09
637.5,4.06e-05,1.5e-06,0.05,7.88525485934e-07,2.02538654974e-07,4.96184594413e-10,8.43967449759e-09
637.6,4.06e-05,1.5e-06,0.05,7.88496098835e-07,2.02565385202e-07,4.96252498821e-10,8.44226346392e-09
637.7,4.06e-05,1.5e-06,0.05,7.88466712831e-07,2.02592113984e-07,4.96320399564e-10,8.44485278453e-09
637.8,4.06e-05,1.5e-06,0.05,7.88437327923e-07,2.02618841321e-07,4.96388296644e-10,8.44744245938e-09
637.9,4.06e-05,1.5e-06,0.05,7.88407944109e-07,2.02645567212e-07,4.9645619006e-10,8.45003248848e-09
638.0,4.06e-05,1.5e-06,0.05,7.88378561391e-07,2.02672291657e-07,4.96524079812e-10,8.45262287179e-09
638.1,4.06e-05,1.5e-06,0.05,7.88349179768e-07,2.02699014657e-07,4.96591965901e-10,8.4552136093e-09
638.2,4.06e-05,1.5e-06,0.05,7.88319799239e-07,2.02725736211e-07,4.96659848328e-10,8.45780470099e-09
638.3,4.06e-05,1.5e-06,0.05,7.88290419806e-07,2.0275245632e-07,4.9672772709e-10,8.46039614684e-09
638.4,4.06e-05,1.5e-06,0.05,7.88261041468e-07,2.02779174983e-07,4.96795602191e-10,8.46298794682e-09
638.5,4.06e-05,1.5e-06,0.05,7.88231664224e-07,2.02805892201e-07,4.96863473628e-10,8.46558010093e-09
638.6,4.06e-05,1.5e-06,0.05,7.88202288075e-07,2.02832607974e-07,4.96931341403e-10,8.46817260915e-09
638.7,4.06e-05,1.5e-06,0.05,7.88172913021e-07,2.02859322302e-07,4.96999205515e-10,8.47076547144e-09
638.8,4.06e-05,1.5e-06,0.05,7.88143539062e-07,2.02886035184e-07,4.97067065965e-10,8.4733586878e-09
638.9,4.06e-05,1.5e-06,0.05,7.88114166198e-07,2.02912746621e-07,4.97134922753e-10,8.4759522582e-09
639.0,4.06e-05,1.5e-06,0.05,7.88084794428e-07,2.02939456613e-07,4.97202775879e-10,8.47854618263e-09
639.1,4.06e-05,1.5e-06,0.05,7.88055423753e-07,2.02966165161e-07,4.97270625343e-10,8.48114046107e-09
639.2,4.06e-05,1.5e-06,0.05,7.88026054173e-07,2.02992872263e-07,4.97338471146e-10,8.48373509349e-09
639.3,4.06e-05,1.5e-06,0.05,7.87996685687e-07,2.0301957792e-07,4.97406313287e-10,8.48633007989e-09
639.4,4.06e-05,1.5e-06,0.05,7.87967318295e-07,2.03046282133e-07,4.97474151767e-10,8.48892542023e-09
639.5,4.06e-05,1.5e-06,0.05,7.87937951998e-07,2.03072984901e-07,4.97541986585e-10,8.4915211145e-09
639.6,4.06e-05,1.5e-06,0.05,7.87908586796e-07,2.03099686224e-07,4.97609817742e-10,8.49411716269e-09
639.7,4.06e-05,1.5e-06,0.05,7.87879222688e-07,2.03126386102e-07,4.97677645239e-10,8.49671356476e-09
639.8,4.06e-05,1.5e-06,0.05,7.87849859674e-07,2.03153084537e-07,4.97745469075e-10,8.49931032071e-09
639.9,4.06e-05,1.5e-06,0.05,7.87820497754e-07,2.03179781526e-07,4.9781328925e-10,8.50190743052e-09
640.0,4.06e-05,1.5e-06,0.05,7.87791136929e-07,2.03206477071e-07,4.97881105764e-10,8.50450489415e-09
640.1,4.06e-05,1.5e-06,0.05,7.87761777198e-07,2.03233171172e-07,4.97948918619e-10,8.50710271161e-09
640.2,4.06e-05,1.5e-06,0.05,7.87732418561e-07,2.03259863828e-07,4.98016727813e-10,8.50970088286e-09
640.3,4.06e-05,1.5e-06,0.05,7.87703061019e-07,2.0328655504e-07,4.98084533347e-10,8.51229940789e-09
640.4,4.06e-05,1.5e-06,0.05,7.8767370457e-07,2.03313244808e-07,4.98152335221e-10,8.51489828667e-09
640.5,4.06e-05,1.5e-06,0.05,7.87644349216e-07,2.03339933132e-07,4.98220133436e-10,8.5174975192e-09
640.6,4.06e-05,1.5e-06,0.05,7.87614994955e-07,2.03366620011e-07,4.98287927991e-10,8.52009710544e-09
640.7,4.06e-05,1.5e-06,0.05,7.87585641789e-07,2.03393305447e-07,4.98355718887e-10,8.52269704539e-09
640.8,4.06e-05,1.5e-06,0.05,7.87556289716e-07,2.03419989439e-07,4.98423506123e-10,8.52529733902e-09
640.9,4.06e-05,1.5e-06,0.05,7.87526938738e-07,2.03446671986e-07,4.984912897e-10,8.52789798631e-09
641.0,4.06e-05,1.5e-06,0.05,7.87497588853e-07,2.0347335309e-07,4.98559069619e-10,8.53049898725e-09
641.1,4.06e-05,1.5e-06,0.05,7.87468240062e-07,2.0350003275e-07,4.98626845878e-10,8.53310034181e-09
641.2,4.06e-05,1.5e-06,0.05,7.87438892365e-07,2.03526710967e-07,4.98694618479e-10,8.53570204998e-09
641.3,4.06e-05,1.5e-06,0.05,7.87409545761e-07,2.03553387739e-07,4.98762387422e-10,8.53830411173e-09
641.4,4.06e-05,1.5e-06,0.05,7.87380200252e-07,2.03580063069e-07,4.98830152706e-10,8.54090652705e-09
641.5,4.06e-05,1.5e-06,0.05,7.87350855836e-07,2.03606736954e-07,4.98897914332e-10,8.54350929592e-09
641.6,4.06e-05,1.5e-06,0.05,7.87321512513e-07,2.03633409396e-07,4.989656723e-10,8.54611241832e-09
641.7,4.06e-05,1.5e-06,0.05,7.87292170284e-07,2.03660080395e-07,4.9903342661e-10,8.54871589423e-09
641.8,4.06e-05,1.5e-06,0.05,7.87262829149e-07,2.0368674995e-07,4.99101177262e-10,8.55131972363e-09
641.9,4.06e-05,1.5e-06,0.05,7.87233489107e-07,2.03713418062e-07,4.99168924257e-10,8.5539239065e-09
642.0,4.06e-05,1.5e-06,0.05,7.87204150159e-07,2.03740084731e-07,4.99236667594e-10,8.55652844282e-09
642.1,4.06e-05,1.5e-06,0.05,7.87174812304e-07,2.03766749956e-07,4.99304407274e-10,8.55913333258e-09
642.2,4.06e-05,1.5e-06,0.05,7.87145475542e-07,2.03793413739e-07,4.99372143297e-10,8.56173857576e-09
642.3,4.06e-05,1.5e-06,0.05,7.87116139874e-07,2.03820076078e-07,4.99439875662e-10,8.56434417233e-09
642.4,4.06e-05,1.5e-06,0.05,7.87086805299e-07,2.03846736974e-07,4.99507604371e-10,8.56695012227e-09
642.5,4.06e-05,1.5e-06,0.05,7.87057471818e-07,2.03873396427e-07,4.99575329424e-10,8.56955642558e-09
642.6,4.06e-05,1.5e-06,0.05,7.87028139429e-07,2.03900054438e-07,4.9964305082e-10,8.57216308222e-09
642.7,4.06e-05,1.5e-06,0.05,7.86998808134e-07,2.03926711006e-07,4.99710768559e-10,8.57477009218e-09
642.8,4.06e-05,1.5e-06,0.05,7.86969477932e-07,2.0395336613e-07,4.99778482642e-10,8.57737745545e-09
642.9,4.06e-05,1.5e-06,0.05,7.86940148822e-07,2.03980019813e-07,4.99846193069e-10,8.57998517199e-09
643.0,4.06e-05,1.5e-06,0.05,7.86910820806e-07,2.04006672052e-07,4.99913899841e-10,8.5825932418e-09
643.1,4.06e-05,1.5e-06,0.05,7.86881493883e-07,2.04033322849e-07,4.99981602956e-10,8.58520166485e-09
643.2,4.06e-05,1.5e-06,0.05,7.86852168053e-07,2.04059972203e-07,5.00049302416e-10,8.58781044112e-09
643.3,4.06e-05,1.5e-06,0.05,7.86822843316e-07,2.04086620115e-07,5.0011699822e-10,8.5904195706e-09
643.4,4.06e-05,1.5e-06,0.05,7.86793519672e-07,2.04113266585e-07,5.00184690369e-10,8.59302905326e-09
643.5,4.06e-05,1.5e-06,0.05,7.8676419712e-07,2.04139911612e-07,5.00252378863e-10,8.5956388891e-09
643.6,4.06e-05,1.5e-06,0.05,7.86734875662e-07,2.04166555196e-07,5.00320063702e-10,8.59824907807e-09
643.7,4.06e-05,1.5e-06,0.05,7.86705555296e-07,2.04193197339e-07,5.00387744886e-10,8.60085962018e-09
643.8,4.06e-05,1.5e-06,0.05,7.86676236023e-07,2.04219838039e-07,5.00455422416e-10,8.6034705154e-09
643.9,4.06e-05,1.5e-06,0.05,7.86646917842e-07,2.04246477298e-07,5.0052309629e-10,8.60608176371e-09
644.0,4.06e-05,1.5e-06,0.05,7.86617600755e-07,2.04273115114e-07,5.00590766511e-10,8.60869336509e-09
644.1,4.06e-05,1.5e-06,0.05,7.86588284759e-07,2.04299751488e-07,5.00658433077e-10,8.61130531952e-09
644.2,4.06e-05,1.5e-06,0.05,7.86558969857e-07,2.0432638642e-07,5.00726095989e-10,8.61391762699e-09
644.3,4.06e-05,1.5e-06,0.05,7.86529656047e-07,2.04353019911e-07,5.00793755247e-10,8.61653028747e-09
644.4,4.06e-05,1.5e-06,0.05,7.86500343329e-07,2.04379651959e-07,5.00861410851e-10,8.61914330094e-09
644.5,4.06e-05,1.5e-06,0.05,7.86471031704e-07,2.04406282566e-07,5.00929062801e-10,8.62175666739e-09
644.6,4.06e-05,1.5e-06,0.05,7.86441721171e-07,2.04432911731e-07,5.00996711098e-10,8.6243703868e-09
644.7,4.06e-05,1.5e-06,0.05,7.8641241173e-07,2.04459539455e-07,5.01064355742e-10,8.62698445915e-09
644.8,4.06e-05,1.5e-06,0.05,7.86383103382e-07,2.04486165737e-07,5.01131996733e-10,8.62959888442e-09
644.9,4.06e-05,1.5e-06,0.05,7.86353796126e-07,2.04512790577e-07,5.0119963407e-10,8.63221366258e-09
645.0,4.06e-05,1.5e-06,0.05,7.86324489963e-07,2.04539413976e-07,5.01267267755e-10,8.63482879363e-09
645.1,4.06e-05,1.5e-06,0.05,7.86295184891e-07,2.04566035933e-07,5.01334897786e-10,8.63744427754e-09
645.2,4.06e-05,1.5e-06,0.05,7.86265880912e-07,2.0459265645e-07,5.01402524166e-10,8.64006011429e-09
645.3,4.06e-05,1.5e-06,0.05,7.86236578025e-07,2.04619275525e-07,5.01470146892e-10,8.64267630387e-09
645.4,4.06e-05,1.5e-06,0.05,7.8620727623e-07,2.04645893158e-07,5.01537765967e-10,8.64529284625e-09
645.5,4.06e-05,1.5e-06,0.05,7.86177975526e-07,2.04672509351e-07,5.01605381389e-10,8.64790974141e-09
645.6,4.06e-05,1.5e-06,0.05,7.86148675915e-07,2.04699124102e-07,5.01672993159e-10,8.65052698934e-09
645.7,4.06e-05,1.5e-06,0.05,7.86119377396e-07,2.04725737412e-07,5.01740601278e-10,8.65314459002e-09
645.8,4.06e-05,1.5e-06,0.05,7.86090079969e-07,2.04752349282e-07,5.01808205744e-10,8.65576254343e-09
645.9,4.06e-05,1.5e-06,0.05,7.86060783634e-07,2.0477895971e-07,5.0187580656e-10,8.65838084955e-09
646.0,4.06e-05,1.5e-06,0.05,7.8603148839e-07,2.04805568698e-07,5.01943403724e-10,8.66099950836e-09
646.1,4.06e-05,1.5e-06,0.05,7.86002194238e-07,2.04832176245e-07,5.02010997236e-10,8.66361851984e-09
646.2,4.06e-05,1.5e-06,0.05,7.85972901178e-07,2.04858782351e-07,5.02078587098e-10,8.66623788397e-09
646.3,4.06e-05,1.5e-06,0.05,7.8594360921e-07,2.04885387016e-07,5.02146173308e-10,8.66885760073e-09
646.4,4.06e-05,1.5e-06,0.05,7.85914318333e-07,2.04911990241e-07,5.02213755868e-10,8.67147767011e-09
646.5,4.06e-05,1.5e-06,0.05,7.85885028548e-07,2.04938592025e-07,5.02281334777e-10,8.67409809209e-09
646.6,4.06e-05,1.5e-06,0.05,7.85855739855e-07,2.04965192369e-07,5.02348910036e-10,8.67671886664e-09
646.7,4.06e-05,1.5e-06,0.05,7.85826452253e-07,2.04991791272e-07,5.02416481644e-10,8.67933999375e-09
646.8,4.06e-05,1.5e-06,0.05,7.85797165742e-07,2.05018388735e-07,5.02484049602e-10,8.68196147339e-09
646.9,4.06e-05,1.5e-06,0.05,7.85767880324e-07,2.05044984757e-07,5.0255161391e-10,8.68458330556e-09
647.0,4.06e-05,1.5e-06,0.05,7.85738595996e-07,2.05071579339e-07,5.02619174569e-10,8.68720549022e-09
647.1,4.06e-05,1.5e-06,0.05,7.8570931276e-07,2.05098172481e-07,5.02686731577e-10,8.68982802736e-09
647.2,4.06e-05,1.5e-06,0.05,7.85680030615e-07,2.05124764183e-07,5.02754284936e-10,8.69245091697e-09
647.3,4.06e-05,1.5e-06,0.05,7.85650749561e-07,2.05151354445e-07,5.02821834645e-10,8.69507415902e-09
647.4,4.06e-05,1.5e-06,0.05,7.85621469599e-07,2.05177943267e-07,5.02889380706e-10,8.6976977535e-09
647.5,4.06e-05,1.5e-06,0.05,7.85592190728e-07,2.05204530648e-07,5.02956923117e-10,8.70032170037e-09
647.6,4.06e-05,1.5e-06,0.05,7.85562912948e-07,2.0523111659e-07,5.03024461879e-10,8.70294599964e-09
647.7,4.06e-05,1.5e-06,0.05,7.8553363626e-07,2.05257701092e-07,5.03091996992e-10,8.70557065127e-09
647.8,4.06e-05,1.5e-06,0.05,7.85504360662e-07,2.05284284154e-07,5.03159528457e-10,8.70819565525e-09
647.9,4.06e-05,1.5e-06,0.05,7.85475086155e-07,2.05310865777e-07,5.03227056273e-10,8.71082101155e-09
648.0,4.06e-05,1.5e-06,0.05,7.8544581274e-07,2.0533744596e-07,5.0329458044e-10,8.71344672017e-09
648.1,4.06e-05,1.5e-06,0.05,7.85416540415e-07,2.05364024703e-07,5.0336210096e-10,8.71607278108e-09
648.2,4.06e-05,1.5e-06,0.05,7.85387269182e-07,2.05390602006e-07,5.03429617831e-10,8.71869919425e-09
648.3,4.06e-05,1.5e-06,0.05,7.85357999039e-07,2.05417177871e-07,5.03497131055e-10,8.72132595968e-09
648.4,4.06e-05,1.5e-06,0.05,7.85328729987e-07,2.05443752295e-07,5.0356464063e-10,8.72395307735e-09
648.5,4.06e-05,1.5e-06,0.05,7.85299462026e-07,2.05470325281e-07,5.03632146559e-10,8.72658054723e-09
648.6,4.06e-05,1.5e-06,0.05,7.85270195155e-07,2.05496896827e-07,5.03699648839e-10,8.7292083693e-09
648.7,4.06e-05,1.5e-06,0.05,7.85240929376e-07,2.05523466933e-07,5.03767147473e-10,8.73183654355e-09
648.8,4.06e-05,1.5e-06,0.05,7.85211664687e-07,2.05550035601e-07,5.03834642459e-10,8.73446506996e-09
648.9,4.06e-05,1.5e-06,0.05,7.85182401088e-07,2.05576602829e-07,5.03902133798e-10,8.7370939485e-09
649.0,4.06e-05,1.5e-06,0.05,7.85153138581e-07,2.05603168619e-07,5.0396962149e-10,8.73972317917e-09
649.1,4.06e-05,1.5e-06,0.05,7.85123877164e-07,2.05629732969e-07,5.04037105536e-10,8.74235276193e-09
649.2,4.06e-05,1.5e-06,0.05,7.85094616837e-07,2.0565629588e-07,5.04104585935e-10,8.74498269678e-09
649.3,4.06e-05,1.5e-06,0.05,7.85065357601e-07,2.05682857353e-07,5.04172062687e-10,8.74761298369e-09
649.4,4.06e-05,1.5e-06,0.05,7.85036099455e-07,2.05709417386e-07,5.04239535793e-10,8.75024362264e-09
649.5,4.06e-05,1.5e-06,0.05,7.850068424e-07,2.05735975981e-07,5.04307005254e-10,8.75287461361e-09
649.6,4.06e-05,1.5e-06,0.05,7.84977586435e-07,2.05762533137e-07,5.04374471068e-10,8.75550595659e-09
649.7,4.06e-05,1.5e-06,0.05,7.84948331561e-07,2.05789088855e-07,5.04441933236e-10,8.75813765156e-09
649.8,4.06e-05,1.5e-06,0.05,7.84919077776e-07,2.05815643133e-07,5.04509391759e-10,8.76076969849e-09
649.9,4.06e-05,1.5e-06,0.05,7.84889825082e-07,2.05842195974e-07,5.04576846636e-10,8.76340209738e-09
650.0,4.06e-05,1.5e-06,0.05,7.84860573478e-07,2.05868747376e-07,5.04644297868e-10,8.76603484819e-09
650.1,4.06e-05,1.5e-06,0.05,7.84831322965e-07,2.05895297339e-07,5.04711745455e-10,8.76866795091e-09
650.2,4.06e-05,1.5e-06,0.05,7.84802073541e-07,2.05921845864e-07,5.04779189397e-10,8.77130140552e-09
650.3,4.06e-05,1.5e-06,0.05,7.84772825208e-07,2.05948392951e-07,5.04846629693e-10,8.773935212e-09
650.4,4.06e-05,1.5e-06,0.05,7.84743577964e-07,2.05974938599e-07,5.04914066345e-10,8.77656937034e-09
650.5,4.06e-05,1.5e-06,0.05,7.84714331811e-07,2.06001482809e-07,5.04981499353e-10,8.77920388051e-09
650.6,4.06e-05,1.5e-06,0.05,7.84685086747e-07,2.06028025582e-07,5.05048928716e-10,8.78183874249e-09
650.7,4.06e-05,1.5e-06,0.05,7.84655842774e-07,2.06054566916e-07,5.05116354434e-10,8.78447395627e-09
650.8,4.06e-05,1.5e-06,0.05,7.8462659989e-07,2.06081106812e-07,5.05183776509e-10,8.78710952183e-09
650.9,4.06e-05,1.5e-06,0.05,7.84597358096e-07,2.0610764527e-07,5.05251194939e-10,8.78974543915e-09
651.0,4.06e-05,1.5e-06,0.05,7.84568117392e-07,2.0613418229e-07,5.05318609726e-10,8.7923817082e-09
651.1,4.06e-05,1.5e-06,0.05,7.84538877778e-07,2.06160717873e-07,5.05386020869e-10,8.79501832897e-09
651.2,4.06e-05,1.5e-06,0.05,7.84509639253e-07,2.06187252017e-07,5.05453428368e-10,8.79765530145e-09
651.3,4.06e-05,1.5e-06,0.05,7.84480401818e-07,2.06213784724e-07,5.05520832224e-10,8.80029262561e-09
651.4,4.06e-05,1.5e-06,0.05,7.84451165473e-07,2.06240315994e-07,5.05588232437e-10,8.80293030143e-09
651.5,4.06e-05,1.5e-06,0.05,7.84421930217e-07,2.06266845825e-07,5.05655629006e-10,8.80556832889e-09
651.6,4.06e-05,1.5e-06,0.05,7.84392696051e-07,2.06293374219e-07,5.05723021933e-10,8.80820670798e-09
651.7,4.06e-05,1.5e-06,0.05,7.84363462974e-07,2.06319901176e-07,5.05790411217e-10,8.81084543867e-09
651.8,4.06e-05,1.5e-06,0.05,7.84334230987e-07,2.06346426695e-07,5.05857796858e-10,8.81348452095e-09
651.9,4.06e-05,1.5e-06,0.05,7.84305000089e-07,2.06372950777e-07,5.05925178857e-10,8.8161239548e-09
652.0,4.06e-05,1.5e-06,0.05,7.84275770281e-07,2.06399473422e-07,5.05992557213e-10,8.8187637402e-09
652.1,4.06e-05,1.5e-06,0.05,7.84246541562e-07,2.06425994629e-07,5.06059931927e-10,8.82140387712e-09
652.2,4.06e-05,1.5e-06,0.05,7.84217313932e-07,2.064525144e-07,5.06127302999e-10,8.82404436556e-09
652.3,4.06e-05,1.5e-06,0.05,7.84188087391e-07,2.06479032733e-07,5.0619467043e-10,8.82668520549e-09
652.4,4.06e-05,1.5e-06,0.05,7.8415886194e-07,2.06505549629e-07,5.06262034218e-10,8.82932639689e-09
652.5,4.06e-05,1.5e-06,0.05,7.84129637578e-07,2.06532065088e-07,5.06329394365e-10,8.83196793975e-09
652.6,4.06e-05,1.5e-06,0.05,7.84100414305e-07,2.0655857911e-07,5.0639675087e-10,8.83460983404e-09
652.7,4.06e-05,1.5e-06,0.05,7.84071192121e-07,2.06585091695e-07,5.06464103735e-10,8.83725207975e-09
652.8,4.06e-05,1.5e-06,0.05,7.84041971027e-07,2.06611602844e-07,5.06531452958e-10,8.83989467685e-09
652.9,4.06e-05,1.5e-06,0.05,7.84012751021e-07,2.06638112555e-07,5.0659879854e-10,8.84253762533e-09
653.0,4.06e-05,1.5e-06,0.05,7.83983532104e-07,2.0666462083e-07,5.06666140481e-10,8.84518092517e-09
653.1,4.06e-05,1.5e-06,0.05,7.83954314276e-07,2.06691127669e-07,5.06733478781e-10,8.84782457635e-09
653.2,4.06e-05,1.5e-06,0.05,7.83925097537e-07,2.0671763307e-07,5.06800813441e-10,8.85046857885e-09
653.3,4.06e-05,1.5e-06,0.05,7.83895881887e-07,2.06744137036e-07,5.06868144461e-10,8.85311293265e-09
653.4,4.06e-05,1.5e-06,0.05,7.83866667326e-07,2.06770639564e-07,5.0693547184e-10,8.85575763774e-09
653.5,4.06e-05,1.5e-06,0.05,7.83837453854e-07,2.06797140657e-07,5.07002795579e-10,8.85840269408e-09
653.6,4.06e-05,1.5e-06,0.05,7.8380824147e-07,2.06823640313e-07,5.07070115679e-10,8.86104810168e-09
653.7,4.06e-05,1.5e-06,0.05,7.83779030175e-07,2.06850138532e-07,5.07137432138e-10,8.8636938605e-09
653.8,4.06e-05,1.5e-06,0.05,7.83749819969e-07,2.06876635316e-07,5.07204744958e-10,8.86633997052e-09
653.9,4.06e-05,1.5e-06,0.05,7.83720610851e-07,2.06903130663e-07,5.07272054139e-10,8.86898643174e-09
654.0,4.06e-05,1.5e-06,0.05,7.83691402822e-07,2.06929624575e-07,5.0733935968e-10,8.87163324412e-09
654.1,4.06e-05,1.5e-06,0.05,7.83662195881e-07,2.0695611705e-07,5.07406661582e-10,8.87428040765e-09
654.2,4.06e-05,1.5e-06,0.05,7.83632990029e-07,2.06982608089e-07,5.07473959845e-10,8.87692792231e-09
654.3,4.06e-05,1.5e-06,0.05,7.83603785265e-07,2.07009097692e-07,5.07541254468e-10,8.87957578809e-09
654.4,4.06e-05,1.5e-06,0.05,7.8357458159e-07,2.0703558586e-07,5.07608545454e-10,8.88222400496e-09
654.5,4.06e-05,1.5e-06,0.05,7.83545379003e-07,2.07062072591e-07,5.076758328e-10,8.8848725729e-09
654.6,4.06e-05,1.5e-06,0.05,7.83516177505e-07,2.07088557887e-07,5.07743116509e-10,8.8875214919e-09
654.7,4.06e-05,1.5e-06,0.05,7.83486977094e-07,2.07115041747e-07,5.07810396579e-10,8.89017076193e-09
654.8,4.06e-05,1.5e-06,0.05,7.83457777772e-07,2.07141524172e-07,5.0787767301e-10,8.89282038298e-09
654.9,4.06e-05,1.5e-06,0.05,7.83428579538e-07,2.07168005161e-07,5.07944945804e-10,8.89547035503e-09
655.0,4.06e-05,1.5e-06,0.05,7.83399382393e-07,2.07194484714e-07,5.0801221496e-10,8.89812067805e-09
655.1,4.06e-05,1.5e-06,0.05,7.83370186335e-07,2.07220962832e-07,5.08079480479e-10,8.90077135204e-09
655.2,4.06e-05,1.5e-06,0.05,7.83340991366e-07,2.07247439515e-07,5.08146742359e-10,8.90342237697e-09
655.3,4.06e-05,1.5e-06,0.05,7.83311797484e-07,2.07273914762e-07,5.08214000603e-10,8.90607375282e-09
655.4,4.06e-05,1.5e-06,0.05,7.83282604691e-07,2.07300388574e-07,5.08281255209e-10,8.90872547957e-09
655.5,4.06e-05,1.5e-06,0.05,7.83253412986e-07,2.07326860951e-07,5.08348506178e-10,8.91137755721e-09
655.6,4.06e-05,1.5e-06,0.05,7.83224222368e-07,2.07353331893e-07,5.0841575351e-10,8.91402998571e-09
655.7,4.06e-05,1.5e-06,0.05,7.83195032839e-07,2.07379801399e-07,5.08482997206e-10,8.91668276506e-09
655.8,4.06e-05,1.5e-06,0.05,7.83165844397e-07,2.07406269471e-07,5.08550237264e-10,8.91933589523e-09
655.9,4.06e-05,1.5e-06,0.05,7.83136657043e-07,2.07432736107e-07,5.08617473687e-10,8.92198937622e-09
656.0,4.06e-05,1.5e-06,0.05,7.83107470777e-07,2.07459201309e-07,5.08684706473e-10,8.92464320799e-09
656.1,4.06e-05,1.5e-06,0.05,7.83078285598e-07,2.07485665075e-07,5.08751935623e-10,8.92729739053e-09
656.2,4.06e-05,1.5e-06,0.05,7.83049101508e-07,2.07512127407e-07,5.08819161136e-10,8.92995192383e-09
656.3,4.06e-05,1.5e-06,0.05,7.83019918505e-07,2.07538588305e-07,5.08886383014e-10,8.93260680785e-09
656.4,4.06e-05,1.5e-06,0.05,7.82990736589e-07,2.07565047767e-07,5.08953601256e-10,8.93526204259e-09
656.5,4.06e-05,1.5e-06,0.05,7.82961555761e-07,2.07591505795e-07,5.09020815863e-10,8.93791762803e-09
656.6,4.06e-05,1.5e-06,0.05,7.82932376021e-07,2.07617962388e-07,5.09088026834e-10,8.94057356414e-09
656.7,4.06e-05,1.5e-06,0.05,7.82903197368e-07,2.07644417547e-07,5.0915523417e-10,8.94322985091e-09
656.8,4.06e-05,1.5e-06,0.05,7.82874019802e-07,2.07670871272e-07,5.09222437871e-10,8.94588648831e-09
656.9,4.06e-05,1.5e-06,0.05,7.82844843324e-07,2.07697323562e-07,5.09289637937e-10,8.94854347633e-09
